#ID,RA,DEC,RV,RV_err,RAD
NGC4278_S256,185.069153,29.282625,168,28,2.13
NGC4278_S257,184.974024,29.25827,471,17,3.15
NGC4278_S258,185.033571,29.253204,502,18,1.67
NGC4278_S259,185.009971,29.270839,513,14,1.13
NGC4278_S260,185.015995,29.277228,546,5,0.68
NGC4278_S261,185.070189,29.319652,591,12,3.2
NGC4278_S262,185.035869,29.283078,619,19,0.41
NGC4278_S263,185.004411,29.293119,674,14,1.46
NGC4278_S264,185.046099,29.242682,719,18,2.46
NGC4278_S265,185.048224,29.280408,787,23,1.04
NGC4278_S266,185.04145,29.294653,840,19,1.08
NGC4278_S267,185.041189,29.285353,946,23,0.72
NGC4278_S268,185.114892,29.357294,765,20,6.45
NGC4278_S269,185.103404,29.340211,501,25,5.3
NGC4111_S1,181.761458,43.063572,770,49,0.13
NGC4111_S2,181.769792,43.057528,910,39,0.56
NGC4111_S3,181.767642,43.062578,862,23,0.26
NGC4111_S4,181.756271,43.095958,910,8,1.86
NGC4111_S5,181.77205,43.051336,838,12,0.93
NGC4111_S6,181.744579,43.084222,654,16,1.39
NGC4111_S7,181.757329,43.074542,766,28,0.6
NGC4111_S8,181.739129,43.100303,990,10,2.34
NGC4111_S9,181.7615,43.067389,583,16,0.14
NGC4111_S10,181.764146,43.064267,1018,8,0.08
NGC4111_S11,181.763004,43.06565,784,9,0.02
NGC4111_S12,181.758917,43.062767,793,15,0.24
NGC4111_S13,181.763567,43.070222,684,15,0.29
NGC4111_S14,181.771358,43.057692,947,20,0.59
NGC4111_S15,181.772621,43.055317,1001,32,0.74
NGC3608_S1,169.231942,18.1297,1039,13,1.38
NGC3608_S2,169.246717,18.13109,1293,13,1.06
NGC3608_S3,169.261129,18.135875,1091,6,1.17
NGC3608_S4,169.203088,18.135864,1160,10,2.54
NGC3608_S5,169.227192,18.1385,1272,8,1.22
NGC3608_S6,169.298158,18.138886,1242,15,3.05
NGC3608_S7,169.245833,18.146111,1176,29,0.15
NGC3608_S8,169.269692,18.139126,1458,9,1.49
NGC3608_S9,169.263733,18.142671,1141,15,1.09
NGC3608_S10,169.224058,18.145254,1493,14,1.25
NGC3608_S11,169.241266,18.14431,1203,12,0.36
NGC3608_S12,169.275825,18.151506,1467,19,1.73
NGC3608_S13,169.2982,18.149405,1061,12,3
NGC3608_S14,169.222383,18.1555,957,15,1.39
NGC3608_S15,169.243342,18.1566,1335,12,0.49
NGC3608_S16,169.229208,18.1677,1229,17,1.48
NGC3608_S17,169.324208,18.163569,1268,9,4.57
NGC3608_S18,169.260221,18.165211,1283,12,1.29
NGC3608_S19,169.273496,18.165411,1038,13,1.88
NGC3608_S20,169.292936,18.166916,1176,7,2.91
NGC3608_S21,169.229207,18.167725,1233,14,1.48
NGC3608_S22,169.252583,18.1687,1247,19,1.26
NGC3608_S23,169.320831,18.16983,1383,7,4.47
NGC3608_S24,169.337812,18.171459,1294,11,5.43
NGC3608_S25,169.220495,18.173113,1118,17,2.05
NGC3608_S26,169.259806,18.179447,1385,8,2.01
NGC3608_S27,169.217304,18.109472,1281,23,2.85
NGC3608_S28,169.237946,18.138157,1031,26,0.77
NGC3608_S29,169.271321,18.159868,808,22,1.61
NGC3607_S1,169.217229,18.0033,958,14,2.97
NGC3607_S2,169.231425,18.0224,924,9,1.77
NGC3607_S3,169.298829,18.025774,1255,13,4.35
NGC3607_S4,169.268788,18.026516,910,12,2.79
NGC3607_S5,169.247763,18.029331,904,5,1.77
NGC3607_S6,169.239792,18.0278,825,15,1.6
NGC3607_S7,169.201883,18.032566,961,17,1.87
NGC3607_S8,169.251525,18.034105,732,13,1.72
NGC3607_S9,169.20885,18.035141,950,4,1.46
NGC3607_S10,169.23015,18.03717,924,15,0.89
NGC3607_S11,169.199067,18.037264,1136,15,1.85
NGC3607_S12,169.159492,18.033494,1052,12,4.04
NGC3607_S13,169.236067,18.038172,792,13,0.95
NGC3607_S14,169.099217,18.039568,1048,15,7.36
NGC3607_S15,169.207533,18.0431,764,17,1.26
NGC3607_S16,169.213671,18.0443,1060,14,0.92
NGC3607_S17,169.237692,18.0478,920,12,0.62
NGC3607_S18,169.238979,18.049,1092,13,0.67
NGC3607_S19,169.184475,18.049648,966,13,2.47
NGC3607_S20,169.194458,18.052082,974,14,1.89
NGC3607_S21,169.240721,18.0545,598,9,0.76
NGC3607_S22,169.220738,18.047815,1303,19,0.46
NGC3607_S23,169.242683,18.055283,840,9,0.88
NGC3607_S24,169.265371,18.060005,1027,11,2.21
NGC3607_S25,169.232196,18.0585,987,13,0.48
NGC3607_S26,169.271792,18.065065,1025,12,2.64
NGC3607_S27,169.186392,18.0652,848,16,2.49
NGC3607_S28,169.219979,18.0683,835,6,1.09
NGC3607_S29,169.237104,18.074398,958,16,1.46
NGC3607_S30,169.213671,18.0763,1012,12,1.68
NGC3607_S31,169.308429,18.075178,949,14,4.82
NGC3607_S32,169.30335,18.082405,1318,11,4.69
NGC3607_S33,169.229092,18.0868,815,9,2.1
NGC3607_S34,169.212542,18.087,985,7,2.28
NGC3607_S35,169.245171,18.0957,1089,14,2.82
NGC3607_S36,169.160442,18.106018,694,9,5.03
NGC3607_S37,169.106842,18.140724,1138,18,8.72
NGC3607_S38,169.184189,18.164358,807,9,7.2
NGC3607_S39,169.376407,18.206726,1106,14,12.59
NGC3377_S1,161.947137,14.007417,810,8,1.77
NGC3377_S2,161.907196,13.966167,724,10,1.63
NGC3377_S3,161.895612,13.970222,729,13,2.02
NGC3377_S4,161.926,14.013917,453,17,1.68
NGC3377_S5,161.897446,13.970861,681,15,1.91
NGC3377_S6,161.934667,13.963889,779,15,1.41
NGC3377_S7,161.916888,13.960306,617,18,1.63
NGC3377_S8,161.889813,13.957097,754,5,2.74
NGC3377_S9,161.941037,14.036651,804,7,3.16
NGC3377_S10,161.870975,13.911456,820,8,5.51
NGC3377_S11,161.940883,14.079903,564,6,5.7
NGC3377_S12,161.828954,13.935324,720,12,6.43
NGC3377_S13,161.964537,14.011293,727,10,2.69
NGC3377_S14,161.945171,14.043575,678,7,3.63
NGC3377_S15,162.003271,14.071326,607,8,6.8
NGC3377_S16,162.008762,14.058941,703,13,6.5
NGC3377_S17,161.988425,14.039355,795,15,4.83
NGC3377_S18,161.820033,13.950382,737,16,6.55
NGC3377_S19,161.980508,14.052072,644,17,5.07
NGC3377_S20,161.854758,13.972343,622,11,4.25
NGC3377_S21,161.946613,14.023664,749,21,2.55
NGC3377_S22,161.900113,13.981722,885,5,1.55
NGC3377_S23,161.943029,13.967972,831,5,1.45
NGC3377_S24,161.952029,13.957639,537,7,2.26
NGC3377_S25,161.943167,13.958944,780,9,1.89
NGC3377_S26,161.927279,13.9615,799,8,1.47
NGC3377_S27,161.950667,13.969694,740,12,1.72
NGC3377_S28,161.924971,14.009778,756,15,1.43
NGC3377_S29,161.919337,14.019839,736,5,2.08
NGC3377_S30,161.843304,14.071283,565,7,7.04
NGC3377_S31,161.891821,14.097451,661,7,6.99
NGC3377_S32,161.905288,14.037391,839,9,3.32
NGC3377_S33,161.841062,14.066763,589,15,6.94
NGC3377_S34,161.978571,13.959312,821,14,3.43
NGC3377_S35,161.897158,14.066449,584,13,5.12
NGC3377_S36,161.877217,14.030434,638,21,3.92
NGC3377_S37,161.954237,13.953191,837,17,2.55
NGC3377_S38,161.934296,13.946213,592,16,2.43
NGC3377_S39,161.864075,14.067944,559,18,6.11
NGC3377_S40,161.873546,14.018089,700,20,3.63
NGC3377_S41,161.913563,14.024882,576,18,2.45
NGC3377_S42,161.919429,14.042942,727,15,3.45
NGC3377_S43,161.900154,14.029854,840,14,3.05
NGC3377_S44,161.90325,13.9815,664,5,1.37
NGC3377_S45,161.953804,13.990972,727,5,1.63
NGC3377_S46,161.958054,13.994139,797,5,1.91
NGC3377_S47,161.950417,13.98575,657,5,1.4
NGC3377_S48,161.911167,13.965806,722,9,1.5
NGC3377_S49,161.942263,13.992986,505,5,1.02
NGC3377_S50,161.882617,13.965335,687,5,2.83
NGC3377_S51,161.900508,13.963268,674,6,2.03
NGC3377_S52,161.840808,13.967595,740,8,5.1
NGC3377_S53,161.996246,14.006155,641,7,4.25
NGC3377_S54,161.893446,13.982151,775,5,1.93
NGC3377_S55,161.898571,13.998423,642,8,1.78
NGC3377_S56,161.886783,13.979734,792,7,2.34
NGC3377_S57,161.834158,14.033488,804,12,6.08
NGC3377_S58,161.967342,14.006735,557,10,2.69
NGC3377_S59,161.888658,13.980913,636,10,2.22
NGC3377_S60,161.963283,14.014988,709,10,2.77
NGC3377_S61,161.965538,13.986753,628,12,2.28
NGC3377_S62,162.052025,14.001399,736,15,7.37
NGC3377_S63,161.972954,13.993563,657,11,2.75
NGC3377_S64,161.896471,13.975028,533,10,1.86
NGC3377_S65,161.862467,14.026177,572,18,4.44
NGC3377_S66,161.983821,14.041965,779,10,4.74
NGC3377_S67,161.905304,14.001806,600,5,1.55
NGC3377_S68,161.918554,13.964083,703,9,1.39
NGC3377_S69,161.929388,14.009389,531,11,1.42
NGC3377_S70,161.935667,13.960444,615,9,1.62
NGC3377_S71,161.937279,13.954667,805,6,1.98
NGC3377_S72,161.910588,13.889813,721,5,5.84
NGC3377_S73,161.9014,13.860332,713,8,7.67
NGC3377_S74,161.932871,14.089294,648,9,6.21
NGC3377_S75,161.9166,14.018299,673,8,2.02
NGC3377_S76,161.912967,13.953066,637,6,2.12
NGC3377_S77,161.92975,13.931513,669,6,3.27
NGC3377_S78,161.925725,13.918831,631,10,4.03
NGC3377_S79,161.951875,14.0816,552,11,5.93
NGC3377_S80,161.905479,13.923706,667,9,3.93
NGC3377_S81,161.956821,14.057751,816,17,4.66
NGC3377_S82,161.909704,13.885048,748,13,6.13
NGC3377_S83,161.938388,14.024284,650,14,2.41
NGC3377_S84,161.923237,13.970018,716,14,0.97
NGC3377_S85,161.956721,14.012794,614,6,2.39
NGC3377_S86,161.936117,14.046176,566,20,3.66
NGC3377_S87,161.945279,13.86916,599,7,7.09
NGC3377_S88,161.93175,13.921826,868,20,3.86
NGC3377_S89,161.897192,14.065139,756,39,5.05
NGC3377_S90,161.945338,14.00643,803,18,1.65
NGC3377_S91,161.912804,13.973972,763,8,1.07
NGC3377_S92,161.933971,13.991306,572,13,0.55
NGC3377_S93,161.917,13.975722,740,6,0.82
NGC3377_S94,161.935137,13.992417,455,12,0.64
NGC3377_S95,161.934583,13.9865,640,10,0.48
NGC3377_S96,161.937362,13.996861,641,24,0.92
NGC3377_S97,161.911721,13.988889,757,26,0.87
NGC3377_S98,161.931779,13.97275,823,7,0.85
NGC3377_S99,161.921221,13.987333,1018,8,0.31
NGC3377_S100,161.920612,13.974,657,25,0.79
NGC3377_S101,161.928808,13.978691,375,30,0.46
NGC3377_S102,161.913,13.98575,710,6,0.78
NGC3377_S103,161.9305,14.005,709,8,1.17
NGC3377_S104,161.930863,13.998889,803,10,0.82
NGC3377_S105,161.939279,13.970111,584,17,1.21
NGC3377_S106,161.907583,13.980528,689,5,1.14
NGC3377_S107,161.922804,13.990833,892,6,0.36
NGC3377_S108,161.916196,13.980528,599,5,0.68
NGC3377_S109,161.9208,13.968256,686,6,1.11
NGC3377_S110,161.931583,13.96875,735,5,1.07
NGC3377_S111,161.909446,13.976083,772,6,1.15
NGC3377_S112,161.93325,14.00475,545,11,1.2
NGC3377_S113,161.939029,13.969972,659,14,1.21
NGC3377_S114,161.935721,13.998889,650,12,0.95
NGC3377_S115,161.932083,14.005444,780,5,1.22
NGC3377_S116,161.9265,13.99325,610,5,0.44
NGC3377_S117,161.92125,13.981278,762,5,0.41
NGC3377_S118,161.91975,13.985583,753,5,0.39
NGC3377_S119,161.919304,13.998111,640,6,0.84
NGC3377_S120,161.910083,13.983861,749,7,0.96
NGC3377_S121,161.924917,13.996167,663,7,0.62
NGC3377_S122,161.913083,13.977306,692,13,0.93
NGC3377_S123,161.840233,13.978151,736,30,5.04
NGC3377_S124,161.854667,13.978368,626,13,4.2
NGC3377_S125,162.006787,13.907242,590,18,6.65
NGC3377_S126,161.971029,13.992781,626,8,2.63
NGC3115_S1,151.29953,-7.708301,689,7,0.81
NGC3115_S2,151.289159,-7.618746,798,11,6.1
NGC3115_S3,151.275474,-7.689257,665,7,2.63
NGC3115_S4,151.217659,-7.736487,709,6,5.49
NGC3115_S5,151.358511,-7.64502,782,5,5.33
NGC3115_S6,151.273497,-7.717291,750,10,2.07
NGC3115_S7,151.322774,-7.694805,997,7,1.67
NGC3115_S8,151.30524,-7.734598,531,6,0.98
NGC3115_S9,151.364593,-7.693063,661,6,3.68
NGC3115_S10,151.291367,-7.72444,480,8,1.06
NGC3115_S11,151.247232,-7.726436,678,5,3.66
NGC3115_S12,151.273746,-7.694876,850,5,2.5
NGC3115_S13,151.312464,-7.648258,583,9,4.23
NGC3115_S14,151.252107,-7.713421,499,5,3.35
NGC3115_S15,151.436694,-7.702196,963,18,7.7
NGC3115_S16,151.306838,-7.758759,510,8,2.41
NGC3115_S17,151.302756,-7.67431,859,7,2.68
NGC3115_S18,151.367658,-7.682886,652,6,4.13
NGC3115_S19,151.231802,-7.763917,625,5,5.3
NGC3115_S20,151.262489,-7.732154,904,8,2.84
NGC3115_S21,151.262133,-7.674147,424,6,3.82
NGC3115_S22,151.24249,-7.758109,711,5,4.57
NGC3115_S23,151.313856,-7.726056,649,11,0.56
NGC3115_S24,151.29847,-7.731563,510,5,0.97
NGC3115_S25,151.276213,-7.671011,742,7,3.43
NGC3115_S26,151.335937,-7.710894,810,5,1.71
NGC3115_S27,151.328249,-7.704507,924,5,1.46
NGC3115_S28,151.311439,-7.649388,881,5,4.16
NGC3115_S29,151.29001,-7.708754,437,5,1.23
NGC3115_S30,151.313127,-7.735679,525,6,1.07
NGC3115_S31,151.386503,-7.661079,826,7,5.79
NGC3115_S32,151.256576,-7.646569,611,8,5.3
NGC3115_S33,151.272939,-7.744195,539,7,2.6
NGC3115_S34,151.332793,-7.705964,879,7,1.64
NGC3115_S35,151.338252,-7.693622,1028,5,2.33
NGC3115_S36,151.293028,-7.721406,525,6,0.92
NGC3115_S37,151.289525,-7.663932,878,7,3.46
NGC3115_S38,151.305009,-7.697021,895,5,1.31
NGC3115_S39,151.315776,-7.732765,862,6,0.96
NGC3115_S40,151.242728,-7.725242,665,5,3.92
NGC3115_S41,151.306511,-7.73634,596,6,1.07
NGC3115_S42,151.326706,-7.736413,702,8,1.53
NGC3115_S43,151.329273,-7.695902,660,9,1.85
NGC3115_S44,151.300641,-7.758852,770,5,2.46
NGC3115_S45,151.30291,-7.729558,649,12,0.73
NGC3115_S46,151.329511,-7.641075,512,5,4.82
NGC3115_S47,151.284635,-7.815101,486,7,5.96
NGC3115_S48,151.29386,-7.680923,463,7,2.42
NGC3115_S49,151.320219,-7.686945,805,5,2.03
NGC3115_S50,151.322637,-7.686235,809,5,2.12
NGC3115_S51,151.296566,-7.660322,547,6,3.56
NGC3115_S52,151.316019,-7.703975,821,8,0.99
NGC3115_S53,151.334687,-7.67828,879,5,2.88
NGC3115_S54,151.304355,-7.80615,696,6,5.26
NGC3115_S55,151.270596,-7.685785,795,7,2.98
NGC3115_S56,151.246506,-7.791864,651,5,5.73
NGC3115_S57,151.381252,-7.750796,642,7,4.75
NGC3115_S58,151.222397,-7.772308,684,5,6.04
NGC3115_S59,151.274429,-7.7311,893,7,2.15
NGC3115_S60,151.297094,-7.7059,740,5,1.01
NGC3115_S61,151.256212,-7.742261,711,5,3.4
NGC3115_S62,151.276743,-7.72272,480,5,1.89
NGC3115_S63,151.31917,-7.688236,771,7,1.93
NGC3115_S64,151.354557,-7.715708,1056,5,2.76
NGC3115_S65,151.339893,-7.677216,887,7,3.11
NGC3115_S66,151.359512,-7.731451,592,6,3.14
NGC3115_S67,151.323095,-7.731152,782,5,1.16
NGC3115_S68,151.34057,-7.658001,773,8,4.11
NGC3115_S69,151.238711,-7.748375,601,7,4.5
NGC3115_S70,151.289666,-7.81287,658,10,5.76
NGC3115_S71,151.267896,-7.762677,471,5,3.57
NGC3115_S72,151.289548,-7.746073,471,5,1.99
NGC3115_S73,151.264034,-7.775244,396,5,4.3
NGC3115_S74,151.280808,-7.72809,597,5,1.73
NGC3115_S75,151.323373,-7.686665,856,6,2.12
NGC3115_S76,151.345741,-7.667215,869,6,3.8
NGC3115_S77,151.369107,-7.715737,636,7,3.62
NGC3115_S78,151.344057,-7.709771,1192,7,2.19
NGC3115_S79,151.339695,-7.69441,706,8,2.37
NGC3115_S80,151.340423,-7.692583,579,8,2.47
NGC3115_S81,151.282757,-7.731523,803,7,1.7
NGC3115_S82,151.336142,-7.62419,983,8,5.9
NGC3115_S83,151.308464,-7.738934,601,5,1.22
NGC3115_S84,151.310605,-7.704722,586,5,0.84
NGC3115_S85,151.297559,-7.733508,628,8,1.1
NGC3115_S86,151.367018,-7.790661,593,9,5.56
NGC3115_S87,151.362808,-7.674682,899,7,4.18
NGC3115_S88,151.322545,-7.625632,773,7,5.64
NGC3115_S89,151.330458,-7.738787,580,5,1.79
NGC3115_S90,151.332995,-7.683229,603,6,2.58
NGC3115_S91,151.323239,-7.690867,539,6,1.89
NGC3115_S92,151.26122,-7.781116,637,6,4.68
NGC3115_S93,151.318336,-7.705782,959,5,0.97
NGC3115_S94,151.286937,-7.680215,825,9,2.63
NGC3115_S95,151.373218,-7.668995,703,7,4.88
NGC3115_S96,151.337577,-7.811136,482,9,5.82
NGC3115_S97,151.279772,-7.719272,885,6,1.69
NGC3115_S98,151.326184,-7.716174,407,5,1.08
NGC3115_S99,151.286866,-7.760444,837,5,2.82
NGC3115_S100,151.338123,-7.7147,980,5,1.79
NGC3115_S101,151.271866,-7.724991,562,6,2.2
NGC3115_S102,151.299377,-7.78019,467,6,3.73
NGC3115_S103,151.330942,-7.698488,949,5,1.81
NGC3115_S104,151.292946,-7.757453,441,10,2.5
NGC3115_S105,151.280227,-7.678983,627,5,2.9
NGC3115_S106,151.310694,-7.654078,614,12,3.87
NGC3115_S107,151.297565,-7.749811,426,5,1.98
NGC3115_S108,151.299555,-7.758767,582,10,2.47
NGC3115_S109,151.289974,-7.700152,697,6,1.55
NGC3115_S110,151.318398,-7.734052,844,5,1.11
NGC3115_S111,151.180432,-7.712909,663,6,7.61
NGC3115_S112,151.345318,-7.684971,809,5,2.99
NGC3115_S113,151.28359,-7.704559,798,5,1.69
NGC3115_S114,151.303853,-7.745751,428,8,1.65
NGC3115_S115,151.406137,-7.664708,808,6,6.66
NGC3115_S116,151.313435,-7.733457,841,6,0.94
NGC3115_S117,151.327623,-7.67487,573,5,2.86
NGC3115_S118,151.335988,-7.690753,910,5,2.35
NGC3115_S119,151.220319,-7.743761,503,5,5.44
NGC3115_S120,151.279329,-7.701391,662,7,2.01
NGC3115_S121,151.312606,-7.808115,708,8,5.38
NGC3115_S122,151.270589,-7.736211,519,7,2.48
NGC3115_S123,151.347705,-7.680742,970,7,3.26
NGC3115_S124,151.309051,-7.732858,729,5,0.86
NGC3115_S125,151.31009,-7.667824,794,5,3.05
NGC3115_S126,151.353724,-7.73506,650,6,2.88
NGC3115_S127,151.290122,-7.729256,673,7,1.25
NGC3115_S128,151.329609,-7.773203,762,5,3.51
NGC3115_S129,151.324535,-7.626198,618,8,5.63
NGC3115_S130,151.235926,-7.661403,641,6,5.5
NGC3115_S131,151.29997,-7.752374,609,7,2.09
NGC3115_S132,151.303547,-7.712862,1035,5,0.44
NGC3115_S133,151.27299,-7.681364,689,7,3.06
NGC3115_S134,151.348508,-7.682946,939,14,3.21
NGC3115_S135,151.326,-7.735496,1123,5,1.46
NGC3115_S136,151.275679,-7.726128,575,8,1.99
NGC3115_S137,151.325404,-7.666935,1033,6,3.26
NGC3115_S138,151.282169,-7.799972,753,10,5.12
NGC3115_S139,151.239022,-7.723396,579,5,4.13
NGC3115_S140,151.37352,-7.650659,732,7,5.63
NGC3115_S141,151.35565,-7.692199,895,8,3.23
NGC3115_S142,151.388183,-7.675435,718,5,5.41
NGC3115_S143,151.29481,-7.726279,610,7,0.92
NGC3115_S144,151.33617,-7.69206,886,5,2.3
NGC3115_S145,151.289215,-7.772296,518,8,3.42
NGC3115_S146,151.286072,-7.702492,433,6,1.63
NGC3115_S147,151.314773,-7.675478,957,8,2.62
NGC3115_S148,151.27727,-7.672374,770,7,3.33
NGC3115_S149,151.32934,-7.739321,925,5,1.77
NGC3115_S150,151.292767,-7.798222,710,12,4.87
NGC2974_S1,145.722042,-3.681611,1875,13,5.1
NGC2974_S2,145.535542,-3.742611,1830,10,6.7
NGC2974_S3,145.5495,-3.721083,1725,7,5.5
NGC2974_S4,145.631792,-3.729361,1879,8,1.86
NGC2974_S5,145.624875,-3.726,1861,6,1.81
NGC2974_S6,145.621417,-3.718472,1644,6,1.55
NGC2974_S7,145.634708,-3.713028,1660,4,0.87
NGC2974_S8,145.64675,-3.689917,1959,11,0.74
NGC2974_S9,145.64,-3.724639,1951,6,1.53
NGC2974_S10,145.672542,-3.697833,1735,28,2.03
NGC2974_S11,145.67375,-3.672028,1935,15,2.66
NGC2974_S12,145.626917,-3.757917,1861,14,3.6
NGC2974_S13,145.65375,-3.709139,1905,13,1.09
NGC2974_S14,145.634625,-3.693889,1899,15,0.39
NGC2974_S15,145.631167,-3.695472,1823,13,0.5
NGC2974_S16,145.616667,-3.702056,1571,16,1.33
NGC2974_S17,145.635542,-3.714278,1856,22,0.93
NGC2974_S18,145.692458,-3.735111,2066,22,3.88
NGC2974_S19,145.618792,-3.678167,1891,27,1.73
NGC2974_S20,145.708542,-3.770944,1971,29,6.01
NGC2974_S21,145.666458,-3.713361,1918,15,1.87
NGC2974_S22,145.60625,-3.679833,1564,15,2.26
NGC2974_S23,145.641167,-3.655306,1801,12,2.63
NGC2974_S24,145.575167,-3.641278,1900,11,5.15
NGC2974_S25,145.648292,-3.709556,1926,7,0.85
NGC2974_S26,145.705625,-3.782444,1973,22,6.41
NGC2768_S1,137.799716,60.014624,1309,6,3.47
NGC2768_S2,137.846768,60.040208,1014,5,1.79
NGC2768_S3,137.949797,60.012023,1088,11,2
NGC2768_S4,137.867672,59.982954,1189,13,3.46
NGC2768_S5,137.829517,60.03306,1266,8,2.31
NGC2768_S6,137.847328,60.066354,1260,13,2.48
NGC2768_S7,137.793094,60.031419,1303,5,3.41
NGC2768_S8,137.698429,60.049859,1379,8,6.27
NGC2768_S9,137.988097,60.043216,1371,7,2.48
NGC2768_S10,137.760775,60.001069,1308,11,4.87
NGC2768_S11,137.912109,59.98711,1566,8,3.01
NGC2768_S12,137.903214,60.071148,1194,5,2.04
NGC2768_S13,138.019203,60.103998,1607,14,5.24
NGC2768_S14,137.976241,60.067069,1411,21,2.76
NGC2768_S15,137.96257,60.048748,1542,9,1.82
NGC2768_S16,137.961582,60.044188,1535,20,1.71
NGC2768_S17,137.95441,60.062911,1138,40,2.11
NGC2768_S18,137.9544,60.101469,1283,31,4.12
NGC2768_S19,137.78292,60.02758,1198,14,3.74
NGC2768_S20,137.774552,59.997801,1444,9,4.6
NGC2768_S21,137.920906,60.026537,984,17,0.78
NGC2768_S22,137.877984,60.024657,1228,30,1.13
NGC2768_S23,137.845147,60.024817,1352,10,1.98
NGC2768_S24,137.830507,60.028445,1282,15,2.33
NGC2768_S25,137.87269,60.035393,1072,19,1.01
NGC2768_S26,138.030397,59.96032,1486,10,5.93
NGC2768_S27,137.989398,59.966563,1493,19,4.92
NGC2768_S28,137.955215,60.025347,1300,11,1.63
NGC2768_S29,137.888544,60.059867,1386,10,1.46
NGC2768_S30,137.797775,60.092672,1335,13,4.65
NGC2768_S31,137.711284,60.075844,1201,13,6.29
NGC2768_S32,137.908718,60.014211,1729,12,1.38
NGC2768_S33,137.929695,60.016261,1166,23,1.44
NGC2768_S34,137.899711,60.018904,1005,9,1.12
NGC2768_S35,137.869161,60.036559,1077,19,1.11
NGC2768_S36,137.848195,60.039838,1363,24,1.75
NGC2768_S37,137.846832,60.050339,1392,33,1.95
NGC2768_S38,137.971573,60.059211,1296,13,2.36
NGC2768_S39,137.94689,60.052176,1534,32,1.51
NGC2768_S40,137.776185,60.045541,1324,13,3.93
NGC2768_S41,137.754421,60.040519,1189,29,4.55
NGC2768_S42,137.600796,60.031093,1386,16,9.16
NGC2768_S43,137.86536,60.022791,1145,44,1.5
NGC2768_S44,137.861788,60.042644,1494,19,1.37
NGC2768_S45,137.914928,60.049559,1581,25,0.78
NGC2768_S46,137.916077,60.049566,1534,16,0.8
NGC2768_S47,137.907468,60.049524,1366,27,0.74
NGC2768_S48,137.857825,60.054655,1407,15,1.79
NGC2768_S49,137.876524,60.044881,1404,12,1
NGC2768_S50,137.90589,60.025793,1347,10,0.69
NGC2768_S51,137.830289,60.051231,1428,12,2.43
NGC2768_S52,137.852392,59.999,1477,13,2.8
NGC2768_S53,138.043997,60.027718,1444,10,4.17
NGC2768_S54,138.01126,59.992037,1469,14,4.15
NGC2768_S55,137.998951,60.017893,1356,17,3.01
NGC2768_S56,137.991348,60.031798,1330,8,2.57
NGC2768_S57,137.985212,60.046889,1419,10,2.44
NGC2768_S58,137.972327,60.036149,1191,13,1.98
NGC2768_S59,137.961346,60.03549,1456,20,1.65
NGC2768_S60,137.955611,60.027491,1231,13,1.59
NGC2768_S61,137.95224,60.034799,1432,12,1.39
NGC2768_S62,137.943758,60.031238,1611,6,1.18
NGC2768_S63,137.937009,60.038727,1457,8,0.93
NGC2768_S64,137.82111,60.054136,1067,11,2.75
NGC2768_S65,137.809624,60.038581,1153,10,2.9
NGC2768_S66,137.796915,60.033663,1328,9,3.28
NGC2768_S67,137.757566,60.01073,1370,10,4.73
NGC2768_S68,137.752815,60.029596,1493,15,4.62
NGC2768_S69,137.784929,60.048725,1185,6,3.7
NGC2768_S70,137.8832,60.027401,1521,16,0.91
NGC2768_S71,137.868627,60.047627,1095,11,1.29
NGC2768_S72,137.911255,60.04928,1414,14,0.74
NGC2768_S73,137.885949,60.053191,1020,10,1.13
NGC2768_S74,137.888658,60.021732,1184,13,1.07
NGC2768_S75,137.876428,60.019745,1505,8,1.38
NGC2768_S76,137.870165,60.032833,1211,42,1.11
NGC2768_S77,137.951551,60.056144,1035,13,1.77
NGC2768_S78,137.945759,60.058894,1214,15,1.76
NGC2768_S79,137.926632,60.167281,1334,18,7.83
NGC2768_S80,137.922279,59.999791,1353,13,2.3
NGC2768_S81,137.868186,59.991617,1387,13,2.96
NGC2768_S82,137.855634,59.971655,1281,21,4.22
NGC2768_S83,137.853143,59.993789,1393,21,3.05
NGC2768_S84,137.84595,59.996357,1072,18,3.05
NGC2768_S85,137.897871,60.041278,1254,33,0.35
NGC2768_S86,137.893408,60.041106,1391,13,0.45
NGC2768_S87,137.90715,60.044614,1151,28,0.44
NGC2768_S88,137.92385,60.030561,1654,23,0.66
NGC2768_S89,137.902313,60.0304,1127,18,0.43
NGC2768_S90,137.913842,60.032808,1420,14,0.35
NGC2768_S91,137.887163,60.038489,1334,26,0.58
NGC2768_S92,137.910838,60.030972,1280,12,0.4
NGC2768_S93,137.886671,60.030369,1200,17,0.72
NGC2768_S94,137.89425,60.032056,1253,23,0.47
NGC2768_S95,137.896667,60.038014,1253,10,0.29
NGC2768_S96,137.911892,60.035408,1373,18,0.2
NGC2768_S97,137.921233,60.032817,1741,11,0.52
NGC2768_S98,137.892975,60.031814,1250,5,0.51
NGC2768_S99,137.879367,60.041983,1214,9,0.85
NGC2768_S100,137.903133,60.027281,1510,11,0.6
NGC2768_S101,137.914433,60.029758,1313,11,0.51
NGC2768_S102,137.904421,60.031297,1588,21,0.36
NGC2768_S103,137.919342,60.035922,1254,23,0.4
NGC2768_S104,137.896617,60.038,1446,31,0.29
NGC2768_S105,137.901096,60.042575,1507,13,0.36
NGC2768_S106,137.838831,60.000606,1442,21,2.98
