14.453681,30.352448
22.836479,-6.868061
24.777204,-7.512603
28.252179,-13.738681
30.062225,31.429383
40.269994,-8.255764
54.624121,-23.027692
54.621179,-35.450742
54.716321,-35.594392
55.0496,-18.580378
63.938429,-55.592361
67.916075,-5.086103
74.234779,-4.865733
113.085358,85.708861
150.058854,-19.636478
167.490221,-37.539172
177.305025,-29.276692
182.025071,65.174133
189.354308,74.191886
195.033738,27.977025
263.88675,60.813386
306.911958,-47.027053
348.031646,-28.539639
350.060517,8.206286
350.177183,8.217064
358.829317,5.915878
344.2942,-36.462221
204.162721,-33.965917
54.016417,-35.441175
56.208154,-21.920497
175.488983,-6.155661
185.073746,75.370964
192.950167,-10.454794
186.863967,12.290356
187.376113,7.99295
2.267917,27.729453
46.134871,42.339264
64.043608,-55.780139
130.908721,50.205539
151.308242,-7.718581
183.078417,29.179294
189.997633,-11.623054
209.236117,37.610417
146.472656,-0.268221
153.202423,43.145546
168.165909,9.055736
175.077042,9.009861
217.863419,3.009107
189.950195,12.973927
18.818876,-1.626105
20.027901,3.41527
20.731415,9.049169
20.850327,9.433469
21.033607,9.551668
21.198778,9.538793
21.220442,9.70324
26.060976,28.705988
27.447035,21.970827
29.80685,18.954695
32.088123,10.99487
36.90609,-1.15628
40.100052,39.063251
42.663387,-1.73404
47.236446,-2.955212
48.202328,-5.224674
49.00312,-2.42737
49.707592,-1.973354
72.071098,-5.427655
124.743111,57.803108
125.681137,22.55304
126.783669,25.970339
132.887192,30.865419
133.894791,58.734409
133.612778,-3.067101
133.902222,-3.183882
133.953415,-3.127507
137.072983,21.443447
137.906265,60.037209
138.101639,35.027424
139.759277,26.269999
141.077286,34.513378
142.394241,62.49062
145.646317,58.851219
145.224609,5.16582
145.638611,-3.699116
148.034119,29.236279
150.216843,55.618935
150.569458,24.711092
153.171692,3.12932
154.603683,21.893978
155.862549,19.898439
155.93309,12.567883
156.826523,28.507435
156.93927,22.84717
159.233459,21.882166
161.926666,13.98564
161.956665,12.58163
162.070404,12.6293
162.722137,13.412142
162.817673,27.974968
163.702591,17.621157
164.006042,57.11697
165.077454,13.901258
166.668549,20.085621
168.856461,47.447147
168.862305,18.110369
169.19426,18.017141
169.227737,18.051809
169.245697,18.148531
169.605316,58.786247
169.650543,57.999924
169.840088,57.757683
170.015808,18.356791
170.070786,2.96417
170.278549,3.234764
170.286621,3.194489
170.631195,39.876972
170.992706,38.562424
171.181793,38.762791
171.61087,57.04829
172.225571,35.413857
174.261765,58.415649
