u,g,r,i,z,ra,dec,flags_r
24.99109,23.42451,22.70084,22.25209,21.73462,177.836363492387,52.872194874465,49539871047417856
20.83754,18.94054,18.1529,17.82801,17.64544,177.652079716938,52.891245769453,4503599895838736
23.83395,22.35665,22.12826,22.19292,21.68269,177.653131890384,52.7447659870967,4503874807267344
24.7563,22.6008,21.93925,21.97919,21.56181,177.95797615375,52.686577623614,6755674587398160
24.85307,24.30237,22.72799,23.74906,22.89141,177.958171433367,52.685563043508,2310346883987406864
24.7431,21.45371,20.00037,18.96408,18.43342,177.652100373492,52.8784837791444,4503874773745664
24.00232,23.9226,22.43693,21.24072,20.42622,177.324564062193,52.8800837877678,4503874916352256
24.99054,23.97581,22.68192,23.48118,22.04462,177.324210488739,52.8720205384621,4503874773712896
23.7744,23.66305,22.81122,22.69946,22.07566,177.091084019541,52.7956786976948,49539596303728640
22.87567,20.84349,19.24244,18.03662,17.35766,177.09260309036,52.8624088362764,4503599895838720
18.02017,16.6003,16.07013,15.88506,15.78474,177.091792120438,52.7317873680366,4503599895838736
24.25859,23.45209,21.87471,21.27296,21.16964,178.147972554565,52.4083227969308,4503874773712896
21.16307,19.22949,18.27717,17.92446,17.72369,178.082642429713,52.4716515698203,4503599895838720
25.50426,23.65132,22.73941,21.91045,21.47764,178.082153799589,52.3902030133213,4503874815688984
17.61154,15.71551,14.94927,20.98812,14.54583,178.146539197377,52.5096692028941,4503599895838736
24.15133,23.58111,21.8966,21.16152,20.76837,178.08389888998,52.5908702617888,4503874807267344
23.81823,21.6979,20.58541,20.05378,19.69555,177.836457391012,52.40400581287,4503874773712896
20.91177,19.78998,19.30912,19.09152,19.08111,177.95594341764,52.35395211751,4503599895838720
22.74382,22.56104,21.83725,21.83624,21.7912,177.324367327416,52.4206272827215,4503874773712896
23.11665,22.58183,22.12795,21.7292,21.4388,177.326978727576,52.3494743744017,4503874773712896
22.50682,21.4685,21.10232,21.00473,21.11231,178.082270067311,52.6469490349707,4503874773712912
22.56715,21.65956,21.17524,21.03908,20.77734,177.957852350827,51.9724134507347,4503874773712896
25.1145,22.95932,21.20942,20.66272,20.31053,177.956471465722,51.9410548969844,4503874782134272
23.7991,24.11594,22.08846,20.73034,19.93347,178.244352543164,51.6604275441934,4503874907930624
24.89559,23.56357,22.32867,20.81176,20.06392,178.243961139258,51.5290777217345,4503599895805952
23.38043,22.85985,22.52303,23.24103,21.71183,178.244863613911,51.5567952905166,4503874916319744
26.35681,25.59696,22.57382,21.95465,21.36285,178.035450046258,51.524761392549,49539871047417856
25.88523,22.59657,21.28169,20.1921,19.62206,178.0830140624,51.6616637634298,4503874773712912
25.11566,23.02857,22.03351,21.80998,21.42417,178.035168881297,51.5302503122169,4503874773712896
18.2884,17.00295,16.49042,16.263,16.17505,178.081355211371,51.6393182088383,4503599895838736
24.87912,22.33488,21.74902,21.17151,21.46189,177.65361206171,51.595421538285,4503874773712896
25.57796,21.40132,19.95726,18.7117,18.00517,177.588020106963,51.48763202045,4503874924740608
18.28468,17.23564,16.85127,16.74154,16.68254,177.471265405856,51.5199486002296,4503599895838736
22.67557,21.96551,20.9803,20.83014,20.79934,177.156799970443,51.5397108119135,4503874773712896
21.9524,20.24183,19.34301,18.97858,18.80745,177.092758968682,51.6017398980103,4503599895838720
21.71459,20.75549,20.41222,20.2928,20.27208,178.148225850933,51.079470499981,4503874773745664
23.95555,24.52822,22.82849,22.46007,21.81009,178.081021088877,51.1165496922817,4503874807267344
24.72443,23.27695,21.71454,20.65615,20.05435,177.836649325751,51.1672811121932,4503874840821832
25.86738,22.01971,20.76541,19.88686,19.39988,177.837995046869,51.2222110920027,4503599895805968
20.22375,19.25243,18.88899,18.75382,18.74913,177.836857798393,51.1188807627247,4503599895838736
23.89236,24.33496,22.58164,22.57533,22.80437,177.655219556926,51.0893288857247,4503874773712896
23.86029,24.10854,22.64026,23.18965,22.28564,177.655170102482,51.1268021821518,4503874807267344
26.37559,23.86386,22.75024,21.50929,20.95139,177.09093855249,51.1376889200759,13510799150546944
22.02328,21.73767,21.80362,21.42335,22.92078,177.153980656698,51.0147258452808,4574243551477777
25.1156,20.82582,19.33819,18.57649,18.18239,177.089612958762,51.0092494057194,4503599962947656
20.45379,18.27262,17.37364,17.01497,16.82407,178.147785144101,52.2933624611666,4503599895838736
23.305,22.64081,22.24328,21.48977,21.5364,177.837797335036,52.1944670179731,4503874907963392
24.6445,22.66268,21.78021,21.29848,21.10167,177.834789811845,52.1729635298369,4503874907930624
23.60066,22.72707,21.22548,20.16358,19.66531,178.032189902163,52.7729096024035,4503874773745664
21.64914,20.42155,19.9586,19.75948,19.80771,178.03324619039,52.0927143160981,4503874773712896
23.95997,23.65377,22.12305,20.08797,19.0174,177.690665586219,52.092896041126,4503599895805952
23.00498,21.95023,20.85768,20.34013,19.95161,177.869793895108,51.3900494596069,4503874773745680
23.12304,22.58475,21.93147,21.85067,20.95248,177.869536974026,51.3703660314251,4503874773712912
16.3867,15.13665,14.7358,14.61711,14.57718,177.147636599443,51.3117751892975,4503599895969808
21.51151,20.27783,19.13109,17.96148,17.29413,178.113150019734,52.7844881460771,4503599895838720
23.44736,20.12318,18.78743,17.98559,17.52655,178.034202567424,52.7779379286258,4503599895838720
24.15686,23.11859,21.64133,21.29999,21.21023,177.431641433203,52.8894520725485,2310346883987406864
23.59409,21.69749,20.32465,19.11683,18.50834,177.429998637526,52.8908971340221,4503874773712912
19.98608,18.96871,18.63947,18.50378,18.5096,177.632694426008,52.7873091825202,4503599895838736
24.65585,23.31286,23.13078,23.59515,22.49765,177.149588149866,52.7499143273662,4503874807267344
23.77273,22.42441,21.83608,21.67784,21.17475,177.148652225224,52.749552699709,4503874773712912
21.24667,20.29885,20.08653,20.0451,20.17166,178.111840913545,52.4472885606967,2310346883987406864
21.84791,20.25348,19.43598,19.08437,18.92232,178.114741771672,52.351678380472,4503599895838736
24.05097,22.2501,20.8829,19.42843,18.65724,178.032201636859,52.3691752885487,4503874807267344
22.50513,19.40334,18.13919,17.5187,17.18141,178.034085116409,52.36845596185,4503599895838736
22.90405,21.86113,21.17494,21.02259,21.07472,178.032225029425,52.4219670648133,4503874773712912
21.46074,20.47964,19.97613,19.78276,19.56988,177.871423631503,52.4124900065369,4503874773712896
24.09916,21.90347,21.19457,20.98122,20.99712,177.556151038879,52.3897346826106,4503599895805952
24.05715,23.53646,22.35918,21.74931,21.0706,177.634257023522,51.571993781147,4503599895805976
23.82338,22.44081,21.02291,19.52326,18.6534,177.868620879934,51.5048388124102,4503599895805952
24.55944,21.74615,21.07476,20.76259,20.71115,177.5577371871,51.4421082454129,4503874782134272
21.30725,18.88802,17.4479,16.19839,15.50728,177.556099854609,51.4488134314364,4503599895838736
21.85242,19.42012,18.05494,17.51806,17.20519,177.238242215023,52.8978292862906,4503599895838736
24.57575,24.19663,23.01546,21.99765,21.45092,177.432500503355,51.5378835437439,4503599937880336
17.75364,15.82167,15.11114,14.81638,14.65607,178.112808609734,51.1511839993654,4503599895838736
20.95682,20.10041,19.7452,19.59697,19.51334,177.692096819764,51.1878821162234,4503874773745664
24.48291,22.30077,20.79113,19.24368,18.40053,177.557128394862,51.0821184480701,4503874773712896
24.20417,23.80786,22.68057,22.92049,21.58743,177.147782498368,51.1040986608765,49539871181635584
25.19193,23.51238,22.73461,22.60521,22.75899,177.002712467939,51.1444277029668,4503599895805952
24.54012,23.10585,22.04496,20.35599,19.50412,177.001930367993,52.5004235527881,4503874773712896
22.16718,20.116,19.00292,18.59416,18.36747,177.868640309026,52.1881604387231,4503599895838720
20.07715,18.33897,17.71094,17.46604,17.31165,177.690347630687,52.9277747409642,4503599895838736
25.43325,22.89013,21.58317,20.15741,19.33329,177.430135689833,52.5584055940114,49539871047417856
18.37661,16.48224,15.73753,15.48628,15.34293,177.149276470145,52.6161478128154,4503599921139712
22.49309,22.69442,22.76826,22.54808,21.72217,178.210076265341,52.2229154207863,4503599895805952
20.83681,18.3636,16.95866,16.08461,15.62243,178.113525309719,52.100580888779,4503599895838720
23.44284,21.61398,20.27831,18.99635,18.27353,177.871520223099,52.2225784627083,4503874773712896
24.27441,23.32574,22.66924,22.76853,22.50351,177.557302946268,52.1513526813084,4503599904194816
23.22472,24.96773,22.82278,22.06269,22.16724,177.523563100935,52.1871728819547,4503874773712920
23.72861,23.34692,22.16413,20.80754,19.92462,177.523505487874,52.0724552631167,4503874773712896
24.24157,24.038,22.6918,23.01947,21.9333,177.429778224524,52.2495503993155,4503874807267344
23.47808,21.48936,19.85927,18.99792,18.48924,177.522492966316,52.2060095200229,4503874773745664
21.70598,21.5974,21.60591,21.45856,21.1403,177.236332717548,52.0629204292676,4503874773712896
23.4098,24.09266,22.63236,21.18083,20.36724,177.003780721408,52.1220872784978,4503874782101504
25.12096,24.33211,22.99243,23.09221,22.42239,177.003065355111,52.1528307988151,4503874807267344
25.09221,23.32262,22.31941,23.01621,22.43625,177.001355476987,52.0724586533323,4503874807267352
23.45835,23.55887,22.40595,23.135,22.27188,178.211711583199,51.7838974786895,49539871047417856
24.92902,24.62069,22.79622,22.31634,21.22842,178.114429866734,51.8739547430897,4503874907947008
24.71335,23.21872,21.60448,20.83996,20.54934,178.210776888056,51.8626271022872,2310346883995828248
23.59645,22.25582,21.75937,21.60678,21.72312,178.209009562827,51.8363216815143,4503874782134288
24.0715,22.95841,22.37112,22.08909,21.92782,178.210415540748,51.7298996835246,4503874773712896
25.29496,22.73579,21.24031,20.05256,19.52803,178.114460682202,51.8147184476,4503599895805976
22.43269,21.64985,21.16069,21.05299,21.78329,178.114838554662,51.857831618814,4503874773880848
23.96388,23.91169,22.27857,21.70678,21.03388,177.555939243584,51.667240701171,4503874773712896
24.95411,24.08923,22.67268,23.06332,22.31348,177.523904207127,51.657669459981,4503874773712896
25.03106,25.21311,22.3426,21.73467,20.83944,177.55712591995,51.8428272932527,4503874773712912
23.67855,22.28373,21.58837,21.22393,20.81143,177.431049537942,51.7106862161239,4503874773712912
24.16684,23.05328,21.8415,21.64336,21.19501,177.237282261106,51.6566101364091,4503874782134272
23.09398,22.1104,21.43514,21.45094,20.90755,177.149062230284,51.8030455998483,4503874840854600
22.07117,19.36544,17.91183,16.86871,16.26419,177.149175225552,51.6894956024864,4503599929393168
23.99025,24.96574,23.41349,21.97059,22.17412,177.147688156159,51.6649298624983,2310346883987406864
24.21199,23.91125,22.69222,22.65721,22.60113,177.002557696059,51.6586749937037,4503599904194816
21.66195,20.92401,20.49729,20.38734,20.15468,177.003058740143,51.6054398717124,4503874773745664
22.61835,20.66444,19.32781,18.67888,18.31463,177.003741344571,51.7780870835899,4503599895838720
23.27672,23.718,22.12853,20.92223,20.19994,177.871217652597,51.4012159348601,4503874907930624
24.11615,25.17815,23.44069,22.28991,22.30666,177.634295390176,52.4853896011518,4503874807267344
23.11799,21.64698,20.14073,19.01709,18.38806,177.870019965511,51.294519876701,4503874773876760
23.75169,23.22711,21.45185,20.1214,19.02106,177.238586668682,51.2549163713816,4503874782134528
23.73452,23.56172,22.73352,22.5317,21.37405,177.238733773236,51.248648340831,4503599895805952
20.79395,18.13527,16.70625,15.34284,14.57416,177.431243457834,51.2551912933977,4503599895838736
23.43804,23.823,22.53862,22.40885,20.97629,177.147231269475,51.1975747278315,4503874907930624
24.34535,23.86821,22.3372,21.39895,20.85744,177.001944007572,51.2848173523095,4503874773712896
25.27167,23.40997,22.07284,21.50205,20.80241,177.001968643108,51.2409259383537,4503874773712896
24.53924,22.93656,22.77927,23.13523,21.37623,177.004158279591,51.3337721764539,49539596177932544
24.63234,21.5944,20.11292,19.30742,18.8105,177.003360134447,51.2597682758527,4503874773745664
22.20142,19.98592,18.49509,17.54655,17.03311,178.114140795421,52.8217394625162,4503599895838720
24.1846,23.77629,22.62998,21.40466,20.29556,177.558954399529,52.8563265290401,4503874773712912
24.31983,21.5744,20.11743,19.20185,18.70214,177.633432778788,52.7700028484241,4503874773712896
23.6849,22.78059,21.96967,21.62819,21.37522,177.558209930912,52.7982426576474,4503599895805952
24.16068,21.47538,19.89828,18.52029,17.82514,177.558794520532,52.7560829228494,4503599895838736
25.03848,24.21689,22.39049,21.83052,21.67647,177.237168433291,52.6788742793681,4503874807267344
23.67718,24.74574,22.83534,22.48846,21.56077,177.150129726519,52.7861890950173,13511074028453888
23.80456,22.16127,20.85255,19.69474,19.15748,178.033673087744,52.3600948118794,4503599962914888
25.28102,25.00918,22.9027,21.55915,20.76052,177.557965557456,52.4863810905897,4503599895805952
23.6803,24.21806,22.70715,21.85475,20.88698,177.689485898914,52.5793916422243,4503874907930624
19.66995,18.55577,18.17129,18.03274,18.00396,177.869998392188,52.6834897917846,4503599895838720
21.83141,19.75379,18.71133,18.26558,17.99467,178.034576004963,52.7076718187558,4503599895838720
24.60928,21.9907,20.47476,18.99084,18.20955,177.430017906737,52.3499800800153,4503874773745680
23.45766,21.35812,19.88965,18.80225,18.28158,177.432422327869,52.3511522908104,4503874773712912
23.80472,23.4868,22.38098,22.18176,21.60982,177.147004041911,52.441690263595,4503874773712896
23.40577,23.5175,22.90836,22.66983,22.91071,177.14852702907,52.272383108659,4503874782101760
25.36972,22.35911,20.73224,19.65257,19.20501,177.237537201498,52.3233233587008,4503874773712896
23.39509,21.96428,20.76546,20.03402,19.68073,177.238082963768,52.3108579800994,4503874773712896
17.44475,16.54765,16.30339,16.18928,16.20451,177.236086678615,52.4194482476863,4503599921004544
24.83584,24.07082,22.97847,22.38695,21.69969,178.209212324341,51.5383575504727,4503600030023680
24.48561,23.16568,22.7476,22.25905,21.84215,177.43537340103,51.5385621952937,4503874807300112
24.35572,23.69704,22.78719,22.16719,22.41593,177.987904300187,51.4618508580909,4503874907930624
24.62296,22.99689,22.62062,23.87863,23.45086,177.142766306319,52.272115215702,2312598683801255960
22.79672,21.74199,21.33068,21.25238,21.78362,177.946118251582,52.4613229712841,4503874773712896
21.15752,20.17113,19.94446,19.86493,19.7202,177.352541050749,51.355974536231,4503874773745664
24.70963,25.07734,22.88528,23.5234,23.22379,177.987130657921,52.2924921721472,4503874807267344
23.22616,22.00228,20.6678,19.5411,18.88606,177.94635943268,51.1167633793903,4503874773712896
22.03878,21.42755,20.98522,20.71441,20.95053,177.986444366693,52.5722868442101,4503874773746176
24.2695,24.65668,22.86851,22.81478,22.29773,178.167170133059,52.6949944504711,4503874807267344
20.35756,19.47967,19.16581,19.03136,19.1014,177.948120814981,52.5942291566819,4503599895838720
22.44304,22.5186,22.52415,21.70742,21.27074,177.711019856022,52.5600975861977,4503874807267344
22.70596,20.2459,19.26684,18.91337,18.72281,177.56598096063,52.5781329181503,4503599895838736
18.86703,17.69765,17.2679,17.13931,17.05532,177.081140811489,52.6399822687981,4503599921004544
24.88843,23.54872,22.2926,21.13882,20.25786,177.987500498328,52.1003392869772,4503874916319232
26.10639,23.97136,22.50891,21.11533,20.31199,177.987297965865,52.1711362625474,49539871047417872
25.01457,24.77684,22.77007,23.18852,22.60654,177.947017812976,52.2064337065484,2310346883995795472
22.43573,20.97752,20.37061,20.16821,19.98326,177.924455328806,52.2760136581521,4503874773712912
23.75619,22.62075,21.29937,20.46963,20.20158,177.882349672037,52.2774795715165,2310346883995963408
23.74962,21.60264,20.87083,20.6366,20.40623,177.435361212302,52.2587634926012,4503874773746192
24.237,21.89517,20.31433,19.07768,18.37311,177.35368294131,52.1925525767154,4503874773745664
22.64348,21.93687,21.55804,21.27494,21.78407,177.081954518787,52.1787340375637,4503874773712920
22.63263,22.27758,22.09742,22.29506,21.10316,177.081406837238,52.1878112502872,4503874773712896
22.81552,22.58372,20.96418,19.79887,19.19777,177.07989349451,52.0879975119605,4503874773712912
24.99503,23.20026,22.2702,21.48983,21.16566,177.081078106506,52.0682735209511,4503874773712912
23.98149,23.03191,22.68847,22.24036,23.0103,177.081308791438,52.1179581353242,2310346883987406864
24.30903,21.16492,19.86852,18.95622,18.48074,177.241184391325,52.1357642476225,4503874807300112
23.4997,23.30473,22.39324,22.78103,22.06672,178.278256716384,51.7842718917327,4503874773745664
17.69841,16.4236,15.9864,15.84861,15.79047,178.278457682639,51.8331959029709,4503599895973904
22.08248,21.70127,21.69008,22.37208,21.97136,177.710510367923,51.823046083179,4573968673570833
23.26915,22.0223,21.95466,21.66303,21.38965,177.711732372185,51.8274132340191,4503599929393168
24.10797,23.56674,22.41947,21.31762,20.61407,177.352869639614,51.8144697245552,4503599895805952
23.60606,23.08653,21.95245,21.60115,20.99046,177.563017424123,51.7046018423619,4503874773712896
22.54501,21.4508,20.66117,20.4374,20.14248,177.434519251954,51.744365474853,4503874773876736
23.96804,22.73199,21.42977,20.87495,20.33982,177.240744914369,51.6980949988155,4503874773712896
24.0576,24.53214,22.59608,23.83754,22.04205,177.3540890282,51.6940283828612,2310346883987408144
24.38475,21.77911,21.15642,20.98529,20.66487,177.239268205717,51.6457831159482,4503874773712912
23.46967,21.78542,21.50359,21.26591,21.27707,177.079996539792,51.6773228363928,4503874782134272
23.5831,23.01726,22.53642,21.82594,22.55411,177.080033554533,51.61855366905,4503874916319488
20.42552,18.74575,18.04051,17.79424,17.58133,177.081782573957,51.7270615368406,4503599921004544
23.27457,22.71165,21.47637,20.67573,20.25335,178.167989235934,51.4122820344288,4503874782134272
23.11858,20.55824,19.10246,17.98855,17.33577,178.277449035923,51.328885185496,4503599895838720
26.07886,23.57771,22.68918,23.11251,22.51677,177.946314295848,51.4224630321199,13511074036842752
24.90603,23.29836,22.5901,22.43118,21.3854,177.947264157641,51.3063344212618,13511074036842752
25.50756,23.74043,22.61118,24.22956,23.00971,177.922453318156,51.4245459816523,4503874907931136
23.62999,21.97247,20.54417,19.62792,19.21017,177.985362866379,51.3347345489084,4503874773746176
24.85114,22.47146,20.88936,20.42301,19.94443,177.985985308356,51.3189264025021,4503874773745664
21.00507,19.04899,18.35682,18.10665,18.02046,177.924184477747,51.2685587631253,4503599895838720
24.84052,24.99427,23.24524,23.20404,22.39575,177.948165151606,51.4127217794954,4503874808348688
24.80099,23.49524,22.63974,22.67782,21.9554,177.88430296741,51.3436705499044,4503599904194560
24.46758,23.98281,22.71477,22.39885,23.63973,177.242369870055,51.2936685746799,4503874782101504
22.75752,22.24845,21.58104,21.1272,20.6293,177.353939754402,51.3123984379792,4503874773712896
22.16589,21.81182,22.06963,22.25367,23.0886,177.241903667462,51.1969880775634,4503874773712896
22.44877,19.90042,18.4528,17.23408,16.59368,177.239840657134,51.2587513734205,4503599895838720
18.04416,16.27299,15.65735,15.46922,15.37867,177.241162991412,51.3664160325716,4503599895838736
25.60732,23.67397,21.55919,20.39032,19.79042,177.1433604211,51.3001576895527,4503874840854600
21.55376,20.93084,20.43709,20.30816,20.17517,177.141510764826,51.3156942657685,4503874773746176
24.72327,23.44175,21.9686,20.17526,19.35067,178.167806576474,52.776521003881,4503874916319248
24.86678,24.62599,22.92884,22.40742,22.33043,177.985332537166,52.8748162480566,4503874773712896
23.14412,23.41789,22.91594,23.26755,23.15773,177.987598399959,52.7631233156943,4503874907930624
24.12842,23.6448,23.02321,22.39583,21.95628,177.947172572634,52.8313075602177,4503874807267352
25.18925,21.8382,20.40696,19.51402,19.10921,177.946040842351,52.8321004108435,4503874773712912
23.8683,23.2219,22.7624,22.78061,22.07678,177.945771126402,52.7960960398729,4503874807267344
24.54977,21.52262,20.14621,19.38591,18.89611,177.922939174501,52.7298448517717,4503874773712912
22.28988,22.64735,22.18417,22.03485,21.82689,177.709552819817,52.7758657475403,4503874840821832
24.1594,24.60257,22.89647,21.90355,21.10205,177.710203452381,52.9024297465443,4503874807267344
24.06939,25.54149,22.98617,23.96841,23.00778,177.564559885664,52.7698020668835,4503874916319232
25.90718,24.26151,22.39145,21.14454,20.0023,177.565814816688,52.7343494161815,4503600030023680
25.72766,21.98174,20.48908,19.28385,18.58347,177.435247311424,52.814813940272,4503874773745664
24.13844,23.84602,22.49725,21.5895,21.44558,177.239460141349,52.7805480229683,4503874975039560
24.17923,23.63476,21.79848,20.68857,19.94402,177.242319296011,52.7194278483674,4503874782101504
22.9628,22.22893,21.23664,20.69626,20.4579,177.35333138391,52.7647351775041,4503874773712896
24.65022,23.44065,22.43307,21.91888,22.61771,177.082621606639,52.7640560741079,4503874773712896
23.38031,22.06684,20.61227,19.92717,19.44561,177.08102463239,52.7737041157937,4503874773712896
23.48109,23.12851,22.17878,21.85427,21.33117,177.082629494788,52.741535021341,4503874782101760
23.7108,23.94594,22.35853,21.1762,20.69852,177.987575951429,52.4926771723461,76561193942155264
24.17566,22.58107,21.43734,19.77347,18.89402,178.166804313712,52.4800911054243,4503874773712896
22.56619,19.98042,18.50179,17.3165,16.66649,178.166686774439,52.418491813758,2310346609109532688
25.46799,23.85598,22.87362,23.10444,23.1328,177.924643208102,52.304656842569,4503874916319488
24.8612,23.81874,22.46539,22.11309,22.40434,177.947139840806,52.3983076247294,4503874807398416
23.75275,22.68062,22.3525,22.41941,22.11208,177.884437734703,52.4106804709931,4503874807267344
24.8129,24.15111,22.71532,22.24797,21.29333,177.564585134811,52.3852745943159,4503874807267344
23.46571,20.96809,19.95345,19.53478,19.27757,177.353047399101,52.2736992610676,4503874773712912
21.60429,20.83568,20.59235,20.39676,20.42939,177.434813259495,52.343241231778,4503874773712912
24.59725,22.25292,20.71398,19.28045,18.48621,177.140239537722,52.3884911649739,4503874773745664
23.00566,20.77854,19.83267,19.52471,19.52048,177.081371536082,52.3487039271066,4503874773712896
25.17652,23.79532,22.87212,22.70343,22.61462,177.081309133908,52.4090822379569,4503874807267344
25.3422,23.51914,22.29045,20.7978,19.70391,177.882269306193,52.0752720099132,4503874773712912
24.78668,23.55522,22.37809,22.22709,21.57293,177.986770051776,52.0757501773368,4503874807267344
22.5695,22.28218,22.25714,22.34018,21.66159,177.985767486686,51.9816909157271,4503874907930624
24.62882,23.81926,22.49832,20.82357,20.08018,178.279154067034,51.5796510865673,4503874916319232
24.70872,21.86302,20.43437,19.01937,18.31594,178.166321463584,51.5466919847953,4503599895838736
17.8121,16.69519,16.29212,16.13009,16.12196,178.277851708277,51.5724980179227,4503599895969808
24.11596,23.64324,22.71178,22.45033,21.8039,177.946041866861,51.6103400342385,4503600038445056
23.22347,23.59789,22.00914,20.79741,20.36421,177.947968621092,51.500999796024,4503874773712896
25.45415,23.76011,22.83896,23.5521,22.20925,177.947312700583,51.4590139142411,4503599895805952
25.76885,23.73383,21.95574,21.22163,20.5251,177.924922442274,51.4532574961109,4503874773745664
23.96609,21.41583,20.50695,20.19605,19.99808,177.924364622804,51.6273846172156,4503874773745680
25.05716,25.5604,22.33369,20.93261,19.84312,177.77542690342,51.3643210733518,4503874807267344
24.54272,23.21004,21.68114,20.45002,19.82098,177.775879994545,52.1153227890168,4503874773712896
24.04983,23.90898,22.71627,22.64238,22.66475,177.626663497602,52.6013291588564,4503874907930624
19.11289,17.2801,16.63974,16.43121,16.31921,177.389302301551,51.0193280115179,4503599895973904
24.77835,22.81335,21.52185,21.00739,20.3854,177.165076765676,51.146490240872,4503874773712896
22.03076,22.23901,22.19905,22.25645,21.54117,177.775849077845,52.5473644545635,4503874815688720
