u,g,r,i,z,ra,dec,flags_r
22.62979,20.52786,19.14576,18.33669,17.84595,177.775226119553,52.5457619215696,4503599895805968
21.36419,20.21876,20.26953,20.37038,20.16309,177.853364391276,52.6423634860391,4503874773712896
20.30275,19.80808,20.01327,20.25854,20.49393,177.774591806008,52.6659832918307,4503874773745664
21.29531,19.52305,18.75891,18.45504,18.31476,178.106992185005,52.6008943321705,4503599895838720
16.6185,15.28831,14.82079,14.93309,14.62876,177.492534179012,52.5925334104562,4503599988244552
24.28501,22.64306,21.92426,21.7342,22.03406,177.165807567244,52.5258213053959,4503599929360400
20.9471,19.01438,18.25746,17.96996,17.81074,177.164531026972,52.5017494286452,4503599895838720
17.87759,16.89044,16.5092,16.36192,16.29642,177.042976528601,52.5011997195208,4503599962947656
25.41397,24.15764,22.7801,21.57981,21.2621,178.064150518833,52.2807354705858,49539871047417856
23.39945,22.34291,22.36111,23.04848,21.96049,178.105199112456,52.2807534061419,2312598683801092120
24.13896,23.10836,22.07001,21.75071,21.63447,178.107375393923,52.1230229242513,4503599895805952
24.57644,22.21386,21.51885,21.27189,21.12883,178.062915442967,52.2922577287598,4503874773712896
24.11586,22.75448,21.33389,19.99035,19.31332,178.064223678913,52.093527408972,4503874773712896
24.53334,21.26596,19.89644,18.84575,18.25162,178.106021639223,52.2629692381413,4503874840854600
24.45818,23.8928,22.8127,22.75365,22.27931,178.108103109635,52.1994582222409,4503874807267352
25.46308,22.74983,22.57184,21.73581,22.60491,177.852430141652,52.2288347535737,4503874773712896
24.58179,22.73396,21.31883,19.3804,18.45591,177.625756156018,52.2412182193384,4503874773745680
21.63254,20.59046,20.24935,20.08626,20.09718,177.491783566776,52.2120980878605,4503874773745664
23.9169,22.28992,22.06669,21.69614,22.14606,177.165149302924,52.1932258580671,4503874773712896
24.33722,22.39497,20.89737,19.27335,18.5177,177.163872941528,52.134809002239,4503874773712896
24.54075,23.04254,22.39966,22.37014,21.30713,177.044741117367,52.1656797268701,4503600030023680
23.93085,21.17184,19.76603,18.58352,17.89063,177.045346276713,52.1422002317636,4503599895838720
15.99335,14.85224,14.47556,14.35863,14.34959,177.042580337259,52.1858557529189,4503599895838736
22.87432,22.34493,21.5913,21.39023,21.45394,177.043739967986,52.0763219135692,4503874773712896
20.78926,19.92124,19.64758,19.41006,19.57216,178.380377372569,51.8952341555065,4503599895838720
19.9897,17.42644,16.21018,15.76759,15.49867,178.381384558069,51.8376577161716,4503599895838720
20.46182,19.55872,19.32559,19.21844,19.11575,178.386815690862,51.7428506450416,4503599895838720
18.91319,17.55107,17.02269,16.856,16.76106,178.387146875688,51.8323615664033,4503599971336264
25.75545,24.03465,22.4438,21.07465,20.18698,178.105828202587,51.7245963294286,4503874916352000
25.74244,23.49709,21.61792,20.94071,20.37022,178.063479491981,51.7095530633865,4503874773712896
22.31438,20.66957,19.98926,19.73602,19.55171,178.063536557886,51.852909267195,4503874773712896
21.02419,20.06598,19.61923,19.45237,19.2033,178.394817587148,51.5836006935336,4503874773712896
22.67614,20.34766,18.83302,18.0807,17.61962,177.776008563563,51.8505057606182,4503599962947656
24.29711,22.3279,21.88293,21.66215,21.86477,177.680572039765,51.8224350939081,4503599929393168
19.02479,17.88831,17.42965,17.29471,17.2552,177.682469127051,51.7976571686449,4503599895838720
22.65366,21.92474,20.56508,19.46096,18.77882,177.491124511553,51.6970374702056,4503874782265360
25.25229,22.94474,21.93282,20.24711,19.30493,177.492827261654,51.6526706662011,4503874840821832
24.32676,23.00206,22.65704,22.28889,21.60542,177.390388930379,51.8054070063037,4503874773712896
25.0621,22.74726,22.03636,21.77331,22.09637,177.391261335575,51.8011386957778,4503874773745664
22.985,23.34994,22.5998,21.89673,22.4131,177.166791282499,51.6611489095361,49539871181635584
18.17221,15.93725,15.06687,14.81734,14.66531,177.164131150316,51.7375485972798,4503599895838736
24.48278,23.67097,22.74121,22.70815,22.66133,177.043415864354,51.8061661243809,4503874782101504
21.56936,20.57184,20.27849,20.08697,20.06572,178.380477822194,51.3829754567975,4503874773745664
22.97579,20.84718,19.36203,18.0529,17.36938,178.379482043933,51.3666868871974,4503599895838720
22.76268,21.82291,20.98121,20.50709,20.24154,178.105049250891,51.3666202644282,4503874773712896
22.91223,25.28026,22.47649,22.66778,21.80365,177.776508292744,51.3503387979598,4503874782101504
23.9386,22.68165,21.55322,20.68121,20.21493,177.775029456978,51.3186905777048,4503874907963392
20.08138,18.03993,17.23493,16.96232,16.78506,177.854330957801,51.3755320699804,4503599895838720
20.4071,19.94106,19.98758,19.92624,19.9201,177.851654704104,51.3630673828967,4503874773745664
19.79348,18.82533,18.55849,18.46009,18.45308,177.775597317153,51.3249593999476,4503599895838736
19.04112,17.94024,17.54906,17.40928,17.38434,177.680772679255,51.2683481377875,4503599895838720
21.21072,20.43418,20.15804,20.0092,20.06888,177.166339112979,51.372908833353,4503874773712912
21.26999,18.83222,17.42749,16.19326,15.52171,177.043819495712,51.3415725624013,4503599895838720
20.16971,18.14725,17.30675,17.02145,16.85454,177.04368727944,51.3252635096424,4503599895838736
23.51163,24.09002,23.05097,24.53576,22.46826,178.389757303829,52.7942485606987,4503874907930624
23.17558,20.64659,19.17781,18.10128,17.54162,178.3804728432,52.7594635151326,4503599904227328
24.56262,23.43244,21.93142,20.8625,20.52067,178.104735397263,52.8883849121158,4503874773713408
23.09241,23.02728,22.6512,22.30409,22.04851,178.061216347605,52.8226404487735,4503874907930624
26.11772,23.62946,21.95985,21.36189,21.14988,177.773898112563,52.8487215231847,4503874773712896
24.14332,23.49964,22.46153,21.37691,21.02194,177.680980399893,52.8613137891112,4503600038412544
23.85566,23.8779,22.00436,20.74464,20.27722,177.493035607633,52.7604716508228,4503874773712896
24.28851,23.29171,22.59786,22.04363,21.641,177.625723080942,52.7447428078248,4503599895805952
24.67656,21.37523,20.10251,19.21243,18.7415,177.490844495389,52.8164189359771,4503874773745664
23.50369,21.72701,20.29194,18.85287,18.19782,177.491863687469,52.8333554673903,4503874773745664
23.30892,23.7143,22.79906,23.01746,21.63835,177.163699738835,52.8620980780763,4503874773712896
24.07723,21.97241,20.42238,19.5355,19.14744,177.044431323371,52.6913225781595,4503874773745680
20.35622,17.84785,16.74852,16.3532,16.14177,177.1640076033,52.7104929148578,4503599895838736
24.78241,24.07273,23.00448,23.64065,23.05608,177.044351008397,52.8464304217816,4503874807300112
24.25074,24.36884,22.89314,23.16118,22.27756,177.04362746989,52.7064136111807,49539871089361168
20.10373,19.72266,19.52067,19.50098,19.43814,177.0448607528,52.7026440089871,4503599929393168
24.32967,22.62957,21.21517,19.69552,18.92342,178.39989659355,51.7027271328795,4503874782134288
24.39192,23.1007,22.66189,22.9646,22.08766,178.106780627441,52.4804659791594,4503874773712896
20.57439,19.2412,18.71409,18.49648,18.38941,178.404030557624,51.7863977659273,4503599895838720
24.12768,22.46619,20.95088,19.70119,19.04671,178.062912138589,52.3933273367189,2310346883987406864
19.97905,18.92163,18.43185,18.20437,18.1041,178.063533282214,52.5060615579122,4503599895838720
25.52004,22.76406,22.06395,21.82577,21.06011,177.85282555866,52.4602803528687,4503599895805952
23.45474,22.43963,20.98952,19.6081,18.81685,177.774388959912,52.3357908662504,4503874773712896
21.05333,18.71394,17.71616,17.30311,17.06892,177.853005778114,52.4841348939316,4503599895838720
25.29344,22.23443,20.86771,19.91498,19.33228,177.388437708124,52.3803560138188,4503874773712896
18.89083,17.88304,17.55225,17.4455,17.40182,177.682129464877,51.8737327985953,4503599904227840
24.93562,22.7373,21.28991,20.09495,19.55145,177.042415345771,51.8698435662827,4503874773745664
24.51692,23.47965,22.4941,22.24762,22.26066,177.045231639378,51.977348089772,4503874807267344
23.32336,23.41894,23.07394,22.39185,23.23685,178.383864752966,51.5648913691272,4503874807267344
24.73967,23.36943,20.35269,19.01834,18.5793,178.388671045959,51.6241877896302,4503599929393168
15.65182,14.57246,14.23573,14.11721,14.12415,178.387714234423,51.6178134061825,4503599929393168
18.7506,16.5885,15.80558,15.56878,15.46134,178.382436816788,51.4837184969047,4503599895838720
23.01954,21.97303,21.50155,21.4348,21.86693,178.105937214821,51.5766398557584,4503874773843984
21.81241,21.41126,21.0607,20.97032,21.14658,178.107393896022,51.4896445149661,4503874773745664
22.88111,20.84897,19.53468,18.79942,18.4424,178.061514797072,51.588934602423,4503599895838720
25.16353,23.68567,22.58599,22.06118,23.07261,177.679906164052,51.4759227054663,4503874782101760
24.03264,22.95596,21.90865,21.74917,20.58038,177.77684161101,51.6293900128246,4503874773712896
24.40355,22.54467,22.35713,22.03318,21.28309,177.559478658738,52.3695922128605,4503874773746944
23.99528,22.93542,21.38538,20.19915,19.43356,178.213113663894,52.3553367117986,4503874773745664
23.54098,23.20324,22.91488,24.21017,21.99484,177.560571459028,52.8768498554713,4503599929360400
22.13078,19.66989,18.27283,17.42293,16.97519,178.011393111787,52.8591201196458,4503599921004544
21.59636,20.18984,19.69367,19.43776,19.4051,178.099274354932,52.9033417891377,4503874840821832
22.26514,21.20047,20.85565,20.94441,20.89477,177.132935333674,51.6266536154415,4503874773843984
25.57662,23.25205,22.72808,22.39972,22.19551,177.133058885141,52.0841924830593,49539871181668352
20.17659,18.70447,18.10807,17.88038,17.75995,177.360393511265,51.097751490802,4503599895969808
16.73643,15.39603,14.95237,14.81397,14.77582,177.359802030159,51.0526723285058,4503599929524240
19.88344,19.81418,19.80779,19.60416,19.46258,178.118495450471,52.5928730259195,2310346883987406864
20.66246,18.11724,16.7026,15.71723,15.19277,178.120915721659,52.5276309395921,4503599962947656
20.35016,17.76965,16.38548,15.76172,15.42644,178.011752065181,52.5620575081411,4503599895838720
24.53078,24.08151,22.5193,21.80623,21.51321,177.694819755023,52.1377071930126,4503874773712896
24.77779,24.08173,22.79741,21.61494,21.73225,177.692895799923,52.1199079267896,4503600038412288
22.08539,22.4827,22.2289,21.82767,21.14891,177.35845654164,52.1273242898381,4503874773712896
24.00657,22.74042,21.86129,21.77679,22.1366,177.131309304338,51.7493520470109,4503874773712896
24.35689,23.39502,22.80369,23.32497,22.30216,177.09847107079,51.7126107637451,4503599904194560
24.19796,22.69605,21.9495,21.70531,21.44672,177.695460436047,51.3562441881272,4503874907930624
24.64478,22.55197,21.37777,21.29092,20.85952,177.695832552649,51.3261163496214,4503874773712896
24.10974,22.67973,22.20559,21.78573,21.74581,178.571382305363,52.9599780253607,6755674587398160
19.29585,19.08887,18.89743,18.78476,18.57594,178.099810863622,52.7741883079155,4503599895838720
24.42885,25.12094,23.00333,24.37045,22.93228,177.09838280901,52.7353451544703,4503600030023680
23.02642,23.98999,23.05532,23.99483,21.80076,178.009580515878,52.3539227164139,4503874815655960
23.91957,20.64944,19.36589,18.80976,18.55003,178.010009131665,52.3521734093716,2310346609109499920
25.99627,23.12015,21.58253,20.24744,19.41926,177.292386106997,52.4100496038995,4503874773712896
21.48187,21.20725,21.02457,20.89995,20.43088,177.696008117488,51.5647453736865,4503874782134272
20.8856,18.67812,17.79677,17.46849,17.27868,177.874642885171,51.5118062523521,4503599895838720
25.10203,23.40516,22.24696,21.48473,20.6356,177.420464597497,51.4307281857592,4503874807267344
16.61494,15.10991,14.61088,14.42248,14.34483,178.009451641395,51.0819252031024,4503599895838720
18.94185,16.41191,15.25932,14.82232,14.58329,177.872007693641,51.0530727522337,4503599895838736
24.81439,23.8506,22.80562,22.18799,22.45597,177.692958713263,51.1569398839095,4503600030023680
24.43462,23.23983,22.74734,22.3928,21.71215,177.292834999831,51.0834810060898,4503874807300112
24.49633,25.54662,22.20603,23.97987,23.45805,177.360561887398,51.0341453464284,4503599929360400
24.83687,23.00682,22.04086,21.46977,21.91814,177.09843796067,51.1032708033933,4503874807300112
24.15743,24.06761,22.18857,21.05704,20.50245,177.098060977163,51.1026673078869,4503599929360400
23.90366,22.95633,21.63243,21.31924,22.16958,177.420026081215,52.5500661935647,4503874773712896
25.44086,22.08669,20.6523,19.85924,19.44633,177.360974424883,52.6190126957578,4503874773745680
21.20516,20.25625,19.90584,19.77187,19.57406,177.421241349004,52.6151442897491,4503599895805968
22.92005,19.51765,18.04566,17.21678,16.7159,177.131905793405,52.6045617070198,4503599921004544
23.73038,23.60608,21.9664,21.68571,21.09488,178.119336117927,52.286045848338,4503599895805952
24.55818,24.03681,23.19134,24.36324,22.45245,178.121382138191,52.2392316885754,2310346609109499920
23.36968,21.51412,20.11184,18.95894,18.37186,178.011119436443,52.2397483444303,4503874773712896
20.15015,18.40395,17.70674,17.43746,17.29654,178.211852043702,52.2157482722087,4503599895838736
23.87708,23.58141,22.32163,22.08936,21.41199,178.010665154444,52.2142016067596,4503874773712896
24.55181,23.12901,21.98291,20.60659,20.09868,178.00958510341,52.1548114511868,4503874807267344
24.08808,23.51277,22.56037,22.8406,22.00326,177.562685693095,52.0793994731276,4503599904195072
25.3001,23.75707,21.76155,19.88381,18.87397,177.359580426072,52.2060199798136,4503874773712912
21.73134,20.7615,20.41887,20.21364,20.0532,177.421666962097,52.1035184936253,4503874773745664
22.05249,20.94921,20.70613,20.63104,20.84815,177.422511075191,52.0683270077391,4503874773712896
23.9001,21.27197,19.64885,18.50421,17.87553,177.293130082439,52.183893872188,4503599895838720
24.31964,20.94862,19.44224,18.67318,18.2779,177.098356844624,52.043059687722,4503599895969792
23.85219,23.45786,22.31395,21.61412,20.90366,178.213178676063,51.8647477971963,4503874773712896
25.34675,24.14337,22.57415,21.84725,20.61514,178.099883060503,51.7925518403535,4503600097132617
24.53852,23.19036,21.5949,20.31693,19.45764,178.21245616403,51.7128307855363,4503874773745664
20.7667,18.84413,18.00383,17.71312,17.58095,178.121033647529,51.8174189399323,4503599895838736
18.82879,17.11571,16.4859,16.29989,16.18579,178.214057665141,51.69996200513,4503599895838720
16.95356,15.15553,14.47782,14.24144,14.07513,178.100158729508,51.7740857525672,4503599895969808
23.35954,23.27519,22.80293,22.873,22.93487,178.011554651404,51.6932176085596,4503874907930624
25.0165,24.09701,22.26,22.16641,21.80524,177.560725725208,51.822890717119,6755674620952592
25.41363,22.90684,21.49609,20.13366,19.35885,177.562456442757,51.6899439770845,4503874773712896
23.2653,23.34199,22.52978,22.09714,21.6863,177.35992344201,51.6627004270241,4503874782101760
25.26742,23.24631,21.86271,20.69942,19.97073,177.358706587734,51.683803268186,4503874773712896
24.08543,22.96582,21.53264,20.11348,19.18626,177.358885024008,51.6478709121858,4503874782134272
23.08434,21.0316,20.1664,19.77768,19.53341,177.360570233745,51.6286172574843,4503874773712912
22.61243,20.39029,18.99999,18.08063,17.49449,177.29010534152,51.7629386186454,4503599921004544
20.9831,20.05059,19.87324,19.76385,19.61617,177.130474921387,51.8146372143336,4503874773745664
21.7551,19.31829,17.75949,16.79182,16.18283,177.132852383393,51.6606762060804,4503599895838736
17.8808,15.46057,14.37928,13.9968,13.72367,177.293176994148,51.7263760856076,4503599895973904
24.27479,23.55054,22.76185,24.42027,22.04442,177.098220865964,51.8060791208977,4503874782101760
24.88596,24.40489,22.05289,21.14126,20.4476,177.130372985671,51.6183317170732,4503874916319232
19.95028,18.76299,18.21232,17.99165,17.81636,177.099405890505,51.6526494285831,4503599895969808
18.88687,17.31972,16.70399,16.46906,16.5762,177.098502282015,51.7487650256734,4503599895973904
18.03391,16.74365,16.24266,16.08653,15.99237,177.097839093275,51.7467312253477,4503599895838736
25.80124,23.63974,22.12281,21.47699,20.70345,178.098684867097,51.2914070119723,4503874773712896
25.09862,23.12762,22.20819,22.00898,21.82433,178.098601023011,51.2697565634849,4503874773712896
24.45143,23.49948,21.54669,20.32761,19.65805,178.009498576919,51.4348053018416,4503874773712896
24.18342,22.7939,21.50392,19.91525,19.0913,178.121602604066,51.2748445557515,4503874773712896
23.63587,21.61853,20.73615,20.51016,20.06728,178.098183728197,51.4124438747207,4503874773712896
23.08724,21.69523,21.25891,20.9855,20.8518,178.098751696181,51.2752727924978,4503874773712896
24.68256,21.61743,20.03131,18.59435,17.84948,178.118814510309,51.4040931319526,4503874773712896
24.39498,21.45769,19.96661,18.75606,18.19873,178.099457240123,51.3187242604831,4503874773848080
22.65154,21.33821,21.00381,20.741,20.58204,177.874066725123,51.2604791446109,4503874773745664
22.602,20.87736,20.17459,19.86649,19.75141,177.873405546398,51.2474325969285,4503874773745664
24.78912,23.03944,21.71187,20.35184,19.55901,177.41938485267,51.318823079394,4503874773712896
24.73816,22.58646,21.51834,20.41072,19.90368,177.358886220974,51.2461960879377,4503874773746944
22.35054,19.64821,18.26937,17.54751,17.12612,177.292046805879,51.2840888393873,4503599895838720
24.50167,21.20115,19.63403,18.78333,18.3572,177.359259961518,51.3925356106417,4503599895838736
18.22811,17.13105,16.74591,16.59822,16.5124,177.359423947006,51.3932787298537,4503599895838736
22.66344,22.14946,22.09191,21.49084,20.70879,177.361064045978,51.2910652500603,4573968673538065
23.74214,24.23949,22.38242,21.6358,21.27856,177.130447511382,51.3549224343473,4503874782101504
25.05739,23.29529,22.4299,22.03554,21.29189,177.132896777638,51.2423893763104,4503874907964672
24.45218,23.94544,22.34638,22.15628,21.38647,178.571427112925,52.8330621671834,4503874773712896
25.05078,24.09199,22.47019,22.03375,21.05367,177.692988878129,52.9407992258594,4503874773712896
23.57556,21.09106,19.64175,18.67715,18.19501,178.211960606647,52.9358089143771,4503599895838720
25.55915,23.90697,22.79008,22.42243,22.20667,178.120533054686,52.745153283196,4503874907930624
24.53826,24.18402,22.92551,21.49266,20.85931,178.09959957281,52.8611031440839,2310346609117888528
24.0837,24.52058,22.12799,21.79446,21.17575,178.598382340143,52.7980438516356,2310346883995795472
22.03849,20.92381,20.17837,19.92519,19.80099,177.857031096744,51.0827264048505,4503874773745664
23.95503,22.07533,21.73794,21.68542,21.33875,177.778544283475,51.0676505933547,4503874815688728
23.7716,22.32112,21.4297,21.01738,20.67405,177.777883851797,51.5212056285971,4503599895838720
25.01723,21.11065,19.60452,18.43803,17.83268,177.778828579311,52.5155455753326,4503599929393168
25.12343,21.98203,20.54768,19.1184,18.33141,177.077649540601,52.4627441261959,4503874773712896
19.5799,17.86586,17.20178,16.92658,16.767,177.175915434184,52.4982942574527,4503599895973888
18.95449,17.88222,17.46982,17.32588,17.25588,177.079130399341,52.4581407208103,4503599895838720
25.31917,24.02595,22.72435,22.5552,22.55356,178.07244653956,52.2231344289948,4503874907930624
17.53329,16.55377,16.28009,16.15585,16.13283,178.071319612052,52.265958136137,4503599895838720
19.1039,17.50159,16.87683,16.63823,16.52142,177.854961828435,52.1785208575124,4503599895838720
22.80823,20.76174,19.41072,18.13754,17.49374,177.079560886814,52.1188093249419,4503599895838744
23.63781,24.61589,22.50412,22.60924,21.83466,178.071105699952,51.8652918633872,4503599895805952
20.89217,19.89841,19.60512,19.4739,19.34904,177.688269522944,51.8370089847963,4503599895838736
23.31463,23.69683,22.49555,21.53228,21.0871,177.176538515751,51.7708633708802,4503599904195072
25.37025,23.15984,21.8894,21.18496,20.72372,177.333144363928,51.7438848679351,4503874773746944
