u,g,r,i,z,ra,dec,flags_r
25.41986,23.22754,21.65689,20.4258,19.84308,177.09065474523,52.068110693751,6755674595950864
23.0063,22.39664,21.59935,20.70997,20.39841,177.299139203329,52.2049264288289,4503874782134784
22.32807,21.29,20.98241,20.74347,21.17613,177.412185867217,52.1354537454092,4503874773712896
22.04005,20.6076,19.82749,19.59473,19.24142,177.092025741632,52.4695191877495,6755674587430928
25.32581,22.13941,21.88457,21.65538,22.82741,177.09280395635,52.4682155458788,2355382880269533200
24.96612,23.28818,22.61296,23.31126,23.27493,177.090427328045,52.6402616051526,4503599895805952
20.91024,20.2389,19.79679,19.33906,19.01308,177.409678250004,52.5906635415008,4503874773745680
24.46314,22.01976,20.64553,20.26682,21.91156,177.297170509504,52.5366248453894,2312598683801124880
22.55932,22.81694,21.76193,21.3528,20.58714,177.132893337618,51.0551307783966,4503874773712896
23.55761,22.84242,21.65134,21.01889,20.51581,177.349782430213,51.1663339328453,6755674620952592
26.76744,24.23906,21.49233,20.73241,19.89791,177.239499042507,51.1030815706484,4503874916352016
23.0364,22.65883,21.80635,21.63442,21.57698,177.348140531679,51.0886385061649,4503874773882136
23.09912,23.44527,21.59975,21.1756,22.08639,177.455964082414,51.0303799994585,2310346883987406864
22.98841,21.75697,20.76077,20.38581,20.03811,177.456950077267,51.0457041702737,4503874782134272
21.60739,22.05626,21.4794,21.73305,21.03613,177.456877564405,51.0611119158688,4503874773712896
24.63251,22.76135,21.48979,20.46097,20.16904,177.457304532138,51.1093540975852,4503874773712896
23.17693,22.04403,21.31598,20.93375,20.62079,177.456649286063,51.1235897243102,4503874773745664
25.79265,22.8817,21.65206,22.05188,21.05587,177.240820377321,51.1140812357759,6755674595819536
23.18738,22.83842,21.67516,21.19517,21.22243,177.239825858042,51.1183124958682,4503874782101504
23.24521,23.23124,22.16863,21.02423,20.38807,177.348709552545,51.0856904854641,4503874773712896
22.12593,21.86392,21.61093,21.35464,22.2283,177.018368218711,51.464364514258,2310346883987406872
23.26627,22.73648,22.21484,21.99518,21.51598,177.018814235729,51.4425884114514,4503874773712896
22.91486,22.07366,21.02362,20.59453,20.87902,177.020246014137,51.5995323830002,4503874773745664
23.22117,23.15091,22.16509,22.40952,22.15202,177.018238436222,51.5683621014966,4503874773712896
24.33025,23.61034,21.89079,21.35595,21.18386,177.132663559221,51.419471720223,4503874773712896
21.84355,21.86344,21.56557,21.22796,22.1137,177.240752856323,51.549273632586,4503874773712912
24.61667,22.89476,21.24646,21.09882,21.65215,177.241294920636,51.5499506074129,2312598683801092112
22.32782,20.63366,19.75667,19.31691,18.96979,177.242214079443,51.5444469421491,4503874773745664
23.49026,23.5453,22.62717,23.45003,22.97213,177.240948721422,51.4291182791021,4503874916344064
25.49302,24.77728,22.65156,22.961,22.11774,177.241906002891,51.5003109396002,4503874907930624
24.62419,22.87759,21.86438,21.67929,21.14029,177.242498060387,51.5096462407813,4503874782101760
24.88735,23.5574,22.22289,21.75856,21.22134,177.348233467267,51.4189476387104,4503874773712896
20.92845,19.08468,17.98426,17.55514,17.19661,177.457421522736,51.4277442150977,4503874773745664
23.28263,22.12353,20.89472,20.75692,20.31527,177.455903737555,51.4572400495565,4503874773745664
23.26361,23.10177,22.17019,22.42284,21.54556,177.456408253658,51.5451986512566,4503874782134528
22.72601,22.85873,22.11082,21.88075,21.47178,177.018382405748,51.9752812692586,4503874773712896
23.24728,21.79172,21.1223,21.0026,20.6075,177.133184391448,51.8841308727666,2312598683801124880
22.90241,23.03814,22.41861,22.10803,21.88668,177.350983785482,51.9569161206824,6755674620985360
20.03148,18.9514,18.47761,18.214,18.0249,177.458734813429,51.9049350072598,6755674587430928
22.42629,21.34598,20.11741,19.58564,19.23808,177.348137490704,51.8592631816117,4503874840821832
23.49049,22.2976,21.31962,20.83651,20.44133,177.45868127388,52.0474407874343,4503874773712896
22.88583,23.19258,22.97685,22.3282,21.90371,177.131691843721,52.3081070954904,4503874815656216
23.34492,21.28839,19.7525,19.16912,18.93499,177.019472934831,52.4349940429611,4503874773745664
24.58739,24.04619,22.39633,22.32948,21.90348,177.132126772919,52.4373358438601,4503874782134528
22.85952,23.1149,21.70235,21.26847,21.47599,177.239918472169,52.3213320034085,4503874773712896
24.38908,22.75776,22.34953,21.76308,22.35038,177.351034159176,52.2944128908985,4503874807267352
22.78433,22.88064,21.8169,21.14807,20.37893,177.018565855475,52.7903266371712,4503874773712896
22.62498,22.16526,20.50838,19.76641,19.3845,177.021135836612,52.8280025894761,4503874773745664
22.84443,22.41378,21.61666,21.12064,20.43401,177.130933310844,52.7453659391075,4503874773712896
22.8178,22.21482,21.55073,21.3576,20.76377,177.132834554678,52.8542973679387,4503874773712896
23.74387,22.27701,21.83022,21.7295,21.24936,177.130737324795,52.8642401710973,4503874773712896
21.49457,20.05016,19.06189,18.72545,18.39919,177.242348570705,52.7364605103364,4503874773745664
25.28113,23.10217,22.20455,22.54381,21.77954,177.24105083027,52.7108884567844,4503874907963392
24.99209,23.01664,21.84788,21.2185,21.0798,177.349214936412,52.7592050909336,4503874773712896
22.36667,21.97498,20.68472,20.27853,19.89493,177.458754982576,52.6849202196423,4503874773745664
22.54844,21.29385,20.32811,19.93329,20.03313,177.458565247214,52.706010436105,4503874773745664
25.1659,20.94459,20.08033,19.74766,19.4966,177.018639955357,51.2710986912264,4503874773882128
22.7786,22.45818,21.65005,21.2349,20.64888,177.020720763264,51.2251596156028,4503874840821832
21.33646,20.80235,20.17279,20.23722,19.70116,177.131408381826,51.2086854594731,4503874773712896
23.71392,22.1761,21.30614,20.83147,20.23821,177.021357457849,51.1825698761442,4503874807267344
23.95305,23.71305,22.36587,22.54228,21.84369,177.018655112931,51.3301395383545,4503874773712896
23.14797,23.78458,21.9693,21.20912,20.96479,177.132237924871,51.2262899270495,4503874773712896
23.73207,22.37379,22.09664,22.5293,22.99926,177.349981293905,51.2624103109968,2310346883995828248
22.18947,23.00144,21.6095,21.27911,20.8591,177.241410403234,51.2689712352209,4503874916352256
23.42286,23.50722,21.68063,21.63704,20.46828,177.349939638963,51.242561623705,4503874916352256
23.75996,23.89548,21.62469,20.30764,19.63897,177.349945415207,51.3901715789535,13511074171060224
25.61077,22.97619,21.21071,19.94564,20.11707,177.349845344661,51.4018736180348,4503874907964672
22.91206,21.81618,20.51825,19.98294,19.60119,177.456822373763,51.3866098308965,4503874773745664
24.12966,24.47286,22.12595,21.73552,21.79189,177.457475388426,51.3896356538912,4503874782101760
23.43006,24.34264,22.15263,21.35514,20.45764,177.020644897141,51.7283709725756,4503874773712896
23.48814,23.15455,22.18799,21.62246,20.99376,177.132822045252,51.6132721554513,49539871047417856
25.72941,22.841,20.52631,19.00553,18.19085,177.34945241661,51.6639662780534,4503599895840016
24.48615,25.21129,22.61043,21.05779,22.32881,177.24016629863,51.6445415109018,2310346883995811856
24.0859,22.81789,21.89437,21.81161,21.54396,177.240960838175,51.6568460107328,4503874782101504
23.97764,22.64011,21.28071,21.23602,20.2075,177.240847539874,51.7271897263512,4503874840855880
22.18024,21.1241,20.73233,20.65004,20.50894,177.349821099073,51.7889824070225,6755674595950616
23.05723,22.7995,22.14537,21.9327,21.60538,177.350629022501,51.7783301302303,4503874773712896
25.31096,23.89572,22.55026,21.69151,21.27739,177.24108993609,51.7679353556929,4503874907963392
24.05371,22.95313,22.30578,21.8438,21.68327,177.457319360771,51.7173544021559,4503874916319232
22.96423,22.89372,21.91073,21.29267,21.31455,177.458038905108,51.7417611536331,4503874773745664
23.10621,23.50417,22.23638,21.42228,21.27301,177.349547716585,51.819068420282,4503874773712896
24.01854,23.98184,22.40249,21.65571,20.56894,177.019919740714,52.2045173559109,4503874773712896
20.95583,19.92768,19.37713,19.0026,18.83079,177.240865526223,52.1383658025516,6755674587562000
22.20321,20.65058,20.47611,20.13886,19.81201,177.130942794789,52.1099674021314,4503874773745664
24.12976,23.27807,22.54984,22.07236,21.67041,177.131212004272,52.1559310291524,4503874840821832
22.93512,22.61121,21.57351,20.47354,19.98352,177.242269199364,52.0700005566705,6755674587398160
23.31775,22.76779,22.16872,21.76888,21.22684,177.242547570075,52.1519209520584,4503874907963392
24.77645,21.95867,21.40237,21.24424,20.82728,177.241357380403,52.2463329478031,4503874782134528
23.2018,23.30845,22.49918,21.81081,21.56517,177.24146965922,52.1656624589997,4503874773712896
23.75966,22.03247,20.59807,20.02782,19.50071,177.350755204778,52.221765968732,4503874773745664
21.11518,21.69657,20.23946,19.48472,18.91293,177.458468289891,52.0915930456723,4503874849243209
24.116,22.54723,20.84262,19.82328,19.49127,177.457239865375,52.173235206438,4503874773745664
22.84558,22.57756,22.58219,22.07635,22.4216,177.131074279622,52.4889982251333,4503599904194816
23.49124,23.19687,22.06798,21.90064,21.07785,177.01886878787,52.5344446981382,4503874782101760
25.94484,23.97837,22.74474,22.08306,21.7799,177.018585724239,52.5852437289856,13511074028453888
24.02156,23.60363,22.41335,22.25111,21.72569,177.020558650641,52.592830741814,4503874782134528
23.94838,24.06063,21.79516,21.18648,20.63743,177.131098466187,52.5987266071978,4503874773712896
25.57168,22.90823,22.17956,21.63535,21.2985,177.132880817654,52.6581037773274,4503874773712896
23.70295,21.21762,19.60247,18.92803,18.55357,177.456926466887,52.5543064427111,4503874773876752
23.77447,22.91515,21.88835,21.42612,22.21732,177.350083674095,52.599923525973,2310346883987537936
24.02885,22.6915,21.95022,21.45055,21.13726,177.456032145526,52.6075466839399,4503874773712896
22.17185,22.30047,21.05646,20.48812,19.86392,177.240631612611,52.4774438593591,4503874773746944
23.89777,23.82344,22.2018,21.70572,21.73386,177.456648509121,52.5355164625726,4503874773745664
24.01202,21.87469,21.32416,21.19427,21.38798,177.456675279861,52.6757216090914,2312598683801124880
25.025,23.29697,21.81354,21.1539,24.51634,177.456224535189,52.6652636204472,4503874773745664
25.36463,24.37398,22.73649,22.92876,20.99742,177.154315444571,51.1059170586827,4503874807267344
19.06608,18.0525,17.64738,17.37033,17.11744,177.15561652739,51.0154038906585,6755674587430928
23.25727,22.38911,20.74351,20.12621,19.72307,177.046570180425,51.0576069538513,4503874773746176
23.16061,23.72692,22.15174,22.57683,22.24963,177.046693214173,51.0621460824678,4503600038445312
24.43104,22.51681,21.67335,20.84752,20.37197,177.271743995915,51.0457574363926,2312598683801255952
24.41514,24.30012,22.25408,22.27229,21.28723,177.392288211591,51.0569666994126,6755674620952592
22.95583,22.26043,21.02011,20.32736,20.15561,177.391906440455,51.0442717847892,4503874773746944
24.66441,23.67632,22.72706,22.08352,21.30318,177.391888085604,51.1751198180328,49539871047417856
23.74387,22.28465,21.71207,21.02777,20.50404,177.519971976415,51.0064372748403,6755674620985360
23.5657,22.50939,21.82272,21.61438,21.52555,177.519485369272,51.0854643259134,4503874782101504
22.9672,22.53227,21.93603,21.54744,20.73499,177.519145207425,51.1717276874927,4503874840854600
23.04909,21.8851,20.3727,19.6463,19.28276,177.155379090476,51.4132358324164,6755674587562000
21.94397,22.2109,21.85169,21.55677,21.12275,177.155761672832,51.4439832311697,4503874773712896
24.1131,23.06108,21.97283,21.31885,20.71305,177.046804101306,51.4618115183119,6755674587398160
25.53917,22.7721,22.10305,22.42846,21.11001,177.047631022351,51.4694111213766,4503874773712896
22.56233,20.9012,20.04877,19.71555,19.29981,177.047781856633,51.55890133658,4503874773876736
23.20283,21.75681,20.32928,19.58487,19.19943,177.15498279402,51.4233637503274,4503874773745664
24.43075,22.54223,21.71453,21.28155,20.61569,177.155736689827,51.4685250574656,4503874773712896
23.71786,22.92652,22.17858,22.1325,22.48451,177.154183953334,51.485955160913,2310346883987406864
19.36458,17.09473,16.01705,15.56901,15.23837,177.27168775287,51.5821514845109,6755674587562000
21.18054,19.64645,18.59809,18.23774,17.84815,177.270908916015,51.5958101576366,4503874773745680
22.43906,19.64701,18.04761,17.4335,17.02494,177.271793990356,51.5800692449011,4503874782265616
23.72631,22.77847,22.20439,21.34877,21.24069,177.15450328155,51.5933182445687,4503874916352000
23.12221,23.20761,21.70811,21.165,20.98896,177.270440242748,51.5150717566505,2310346883987406864
23.1722,25.19049,22.59922,21.60318,20.75624,177.155704932851,51.516940765263,4503874773712896
23.95439,23.82104,22.26202,21.66937,21.26217,177.269793370133,51.6126668620927,4503874773712896
22.63288,22.74495,22.3504,21.90827,21.9037,177.519941524507,51.5445784499092,4503874916352000
22.79405,22.38571,21.82645,21.78202,20.89333,177.518933879033,51.5759004125047,4503874773746944
25.36346,23.20153,22.36719,22.64194,21.49604,177.518590611703,51.4351131511711,4503874840821832
25.12889,23.05142,21.62971,21.23513,20.3847,177.518715664064,51.5229120419115,4503874907964672
22.4582,22.3235,21.37179,21.10483,21.20571,177.048404105099,51.9983553910475,4503874782101504
23.88564,22.6184,21.99915,21.882,21.21749,177.155015646381,51.9296743145831,6755674587398160
23.6288,22.27381,21.23642,20.43147,19.78762,177.270786188614,51.9413363981928,4503874840952904
23.9251,22.78367,21.90131,21.7521,21.46521,177.271718865173,51.8473058524319,4503874782134528
23.08909,23.19773,21.70547,21.45538,21.33102,177.271668705821,52.0252646606229,4503874773712896
23.15777,21.68385,20.40446,20.02133,19.90774,177.394106206587,52.0359380064059,4503874773745664
23.13743,23.09023,21.09711,20.18142,19.42515,177.394884278421,51.9763112052928,4503874782134272
19.92411,18.48466,17.79486,17.4157,17.17258,177.048692791133,52.3902908698012,4503874840854600
24.32931,22.68744,22.11189,21.44126,22.35952,177.046431661502,52.2428368836515,4503874782134272
22.70483,21.21986,20.76537,20.36925,20.52946,177.046531290946,52.2854295408962,4503874773745664
23.98386,22.33663,21.49763,21.28459,20.78392,177.04627482589,52.2924243319516,4503874773745664
23.53647,23.07732,21.94528,22.11741,21.23184,177.048384607938,52.2378662951319,4503874782134272
22.31714,22.49101,21.51998,21.35016,20.73725,177.270068918625,52.3995951240303,4503874773712896
21.77718,20.48869,19.82478,19.43063,19.2298,177.27192242738,52.3940769598077,6755674587430928
25.81465,23.25872,22.40076,21.72231,21.09175,177.270105293954,52.4179177290241,4503874773712912
22.71177,21.68893,20.91623,20.87144,21.25054,177.270382009385,52.453599752134,4503874782134272
22.91971,22.08342,20.40331,19.65088,19.12098,177.393713121205,52.3612136606984,4503874773712896
21.66395,20.33094,19.70207,19.50617,19.53998,177.391804566097,52.4215060694854,6755674587430928
23.26665,23.84562,22.83497,22.2038,21.45472,177.27236789105,52.4410785790497,4503599904194816
23.48895,23.91491,21.69919,20.7932,20.53671,177.04646149041,52.7026059134845,2310346883995930896
23.17384,22.10003,21.13612,20.78032,20.39803,177.04600498527,52.8339972306273,4503874782134272
21.51564,21.0175,19.90195,19.54021,19.37093,177.046302948237,52.8366919811051,2312598683801124880
22.27392,21.57923,20.77235,20.68736,20.52258,177.154058723966,52.8701002473569,4503874773712896
24.14842,23.36159,22.25508,21.22363,20.96503,177.048601190709,52.732223605877,4503874782134272
23.04255,23.26956,22.49551,22.01831,22.554,177.156497706633,52.7321385455543,4503874773712896
24.09716,23.21175,22.46256,22.33533,22.13085,177.392246521037,52.7515571493933,4503600030056448
25.08741,22.77464,21.543,20.93788,20.46327,177.392080875228,52.7470962233024,4503874773746944
21.39717,20.46915,20.12305,19.86111,19.70635,177.519286015781,52.7576627373195,4503874773745664
20.89229,20.0474,19.43406,19.24322,18.97483,177.156322823698,51.3794946432859,6755674587562000
24.36793,23.0662,21.26156,20.18958,19.73226,177.156135287782,51.3811568448297,4503874807398416
24.73565,22.78426,22.02804,21.59277,22.52199,177.046018841641,51.2847967043486,4503874773712896
22.77757,22.44083,21.85919,21.60412,21.44037,177.045999637506,51.365180717669,6755674587398160
22.6625,22.56108,21.81292,21.74321,20.91529,177.045486035664,51.381941752181,4503874782134272
24.45466,22.38125,20.72692,20.10856,19.56819,177.156201183218,51.2215903463171,4503874773712896
23.49221,22.0118,20.24375,19.48571,18.84816,177.156190001024,51.2530579413487,4503874773745664
25.17645,27.51395,22.24131,21.01696,22.85818,177.045995974449,51.2942376303187,13511074238169417
23.20017,23.16125,21.93271,21.67538,21.40781,177.1564777646,51.2552322132325,4503874773712896
23.20302,23.28669,22.27526,21.96869,21.36853,177.154692900848,51.3065612373147,4503874773712896
23.40682,22.23647,20.72794,20.08732,19.71529,177.270962096932,51.2068219176026,2310346883995828240
24.70745,22.06975,20.71791,20.14854,19.69404,177.269912756994,51.2846155108656,6755674587430928
21.6337,22.26581,21.86051,21.37908,22.34286,177.270507657517,51.3352957406436,4503874773712896
22.7707,22.30127,21.38886,21.06697,21.84959,177.272355860222,51.3050693739683,4503874773712896
22.7062,21.73669,20.48409,19.94015,19.32191,177.271203592217,51.314456392854,4503874773745664
23.55044,24.50378,21.75997,21.16647,22.40623,177.2703805566,51.2356450592515,4503874916352256
25.60894,23.90351,22.07685,21.29131,21.55532,177.394273889105,51.3826497438696,4503874773712896
24.362,21.78102,20.17966,19.58508,19.07975,177.046027523452,51.647653332853,4503874773712896
23.11088,22.97895,21.62479,21.09745,20.82378,177.047663395296,51.6966817890163,4503874773712896
24.95596,22.71004,21.76353,21.33167,21.06826,177.047507209046,51.8098523461947,4503874773712896
20.52947,19.5175,19.02819,18.7531,18.40293,177.270892961293,51.6955162167587,6755674587430928
23.04484,20.85014,19.93953,19.6425,19.20927,177.155931739846,51.6622969737715,4503874773745664
22.90241,22.72325,20.52798,19.95694,19.06237,177.156847603883,51.7839253006542,4503874782134288
20.03433,18.2235,17.16992,16.74716,16.36391,177.392205493256,51.6768662197419,4503874790523392
22.72987,23.23277,22.1003,22.23594,22.15782,177.518953767513,51.7669750966563,4503874773712896
22.61713,22.54602,21.14948,20.1129,19.69803,177.392746232721,51.7376444187558,4503874782134528
25.05902,23.53997,22.14932,21.71465,20.99481,177.519739289082,51.7691138422864,4503874907930624
25.23149,23.31817,21.56931,21.18597,21.01366,177.519168206145,51.7812430565539,4503874908098560
23.12432,21.87176,20.90359,20.35721,20.01751,177.046341305841,52.0743157808143,4503874773712896
22.1067,21.52797,20.48829,19.9241,19.37531,177.047612034344,52.0791680114055,4503874773712896
20.7366,19.27114,18.43945,18.01193,17.71804,177.048380711457,52.1583735967605,4503874840854600
20.0771,18.99049,18.27766,17.86868,17.61335,177.155035202877,52.6121143198371,4503874773745664
22.08579,21.11647,20.81179,20.65907,20.16682,177.048517676636,52.6327877488296,4503874773712896
24.34205,22.47799,21.13217,20.51562,20.16269,177.156235131495,52.5832663140117,4503874773712896
22.82303,23.24542,22.43561,22.58553,21.62331,177.154544093633,52.6061160059988,4503874907964672
23.03821,22.21753,21.47403,22.94996,22.95728,177.272221003059,52.6237369266873,2310346884121625880
25.25144,22.92902,22.06617,21.32086,21.60499,177.269736176615,52.5646176552255,4503874782102016
21.74459,19.96951,18.38409,17.86401,17.54905,177.518945395016,52.5821295332321,4503874773876752
25.43286,23.59743,21.76056,21.16504,20.44032,177.047351719841,52.8845908375397,4503874773712896
22.64759,22.28958,21.1692,20.56052,20.00064,177.19140205329,51.1169399565775,4503874782134272
22.42397,21.99401,20.95206,20.5999,20.24619,177.193490092438,51.1558672968746,4503874773745664
21.26124,19.27603,18.20888,17.80524,17.39338,177.30311387967,51.074918282391,6755674620985360
22.00473,20.30873,19.38059,19.00084,18.58104,177.300347147097,51.0871280525581,6755674587562008
24.59042,22.61669,21.65491,21.3715,21.69209,177.302180843664,51.0535656394795,4503874782101520
