Line_number2,objID,ra,dec,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,specObjID,Redshift
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236540491821056,2.019557
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236540709926912,2.019673
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263249185160755200,2.019113
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236540911253504,2.019669
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236540944807936,2.019202
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236540961585152,2.018964
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236541162911744,2.019257
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263234342290651136,2.018892
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236541381015552,2.020183
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236541464901632,2.019381
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8264362165034217472,2.019309
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8264362166695163904,2.019365
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8264362166762272768,2.018417
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8264362166829381632,2.019536
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8264362166896490496,2.019942
7637,1237661387068539362,215.402166630776,53.3372825314016,STAR,21.57742,21.63599,21.54574,21.42543,21.23691,8263236541230020608,2.019138
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,7914193270686281728,1.247629
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8262117785816723456,1.245667
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8262119435151273984,1.254064
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8262107341412560896,1.246726
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8262119436510228480,1.246087
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263245335376883712,1.247315
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263243686159773696,1.245674
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263247534635020288,1.24618
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263247534937010176,1.24643
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263244236486012928,1.24439
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263231592135847936,1.24599
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263245886072221696,1.246119
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263244786694811648,1.248419
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263244786728366080,1.246891
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263244237006106624,1.245269
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263244237073215488,1.246875
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263244237291321344,1.246957
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263254132963080192,1.245574
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263244787248461824,1.246921
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263245337037830144,1.246457
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263245337054607360,1.245135
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263245337255933952,1.24513
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263245337323042816,1.246818
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263244787651115008,1.247162
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263245337474037760,1.246977
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8263245337557923840,1.24556
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8264372060638867456,1.247334
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8264370962788186112,1.247343
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8264370962855294976,1.248258
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8264370962922403840,1.245387
7638,1237661387068539366,215.514403456998,53.4747208820426,STAR,20.81794,21.17869,20.93646,21.12788,21.29218,8264370962989512704,1.24825
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,7913078090917146624,1.168042
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8262120534595792896,1.166693
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8262118885395460096,1.168913
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8262128232133488640,1.167718
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8262120536021856256,1.168501
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247259522232320,1.16834
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263245610305122304,1.168082
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263246710001299456,1.168226
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263246710303289344,1.168694
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263246710387175424,1.16805
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247810217570304,1.168318
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263246710840160256,1.168911
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263246710873714688,1.169457
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247810418896896,1.169303
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247810486005760,1.169781
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247810704111616,1.169083
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263250559550289920,1.168417
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263245611882182656,1.169328
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247810938992640,1.167863
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247810955769856,1.168018
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247811157096448,1.168713
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247811224205312,1.168369
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263247261552277504,1.169336
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263246162107758592,1.168683
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263246162191644672,1.169018
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8264371785760960512,1.167852
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8264372886933534720,1.1688
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8264372887000643584,1.168293
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8264372887067752448,1.168381
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8264372887134861312,1.168214
7639,1237661387068539388,215.463575789656,53.2998823758689,STAR,21.04386,20.94366,20.59535,20.46359,20.61797,8263246710420729856,1.168115
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,7913079465306681344,1.429435
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8262110638991142912,1.429717
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8262098544430346240,1.430517
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8262099644831166464,1.429888
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8262108991149764608,1.430351
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235164894326784,1.430175
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263236264456286208,1.429614
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263236264640835584,1.429819
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263236264942825472,1.429939
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263232966491828224,1.429813
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263245061153288192,1.43006
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263234066322223104,1.430241
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235715723882496,1.429804
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235715757436928,1.416828
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235715790991360,1.430194
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235715858100224,1.430112
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235716076206080,1.430375
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263236815789160448,1.430082
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235716311087104,1.42992
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235716327864320,1.429741
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235716529190912,1.429716
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235716596299776,1.430351
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263234067412744192,1.430112
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235716747294720,1.429592
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263235716831180800,1.429818
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8264361890156310528,1.430272
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8264361342061443072,1.429792
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8264361342128551936,1.430162
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8264361342195660800,1.430082
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8264361342262769664,1.43015
7640,1237661387068539481,215.344610975366,53.4126679093087,STAR,22.58095,22.16533,21.59382,21.46877,21.86023,8263221422492153856,1.429783
7642,1237661387068539550,215.448880795483,53.4732490139819,GALAXY,23.44361,22.78878,21.76866,20.77779,20.75289,5648872750099132416,5.897689
7647,1237661387068539802,215.325021422204,53.3510709517699,GALAXY,23.91114,23.12397,21.81566,20.79319,20.04814,7913078915550867456,0.6056336
7651,1237661387068604956,215.652814999622,53.3622046118994,GALAXY,23.7527,22.63795,21.95208,21.00454,20.62886,5648873849610760192,0.7697148
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,7914195744587444224,1.691704
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8262120809473699840,1.695335
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8262121359296622592,1.673296
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8262121360185815040,1.69576
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8262121360655577088,1.701935
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263248359033860096,1.68698
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263246709816750080,1.695018
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263248359268741120,1.707707
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263248359570731008,1.702712
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263248359654617088,1.701672
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263246710705942528,1.709071
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263247810351788032,1.707364
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263247810385342464,1.711824
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263247260663083008,1.693535
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263247260730191872,1.684562
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263247260948297728,1.697327
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263246161503778816,1.709964
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263247810905438208,1.711866
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263246711427364864,1.686518
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263246711444142080,1.686187
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263246711645468672,1.688766
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263246711712577536,1.707697
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263248910819719168,1.687819
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263248361131014144,1.704113
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263248361214900224,1.707414
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8264373160150495232,1.694822
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8264372062299813888,1.698995
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8264372062366922752,1.709587
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8264372062434031616,1.697237
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8264372062501140480,1.697086
7652,1237661387068605022,215.616850655364,53.2680295051484,STAR,23.14883,22.35703,21.88767,21.57486,21.64455,8263246160664915968,1.698654
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8262120259784994816,0.6414706
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8262122458741141504,1.544574
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8262123559209070592,1.875412
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8262120261143949312,1.869107
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245885132697600,1.873341
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245335427215360,0.2295481
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263244236100136960,0.2250639
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263244236402126848,1.877836
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263248634532524032,5.571637
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263243137007939584,0.2283093
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263246435828035584,1.867503
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245886206439424,1.877417
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245886239993856,1.877053
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263244786761920512,1.868773
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263244786829029376,1.812205
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263244787047135232,1.87081
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263252483695638528,0.2304224
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245337004275712,1.876954
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245886793644032,1.870263
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245886810421248,1.873646
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245887011747840,1.860295
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245887078856704,1.878182
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263247536430184448,4.206477
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245887229851648,1.867704
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8263245887313737728,6.916384
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8264372610394681344,0.2213235
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8264372612055627776,1.769827
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8264372612189845504,1.884075
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8264372612256954368,1.875643
7655,1237661387068605258,215.672358369396,53.4462939250472,STAR,23.79926,23.23263,22.06922,21.53205,20.95934,8264372612122736640,1.885026
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,7562894631714353152,2.462458
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,7916381298724892672,2.462173
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8262123008496955392,2.462183
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8262121909052436480,2.461905
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8262108715802095616,2.463022
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8262122460167204864,2.462677
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263246434888511488,2.462289
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263246984694657024,2.462136
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263246435123392512,2.462308
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263246435425382400,2.462325
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263247535020896256,2.462902
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263253582368403456,2.463486
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263248634851291136,2.46188
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263247535473881088,2.462801
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263247535507435520,2.462805
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263248085296803840,2.462471
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263248085363912704,2.462053
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263248085582018560,2.462293
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263245336870057984,2.462131
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263247536027531264,2.462215
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263248085816899584,2.46258
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263248085833676800,2.462884
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263248086035003392,2.462538
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263248086102112256,2.46289
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263246436918556672,2.46221
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263246986741479424,2.462273
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8263246986825365504,2.462923
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8264373709906309120,2.46297
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8264374261323069440,2.462352
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8264374261390178304,2.462665
7657,1237661387068669979,215.775214860534,53.2580656303624,STAR,18.85802,18.25642,18.21562,18.22514,18.07273,8264374261457287168,2.462762
