Line_number2,objID,ra,dec,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,specObjID,Redshift
1212,1237651701914206486,128.021944355838,52.7310241909981,STAR,21.75579,21.39079,20.92467,20.54119,20.3585,8193241630150160384,2.132094
1216,1237651701914664980,129.178118657913,53.4772294933573,STAR,16.90036,16.86593,16.89015,17.00619,16.82756,500069739654047744,0.0001137706
1217,1237651701914665317,129.187569484536,53.4647037685568,GALAXY,23.15621,21.62626,20.49176,19.87532,19.59456,5805187572964192256,0.7350435
1219,1237651534409368164,129.351418783084,53.421007213148,GALAXY,22.13275,21.88403,19.96366,18.89447,18.47313,5805187023208378368,0.5447066
1222,1237651701914730511,129.178434052907,53.5756501016874,GALAXY,18.90985,16.90909,15.87561,15.42879,15.10471,502231379782690816,0.0950002
1223,1237651534409433338,129.419704385963,53.588029998938,STAR,20.84995,20.68947,20.34192,20.17794,20.02309,8193202322609467392,1.439653
1234,1237651715336307234,251.246221626666,44.8518012865256,STAR,20.79119,20.49434,20.47285,20.31532,20.21753,6790507499277185024,0.664978
1238,1237651715336372514,251.320895725468,44.7933963039002,STAR,19.40827,19.21054,19.16569,19.03473,19.11396,708333187691997184,1.523015
1240,1237651715336372782,251.280125823111,44.746959887484,STAR,20.84415,20.30525,20.12377,19.9566,19.54472,6785854366269763584,2.198451
1243,1237671936041615709,255.222074561745,40.0660284969618,STAR,20.28925,20.08786,19.18558,18.80109,18.46834,712852455829825536,-0.0005663304
1246,1237671936041681355,255.28704884182,39.9119532460352,STAR,19.5702,19.36142,19.27644,19.14557,19.18825,712834588765874176,1.903088
1246,1237671936041681355,255.28704884182,39.9119532460352,STAR,19.5702,19.36142,19.27644,19.14557,19.18825,6826401056483373056,1.898636
1247,1237671936041681101,255.352642648971,39.9103054341292,STAR,17.23501,16.65852,16.1926,15.8602,15.57834,2455721346609473536,1.220389
1247,1237671936041681101,255.352642648971,39.9103054341292,STAR,17.23501,16.65852,16.1926,15.8602,15.57834,712837062667036672,-0.002865706
1247,1237671936041681101,255.352642648971,39.9103054341292,STAR,17.23501,16.65852,16.1926,15.8602,15.57834,6826401606239186944,1.358067
1250,1237651715872194888,249.973955922609,46.8740511742055,GALAXY,20.6143,18.56592,17.12663,16.59012,16.23817,706098431868823552,0.2251391
1255,1237651715872260379,250.086211636836,46.8618296341311,STAR,19.85885,19.71247,19.41001,19.50914,19.63496,7113524225902309376,1.122188
1259,1237651715872260443,250.071622242067,46.7970448843689,STAR,20.15283,20.00798,20.02448,19.81064,19.79718,7117948935637495808,1.793136
1259,1237651715872260443,250.071622242067,46.7970448843689,STAR,20.15283,20.00798,20.02448,19.81064,19.79718,7113535770774401024,1.795215
1260,1237651715872260606,250.046270370358,46.7578220867246,STAR,23.67479,24.31302,22.21138,21.2135,20.84705,7117948111003774976,0.4951671
1266,1237651715872326006,250.288080738332,46.7356269725728,GALAXY,21.24461,19.18365,17.73484,17.16262,16.77687,706107777717659648,0.2246104
1269,1237651715872326106,250.336858985089,46.6817663309506,GALAXY,23.2979,22.63173,20.86988,19.40054,18.59786,6785985208153468928,-0.0001541175
1269,1237651715872326106,250.336858985089,46.6817663309506,GALAXY,23.2979,22.63173,20.86988,19.40054,18.59786,7113515704687194112,-0.0002208834
1274,1237651735223533705,187.86917036983,1.59001984114323,STAR,19.59511,19.13111,19.04474,18.85955,18.79377,585525164549105664,0.5241884
1275,1237651735223533719,187.884901606691,1.63725178935633,STAR,22.58477,19.19107,18.70339,18.49987,18.42935,585527088694454272,3.148283
1275,1237651735223533719,187.884901606691,1.63725178935633,STAR,22.58477,19.19107,18.70339,18.49987,18.42935,5350305589216604160,3.1473
1281,1237651735237886440,220.632154702848,1.18202963582521,STAR,25.86373,22.63252,20.91408,20.06026,20.00439,4527303543086575616,4.482736
1281,1237651735237886440,220.632154702848,1.18202963582521,STAR,25.86373,22.63252,20.91408,20.06026,20.00439,345816500923295744,4.480265
1281,1237651735237886440,220.632154702848,1.18202963582521,STAR,25.86373,22.63252,20.91408,20.06026,20.00439,4528541038927343616,4.481411
1287,1237651735757455685,181.181382776634,2.0168468815582,STAR,19.56313,19.5244,19.50886,19.54692,19.54544,5345870983574777856,0.9107473
1292,1237651735757586483,181.459132891425,2.02544254181908,STAR,17.93951,17.45132,17.06881,16.94102,16.79422,582136465283115008,2.154782
1300,1237651735760142641,187.222776165694,1.94692209967184,STAR,21.34747,20.87841,20.79329,20.82793,20.4823,5350348470170087424,2.320076
1301,1237651735760207922,187.394705482279,1.94946394187627,STAR,18.63166,18.68222,18.74299,18.52932,18.4171,584347862389778432,1.920087
1310,1237651735775084823,221.478180785574,1.48425413654934,STAR,20.05591,19.96856,19.99214,19.56597,19.58744,604653363958671360,1.846992
1317,1237651735775215859,221.678862801933,1.43123604374188,STAR,19.81782,19.25319,18.50106,18.16288,17.99838,604655562981926912,1.419855
1323,1237651736307892442,212.155548327668,2.13288106120796,STAR,19.38717,19.23643,18.89998,18.575,18.27442,599121170633091072,2.030884
1328,1237651736307957989,212.212124327025,2.08964262283221,STAR,25.19377,20.15808,19.15321,18.86555,18.70395,599120895755184128,3.919994
1333,1237651736311824623,221.186695564196,1.87413921918593,STAR,19.94212,19.25599,19.10513,19.0767,18.83812,4524002809213546496,2.548283
1340,1237651736311890306,221.199096812408,1.90342270812462,STAR,21.64065,20.9695,20.71148,21.04085,20.55401,4523996212143779840,0.7891048
1346,1237651736311890564,221.269227571482,1.83377462524742,STAR,22.82708,21.05641,20.93488,20.76552,20.60532,4527262861156347904,2.753364
1346,1237651736311890564,221.269227571482,1.83377462524742,STAR,22.82708,21.05641,20.93488,20.76552,20.60532,4523995112632152064,2.754107
1357,1237651736313659734,225.321252725277,1.83282522949103,GALAXY,19.6992,17.63349,16.49581,16.016,15.5857,606979655517366272,0.128888
1364,1237651736313725233,225.453552444634,1.7347617911542,STAR,19.50952,19.17394,19.12571,18.89959,18.76431,606907087749933056,0.4834852
1368,1237651736314183845,226.440139994811,1.69634101885354,STAR,19.61725,19.6706,19.35275,19.23391,19.27161,606881524104587264,1.424464
1369,1237651736314184029,226.49334890991,1.68459621090197,GALAXY,21.12262,19.67524,18.59501,18.0902,17.82963,4518365613215379456,0.2366433
1369,1237651736314184029,226.49334890991,1.68459621090197,GALAXY,21.12262,19.67524,18.59501,18.0902,17.82963,4521841719276924928,0.2364761
1371,1237651736314183974,226.567259878932,1.69204068964671,STAR,19.87167,18.89918,18.69303,18.60178,18.33269,4521852989271109632,2.669408
1371,1237651736314183974,226.567259878932,1.69204068964671,STAR,19.87167,18.89918,18.69303,18.60178,18.33269,4518355442732822528,2.668783
1386,1237651736832115286,183.273205521276,2.85870071131852,STAR,24.18308,20.82859,20.51133,20.5128,20.11457,5348164289935634432,2.896128
1388,1237651736832180395,183.428989890219,2.88026045377673,STAR,19.70063,19.25533,19.26553,19.0802,19.20269,583343733378934784,0.6399205
1399,1237651736832245813,183.478592490212,2.7980901152895,GALAXY,18.11403,16.93309,16.33837,15.83115,15.66226,582264283509843968,0.07426364
1400,1237651736832245855,183.44211394867,2.81152665903546,GALAXY,18.45232,17.59229,16.5895,16.01979,15.85859,582263733754030080,0.07308897
1408,1237671267108519948,190.658449150639,2.77665453243198,GALAXY,19.19267,16.99301,16.013,15.58374,15.24877,586758267477190656,0.08662633
1410,1237671267108519947,190.676892497721,2.78430415238984,GALAXY,18.09965,15.9729,15.01573,14.59467,14.28769,586758817233004544,0.08653866
1413,1237671267108520116,190.720087593054,2.7919463511569,STAR,20.74224,19.95618,19.7184,19.58031,19.36303,5352794883474780160,2.677901
1414,1237671267108520151,190.730478843146,2.8324949274926,STAR,19.68437,19.57765,19.40561,19.2538,19.31979,586764589669050368,1.457698
1415,1237671267108519965,190.651578640645,2.7770158893427,STAR,22.92508,20.83774,20.13479,19.73984,19.4546,5353744037072007168,0.003651325
1431,1237671267108520673,190.785956062843,2.79827389860643,GALAXY,23.3437,21.88948,20.76863,20.28563,19.98345,5353734141467357184,0.538079
1443,1237651736844632196,211.809265018556,2.60040112533528,STAR,19.50126,19.3946,19.40885,19.18373,19.28782,599105502592395264,1.669873
1444,1237651736844632212,211.836234521667,2.59807186693609,GALAXY,19.87934,19.65774,18.92261,18.62156,17.9736,599107426737743872,0.309549
1446,1237651736844697608,211.928666457681,2.48188957697033,GALAXY,18.78579,18.60979,18.21457,18.09175,17.58758,599113474051696640,0.3191196
1447,1237651736847515972,218.397241162836,2.45507225762733,STAR,19.98972,19.98083,19.94316,19.81217,19.64684,603579690803816448,2.067088
1448,1237651736847515986,218.472473424996,2.48824005299523,STAR,20.78325,20.29165,20.30386,20.24197,20.13198,4530854416324685824,2.436479
1451,1237651736847581296,218.531148295455,2.45128588052193,STAR,19.58337,19.45247,19.40973,19.21768,19.23901,602520310931023872,1.702415
1453,1237651737372524614,191.273898084958,3.1463088463477,STAR,20.57152,19.54963,18.35854,17.95389,17.7084,5353703080263872512,1.096765
1454,1237651737372524724,191.343469756557,3.14399324361555,STAR,20.24603,19.51581,19.3749,19.36757,19.15514,587833859660343296,0.7180034
1458,1237651737380783002,210.21374949349,2.98481378375917,GALAXY,22.28668,20.58205,19.2596,18.84501,18.48701,4544392422817984512,0.2561192
1463,1237651737380783062,210.231011655906,3.00954337234475,STAR,22.35494,21.75753,21.71627,21.68455,21.35748,4544393797207519232,2.51886
1467,1237651737380847870,210.365378240117,2.93502177275241,STAR,20.8899,20.19265,19.32497,19.04918,18.39969,598011489109960704,0.2646878
1468,1237651737380847888,210.414444396664,2.95594020730631,GALAXY,20.86641,19.93757,19.04557,18.61896,18.23361,4540905046846140416,0.2500814
1474,1237651737380913382,210.437587434363,2.89258310832526,GALAXY,20.56311,19.13959,17.96856,17.37528,16.95024,4540914942450790400,0.2492206
1478,1237651737907626215,187.192358384359,3.59274784103604,GALAXY,20.39964,19.76761,18.90928,18.61844,18.27224,5351532094789709824,0.3577998
1480,1237651737907626217,187.214019401623,3.6123717108894,GALAXY,19.89176,19.42315,18.7467,18.39877,18.09536,5351533194301337600,0.2619681
1482,1237651737907626253,187.211647430291,3.64931903538232,GALAXY,21.12037,20.06104,19.08198,18.66322,18.22866,5351532644545523712,0.3575694
1493,1237651737907691560,187.458691285686,3.57912108528511,STAR,18.62967,18.35667,18.14915,18.23576,17.82411,585559249409566720,0.3292899
1508,1237651752919105558,140.009040144216,1.03829121687039,GALAXY,15.28415,13.27007,12.4372,11.99565,11.73926,532574327799834624,0.01702636
1511,1237651752919105772,140.020467645719,1.00349595514486,STAR,19.78305,19.02851,18.89127,18.85547,18.78135,4303201631594016768,2.835668
1521,1237651752929853464,164.623361913467,1.56633371080591,STAR,18.83083,18.29742,17.84558,17.48031,17.13592,5327806282693537792,0.8927919
1521,1237651752929853464,164.623361913467,1.56633371080591,STAR,18.83083,18.29742,17.84558,17.48031,17.13592,572024537458173952,0.185158
1536,1237651752932540463,170.83637354202,1.62985433533808,STAR,16.26688,16.0545,15.83944,15.64496,15.6468,575354138074834944,1.474728
1538,1237651752932540518,170.77638176801,1.63046834565878,STAR,20.05466,19.37285,19.27921,19.23694,19.11075,5325634746926690304,0.6956292
1540,1237651752932540549,170.83850300483,1.68779030373313,STAR,20.69094,19.92326,19.81499,19.72357,19.52841,5325623751810412544,2.226129
1541,1237651752932540970,170.803047926399,1.7065791204363,GALAXY,25.1883,21.13675,19.60671,19.01926,18.70561,5325638595217387520,0.266759
1549,1237651752932606005,170.843816217984,1.71811420324448,STAR,20.57502,19.91659,19.84231,19.88701,19.59482,5325622652298784768,2.622432
1560,1237651752932671759,171.09788578139,1.59167891704985,STAR,21.55311,21.04744,20.7197,20.71675,20.1624,5325611657182507008,0.9710658
1563,1237674598385057872,177.435308825491,1.76182777731091,STAR,18.70474,18.46124,18.35345,18.19781,18.18044,579919850294503424,1.467073
1568,1237651752954364049,220.677617829934,1.31975636208016,GALAXY,17.82386,16.0012,15.14803,14.73197,14.38653,604680851749365760,0.03361586
1576,1237651752954822919,221.721047792397,1.23219753930064,STAR,19.27592,18.57526,18.45268,18.33529,18.13155,4523979444591456256,2.216658
1586,1237674462024040537,135.882926586132,1.30126078024739,STAR,19.70723,19.5082,19.34247,19.07445,18.9888,528221910752847872,1.894479
1592,1237651753460171527,149.691789655367,1.81810258577474,GALAXY,26.28414,23.41968,21.43491,20.26241,19.71414,5333472615565291520,0.737781
1598,1237651753460302113,149.991571644357,1.72428143117261,STAR,20.27797,20.0465,19.98304,19.7465,19.89934,562992043194869760,1.624676
1603,1237651753460367627,150.051820968879,1.68273056082431,STAR,21.84894,20.91619,20.67265,20.24938,20.18422,5333448426309480448,2.275508
1607,1237651753460433227,150.181852606232,1.66922656761398,STAR,20.52552,20.29177,20.40265,20.2409,20.06141,5333436331681574912,2.025908
1610,1237651753460433127,150.179968055838,1.76885975248664,GALAXY,21.65635,20.09594,18.29355,17.68272,17.22242,562980498322778112,0.3458504
1614,1237651753460433520,150.228295323975,1.76730621693786,GALAXY,23.36026,22.40526,20.70093,20.16675,19.63646,5333423412419948544,0.349965
1624,1237651753460498560,150.319932738105,1.68155211774936,STAR,19.87596,19.7926,19.70747,19.57229,19.35336,562971977107662848,2.054655
1625,1237651753460498715,150.376539778415,1.71786541090953,STAR,20.6728,20.41113,20.11656,19.94616,20.03182,562971427351848960,1.570781
1632,1237651753467904254,167.388619323239,2.09423895564111,STAR,21.09419,20.75363,20.62514,20.50947,20.28766,5337945430108598272,0.6482816
1633,1237651753467969636,167.488076195425,2.02738680090294,GALAXY,18.17715,16.27948,15.4366,14.98179,14.66364,574296128732817408,0.06333071
1635,1237651753467969728,167.427371882291,2.03021123483834,STAR,21.85591,21.35448,21.2512,20.84373,20.06213,5337944330596970496,2.090756
1637,1237651753470918919,174.18702464144,2.04180388021088,STAR,21.02335,20.36,20.26315,20.38822,20.14726,5336827775649771520,2.640184
1638,1237651753473933393,181.151360811657,2.08433774293713,STAR,21.19173,20.21083,19.41677,18.91868,18.65465,5345881154057334784,1.916839
1652,1237651753477013750,188.155745411054,2.14111656901441,STAR,21.18571,20.44393,20.40776,20.309,20.10745,5350287447274745856,2.487148
1656,1237651753483632869,203.221957729288,2.01268761498535,GALAXY,18.85563,18.37353,17.63126,17.09635,16.94168,593358361169258496,0.2158184
1666,1237655468597445193,225.12311317445,1.50157242052758,STAR,20.33154,20.15216,20.06672,19.91105,19.67427,606924679935977472,2.052513
1673,1237655468597510643,225.218362529188,1.67333719857916,STAR,20.786,20.1108,19.96198,19.9723,19.69861,4520528627381235712,2.378859
1674,1237655468597576105,225.356610163493,1.49064453429426,STAR,20.50151,20.46043,20.17259,20.10272,19.85371,4520518731776585728,0.9995784
1687,1237651753493790860,226.519339170691,1.51812891063774,GALAXY,23.37171,23.66401,20.2088,19.2297,18.73357,4518362589558403072,0.4941783
1687,1237651753493790860,226.519339170691,1.51812891063774,GALAXY,23.37171,23.66401,20.2088,19.2297,18.73357,4521842818788552704,0.4936588
1688,1237651753493791097,226.531004756525,1.4756864294114,STAR,23.45706,21.40565,21.25449,21.30436,21.65635,4518362314680496128,2.734752
1688,1237651753493791097,226.531004756525,1.4756864294114,STAR,23.45706,21.40565,21.25449,21.30436,21.65635,4521852714393202688,2.733883
1694,1237651753493791548,226.514557847236,1.4661559432623,GALAXY,25.61345,22.49508,20.95071,20.74443,20.34553,4521843918300180480,3.852444
1710,1237651753997041802,149.681633204891,2.23968361376587,GALAXY,21.89981,20.2694,19.0727,18.30742,18.36828,5333474814588547072,0.3591107
1711,1237651753997041836,149.585216319053,2.0511004129232,STAR,20.40735,20.03496,19.83557,19.82024,19.88683,563085501683230720,1.355849
1713,1237651753997041896,149.686365504112,2.04708614419569,GALAXY,19.07402,17.62816,16.77401,16.30552,15.97739,563092923386718208,0.09269308
1714,1237651753997041997,149.669195278056,2.07405926298474,GALAXY,21.16879,20.4082,19.41745,19.03138,18.60901,5333471516053663744,0.3397936
1715,1237651753997041981,149.624206411147,2.18063486107509,GALAXY,20.81218,20.85956,20.33203,20.30797,19.94924,5333474264832733184,1.187014
1723,1237651753997107292,149.706997876727,2.15897866804096,GALAXY,19.7059,17.93999,17.10671,16.69325,16.38094,563091823875090432,0.04936718
1724,1237651753997107447,149.738952335521,2.22070170765515,STAR,20.70321,20.40923,19.80361,19.62035,19.43092,563089075096020992,1.023918
1725,1237651753997107321,149.743890926257,2.24976117995584,GALAXY,19.58187,18.2932,17.39775,16.90006,16.60455,564169624191526912,0.1328617
1726,1237651753997107327,149.754089845765,2.14183562461074,STAR,21.84529,19.48794,18.08831,17.18726,16.66101,5333463819472269312,0.0001375821
1727,1237651753997107402,149.79296202579,2.12563485045835,GALAXY,21.35744,20.19153,18.97627,18.59159,17.98043,5333462170204827648,0.3528793
1728,1237651753997107470,149.827938358822,2.16430623804341,STAR,20.5103,20.17568,19.56775,19.37973,19.24475,564174571993851904,1.15588
1729,1237651753997107460,149.781898121647,2.13907475423698,GALAXY,21.12961,20.48717,19.43003,19.05145,18.49834,5333460246059479040,0.3542292
1733,1237651753997107637,149.762436846647,2.1800940015249,GALAXY,23.58212,22.09165,20.603,19.95219,19.53784,5333463544594362368,0.339505
1740,1237651753997172854,149.885409492253,2.17712559772862,GALAXY,23.46803,24.34846,22.40052,20.90122,20.38556,5333451449966456832,0.6601998
1741,1237651753997173037,149.909545163727,2.08057861743239,STAR,21.4242,20.64632,20.10467,19.7858,19.36944,5333451999722270720,2.802174
1742,1237651753997173040,149.912432694876,2.20033071730497,GALAXY,21.26285,20.86377,20.63252,20.59136,19.85501,5333448976065294336,0.6856527
1743,1237651753997172900,149.930876734299,2.11872525961534,STAR,20.19835,19.55349,19.22483,19.25858,19.24556,5333451175088549888,2.193948
1763,1237651753997238486,150.101991109823,2.10546040599966,STAR,19.8171,19.28973,19.4596,19.44866,19.20958,5333440179972272128,2.288182
1764,1237651753997238535,150.066852394468,2.21038292232548,GALAXY,21.56436,19.8324,18.85781,18.32599,17.89313,5333440454850179072,0.186547
1778,1237651753997303903,150.179745011888,2.1103514365877,GALAXY,19.96962,19.52929,18.78658,18.58316,18.23103,564181993697339392,0.3601093
1779,1237651753997303926,150.198972399207,2.13249877191904,STAR,19.78169,19.36873,19.28849,19.22521,18.89807,5333439355338551296,2.158848
1781,1237651753997304060,150.207968035107,2.08332918261603,STAR,20.90065,20.50677,19.82106,19.50353,19.29128,5333431383879249920,1.235766
1782,1237651753997304080,150.272138082821,2.23010106955684,STAR,21.27495,20.53987,20.37161,20.41205,20.35685,5333429184855994368,2.610985
1784,1237651753997304043,150.158400694862,2.13956124199513,STAR,21.16838,20.82527,20.55199,20.28838,20.40235,5333441279483899904,1.804788
1791,1237651753997369592,150.33437659976,2.06146571913755,STAR,20.8312,20.5873,20.38418,20.45745,20.06045,5333430284367622144,0.9025916
1792,1237651753997369495,150.424932473521,2.06615248513239,GALAXY,19.51888,17.36729,16.33564,15.85814,15.4735,564139387621763072,0.1247853
1794,1237651753997369650,150.449584772333,2.24643027780653,STAR,20.87201,20.57973,20.45762,20.55307,20.54235,5333420388762972160,0.8805692
1795,1237651753997369600,150.345890273575,2.14752748969805,STAR,21.51631,21.08014,20.78504,20.79249,20.54199,5333427535588552704,1.255374
1798,1237651753997369726,150.316501956248,2.2467879316722,STAR,22.44782,21.89474,21.85085,21.74666,21.10836,5333428360222273536,2.482681
1803,1237651753997370027,150.418315966165,2.08511789346219,GALAXY,22.1493,21.31925,20.45831,20.09607,20.17617,5333419289251344384,0.424234
1819,1237651753997435517,150.51147879265,2.10947987756325,GALAXY,23.07397,21.90124,20.48866,19.91164,19.46292,5333407469501345792,0.420695
1824,1237651753999663116,155.561509491905,2.24133058995826,STAR,18.02361,17.54617,17.1891,16.8212,16.71099,566480518795782144,1.840611
1829,1237651754014081190,188.519112497037,2.53493900291755,STAR,19.96576,19.98412,20.01328,19.79476,19.86203,5351447982150184960,1.755272
1833,1237651754015064076,190.764641976374,2.68979658845492,STAR,21.44195,21.15047,20.8405,20.79689,20.89981,5353733866589450240,1.358533
1851,1237655469134381803,225.216962170811,1.91495104921983,GALAXY,22.09657,20.93231,20.2753,19.95792,20.00872,4520527252991700992,0.1454194
1855,1237673708259508232,141.232533928427,2.32368371929844,GALAXY,18.69835,18.44823,18.22954,17.92471,17.87527,534893473304700928,1.522796
1856,1237673708259508438,141.25190940101,2.37282341570643,GALAXY,19.12984,17.74199,16.9535,16.49221,16.21964,532718913578887168,0.08362186
1871,1237651754534043786,149.93829995354,2.57757716751638,GALAXY,19.84174,18.1133,17.20523,16.76555,16.45865,564169899069433856,0.1236548
1881,1237651754534109358,150.053789362916,2.58967288831769,STAR,19.48865,19.15652,19.04878,18.77956,18.65751,564170998581061632,0.6982127
1882,1237651754534109386,150.102677512698,2.53029387646779,STAR,19.08203,19.12073,18.88671,18.92631,19.06471,564185017354315776,1.319147
1883,1237651754534109481,150.058692000856,2.47738707339877,STAR,20.56443,20.43249,20.20339,20.18464,20.24657,5333613353053646848,1.257374
1890,1237651754534109745,150.061996759981,2.65941910675726,GALAXY,21.27088,21.03968,19.59083,19.01243,18.43518,5333610054518763520,0.4374152
1891,1237651754534109863,150.103687270315,2.66571851550543,STAR,22.33537,20.90333,20.78679,21.0055,20.96589,5333610879152484352,2.954919
1899,1237651754534175030,150.230814380167,2.57814931446026,STAR,19.78533,19.73078,19.6072,19.61277,19.69431,563112164840204288,1.401678
1902,1237651754534175349,150.208861406757,2.48189857948379,STAR,23.33741,20.62992,20.09778,19.93188,19.79474,5333431933635063808,3.365
1903,1237651754534175110,150.267730353122,2.55203453894263,GALAXY,21.43484,19.66036,18.35218,17.83988,17.46656,5333633694018760704,0.266953
1905,1237651754534175193,150.150254537576,2.47512560621889,GALAXY,22.89773,22.45775,21.25156,20.32657,19.91586,5333442928751341568,0.6879219
1908,1237651754534175555,150.292495579358,2.5450639280259,STAR,22.15266,21.39664,21.23968,21.32668,21.61949,5333634243774574592,2.653041
1913,1237651754534240606,150.334434345094,2.56147442126375,STAR,20.08826,20.18927,20.17706,19.90894,20.04288,563109690939041792,1.835898
1914,1237651754534240549,150.379793947154,2.49019154232648,GALAXY,23.5765,20.63115,18.88491,18.25432,17.9066,563110515572762624,0.3494694
1925,1237651754548723736,183.435483418708,2.95995360131172,STAR,19.54566,19.39424,19.39803,19.20914,19.15831,583345107768469504,1.697751
1927,1237651754548724033,183.47257176926,2.92684660157452,GALAXY,21.4692,20.89409,19.55652,18.86125,18.35906,5346957026218668032,0.4921334
1928,1237651754548789428,183.594619942007,2.96369591842253,GALAXY,20.93836,20.76801,19.60011,18.84529,18.62705,5346944106957041664,0.4847991
1929,1237651754550493285,187.524353295098,3.03450863148116,STAR,19.13795,18.92729,18.90031,18.73719,18.81382,584514988157200384,1.611581
1930,1237651754550493318,187.564668171176,3.04851192640607,GALAXY,18.84092,17.82434,17.10017,16.39987,16.32584,585585912566540288,0.1376991
1931,1237651754550493254,187.614164547222,3.10762734069233,STAR,19.0619,18.53952,18.59261,18.4675,18.44683,585587012078168064,0.6278303
1932,1237651754550493338,187.607792274939,3.09317136982009,STAR,19.87313,19.72791,19.43121,19.5537,19.53944,585585362810726400,1.051295
1933,1237651754550558860,187.727967780153,3.09365667299499,STAR,19.84772,19.44651,19.13233,18.83996,18.58669,585596357927004160,0.4277354
1934,1237651754550624260,187.779598866917,2.95681457031245,STAR,18.09378,17.81831,17.88673,17.98897,17.89389,585598007194445824,0.7438639
1936,1237671266571780412,191.228466233446,3.09085708464764,GALAXY,20.48996,19.98919,19.27086,19.03531,18.53675,5353714075380150272,0.3288778
1938,1237671764250985226,191.295247655436,2.98529955567171,GALAXY,21.67053,21.56385,20.47181,19.34821,19.06255,5353701980752244736,0.6639509
1945,1237674604288213100,210.194057905363,2.79533830283502,GALAXY,20.46007,18.34531,17.31694,16.85646,16.50908,597991423022753792,0.1359983
1947,1237674604288213250,210.201122714757,2.78401381165843,GALAXY,22.62346,19.8974,18.34821,17.79957,17.42739,4540907245869395968,0.2563751
1965,1237651754560520506,210.443885660473,2.74298093638837,STAR,25.3979,21.49747,18.97582,18.6029,18.43879,598005166918100992,4.417875
1965,1237651754560520506,210.443885660473,2.74298093638837,STAR,25.3979,21.49747,18.97582,18.6029,18.43879,599072517243561984,4.41824
1965,1237651754560520506,210.443885660473,2.74298093638837,STAR,25.3979,21.49747,18.97582,18.6029,18.43879,4540918240985673728,4.424509
1966,1237651754560520650,210.40398283681,2.74234444557686,STAR,22.55993,21.7093,21.60825,21.67039,21.09087,4544403143056355328,2.307489
1970,1237651754563993879,218.461105594545,2.63160490857081,STAR,20.43344,19.8221,19.78792,19.77292,19.48636,4530852767057244160,2.350593
1971,1237651755078189211,166.484118207839,3.2119857870061,GALAXY,19.58327,18.51327,17.62577,17.29539,16.42145,573171877975975936,0.353805
1972,1237651755079827560,170.309260271916,3.42965983702629,GALAXY,17.47213,17.28878,17.05413,16.66046,16.66357,575456667534125056,0.1520546
1973,1237651755079827726,170.312609449321,3.26594912882783,STAR,20.56694,20.66602,20.68442,20.52054,20.77677,5326895337444143104,1.873287
1973,1237651755079827726,170.312609449321,3.26594912882783,STAR,20.56694,20.66602,20.68442,20.52054,20.77677,5369473929843503104,1.87319
1974,1237651755079827737,170.350701313491,3.26904931379464,GALAXY,21.07138,20.50362,20.40278,20.25769,20.19297,5326896436955770880,0.8358796
1975,1237651755079827794,170.243824335229,3.28312555582,GALAXY,21.74695,20.24604,18.93827,18.55493,18.18664,5326895887199956992,0.2615137
1978,1237671128590581926,178.101464898999,3.49738165778331,GALAXY,20.51244,19.92767,19.72951,19.21311,19.07567,579953660277057536,0.5729228
1979,1237671128590581766,178.156578580442,3.47269429654907,GALAXY,17.29449,15.37165,14.37164,13.95041,13.62664,945789771559495680,0.08047834
1980,1237671140945887643,178.309825715634,3.44959059536178,STAR,21.3646,20.67795,20.12726,19.18856,19.38329,579962731247986688,0.5748858
1987,1237671140945887493,178.371462824299,3.44532947022305,STAR,20.24121,19.89948,19.74454,19.59303,19.5443,5364960980055552000,1.475804
1993,1237651755087233279,187.206052684563,3.54609508137251,STAR,19.22949,19.03509,18.88962,18.6339,18.62802,585558699653752832,1.527738
1996,1237651755087233432,187.304608419796,3.53854284514987,STAR,21.75283,21.16618,21.00156,21.09796,21.12721,5350503501309603840,2.370983
1999,1237651755087298777,187.377633468618,3.49516213141367,GALAXY,19.42175,17.1796,16.20782,15.74583,15.39006,585557600142125056,0.07830956
2004,1237671763177505030,192.266658184652,3.45458214777877,STAR,20.17557,20.34008,20.36339,20.25932,20.05422,5356038992599642112,1.994063
2005,1237671763177439590,192.218893569328,3.3525350648,STAR,20.59283,20.55218,20.25537,20.25253,20.13323,5356039542355456000,1.374205
2010,1237651755089920058,193.445856131027,3.44176995323731,GALAXY,16.85064,15.58758,14.79053,14.39999,14.11228,588947664972834816,0.06564713
2012,1237651755089920256,193.434643929582,3.38258685682651,STAR,20.55124,20.5948,20.29713,20.28848,20.2615,5355988415064764416,1.375804
2013,1237651755089920247,193.403295820029,3.50464103431156,STAR,21.34062,20.89236,20.60614,20.45041,19.93195,5355977969704300544,0.888917
2033,1237651822175781428,223.440870421849,3.66568595348854,GALAXY,22.29737,21.22335,20.14443,19.71667,19.299,5379588333532540928,0.3918839
2039,1237651822175846559,223.594995820911,3.60291883955337,GALAXY,24.79817,19.60209,18.1041,17.519,17.14326,662067937049339904,0.2712112
2039,1237651822175846559,223.594995820911,3.60291883955337,GALAXY,24.79817,19.60209,18.1041,17.519,17.14326,662071235852658688,0.2711385
2040,1237651822175846740,223.585989438496,3.66223277797084,STAR,21.92992,21.13586,20.65333,20.28015,20.17151,5379577338416263168,1.564114
