Name,type,RA,Dec,Mv,Mstar,Re,Sig
VCC1861,dEsdS0s,190.244,11.184486,-17.3,1.88E+09,1492.8,40.4
VCC1871,dEsdS0s,190.315542,11.387244,-17.6,3.13E+09,552.6,68
VCC1876/IC3658,dEsdS0s,190.335,14.700556,-16.5,5.96E+08,682,26.7
VCC1910,dEsdS0s,190.536083,11.754286,-17.4,2.60E+09,1044.7,39
VCC2019,dEsdS0s,191.335083,13.692661,-17,9.89E+08,1233.4,44
VCC2048,dEsdS0s,191.81375,10.203583,-18,3.43E+09,1009.1,33
VCC2050,dEsdS0s,191.836,12.166428,-16.4,5.19E+08,865,32
CanisMajor,dSphs,108.145833,-27.666667,-14.4,4.90E+07,210,20
SagittariusdSph,dSphs,283.83125,-30.545278,-13.5,2.10E+07,2587,11.4
SegueI,dSphs,151.766667,16.081944,-1.5,3.40E+02,29,3.9
UrsaMajorII,dSphs,132.875,63.13,-4.2,4.10E+03,149,6.7
BootesII,dSphs,209.5,12.85,-2.7,1.00E+03,51,10.5
SegueII,dSphs,34.816667,20.175278,-2.5,8.60E+02,35,3.4
Willman1,dSphs,162.3375,51.05,-2.7,1.00E+03,25,4.3
ComaBerenices,dSphs,186.745833,23.904167,-4.1,3.70E+03,77,4.6
BootesIII,dSphs,209.3,26.8,-5.8,1.70E+04,1360,14
BootesI,dSphs,210.025,14.5,-6.3,2.90E+04,242,2.4
Draco,dSphs,260.051667,57.915278,-8.8,2.90E+05,221,9.1
UrsaMinor,dSphs,227.285417,67.2225,-8.8,2.90E+05,181,9.5
Sculptor,dSphs,15.039167,-33.709167,-11.1,2.30E+06,283,9.2
SextansI,dSphs,153.2625,-1.614722,-9.3,4.40E+05,695,7.9
UrsaMajorI,dSphs,158.72,51.92,-5.5,1.40E+04,319,7.6
Carina,dSphs,100.402917,-50.966111,-9.1,3.80E+05,250,6.6
Hercules,dSphs,247.758333,12.791667,-6.6,3.70E+04,330,3.7
Fornax,dSphs,39.997083,-34.449167,-13.4,2.00E+07,710,11.7
LeoIV,dSphs,173.2375,0.533333,-5.8,1.90E+04,206,3.3
CanesVenaticiII,dSphs,194.291667,34.320833,-4.9,7.90E+03,74,4.6
LeoV,dSphs,172.79,2.22,-5.2,1.10E+04,135,3.7
PiscesII,dSphs,344.629167,5.9525,-5,8.60E+03,58,
CanesVenaticiI,dSphs,202.014583,33.555833,-8.6,2.30E+05,564,7.6
LeoII,dSphs,168.37,22.151667,-9.8,7.40E+05,176,6.6
LeoI,dSphs,152.117083,12.306389,-12,5.50E+06,251,9.2
AndromedaIX,dSphs,13.220833,43.195833,-8.1,1.50E+05,557,10.9
AndromedaI,dSphs,11.415833,38.041111,-11.9,3.90E+06,672,10.2
AndromedaXVII,dSphs,9.279167,44.322222,-8.5,2.60E+05,286,2.9
AndromedaXXVII,dSphs,9.362917,45.386944,-7.9,1.20E+05,434,14.8
AndromedaIII,dSphs,8.890833,36.497778,-10.2,8.30E+05,479,9.3
AndromedaXXV,dSphs,7.537083,46.851944,-9.7,6.80E+05,709,3
AndromedaXXVI,dSphs,5.94,47.916111,-7.1,6.00E+04,222,8.6
AndromedaV,dSphs,17.57125,47.628056,-9.5,3.90E+05,315,11.5
AndromedaXI,dSphs,11.583333,33.801389,-6.8,4.90E+04,157,4.6
AndromedaXIX,dSphs,4.88375,35.043611,-9,4.30E+05,1479.5,4.7
AndromedaXXIII,dSphs,22.340833,38.718889,-10.2,1.10E+06,1029,7.1
AndromedaXX,dSphs,1.877917,35.132222,-6.1,2.90E+04,124,7.1
AndromedaXIII,dSphs,12.9625,33.004444,-6.5,4.10E+04,207,5.8
AndromedaX,dSphs,16.640417,44.804444,-7.5,9.60E+04,265,6.4
AndromedaXXI,dSphs,358.69875,42.470833,-9.8,7.60E+05,875,4.5
AndromedaXIV,dSphs,12.895833,29.696944,-8.6,2.00E+05,363,5.3
AndromedaXII,dSphs,11.8625,34.374722,-6.5,3.10E+04,304,2.6
AndromedaXV,dSphs,18.577917,38.1175,-9.4,4.90E+05,222,4
AndromedaII,dSphs,19.124167,33.419167,-12.6,7.60E+06,1176,7.8
AndromedaXXIX,dSphs,359.731667,30.755556,-8.3,1.80E+05,361,
AndromedaXXIV,dSphs,19.625,46.366111,-7.6,9.30E+04,367,
AndromedaVII,dSphs,351.632083,50.675833,-13.2,9.50E+06,776,13
AndromedaVI,dSphs,357.942917,24.5825,-11.5,2.80E+06,524,12.4
AndromedaXXII,dSphs,21.916667,28.090278,-6.8,3.40E+04,217,2.8
AndromedaXVI,dSphs,14.874167,32.376667,-9,4.10E+05,136,3.8
AndromedaXXVIII,dSphs,338.171667,31.216111,-8.5,2.10E+05,213,6.6
Cetus,dSphs,6.545833,-11.044444,-11.3,2.60E+06,703,17
PegasusdIrr,dSphs,352.15125,14.743056,-12.2,6.61E+06,562,
LeoT,dSphs,143.7225,17.051389,-8,1.40E+05,120,7.5
AndromedaXVIII,dSphs,0.560417,45.088889,-9.4,6.30E+05,363,9.7
Aquarius,dSphs,311.715833,-12.848056,-10.6,1.60E+06,458,
Tucana,dSphs,340.456667,-64.419444,-9.5,5.60E+05,284,15.8
UGC4879,dSphs,139.009167,52.84,-12.5,8.30E+06,162,9.4
ESO410-G005,dSphs,3.881667,-32.18,-11.5,3.50E+06,280,
KKR25,dSphs,243.45,54.371111,-10.9,1.40E+06,222,
ESO294-G010,dSphs,6.639167,-41.855278,-11.2,2.70E+06,248,
NGC4472,NSCs,187.444992,8.000411,-13.1,7.13E+07,6.8,
NGC4550,NSCs,188.87755,12.220956,-14.4,2.23E+08,25.9,
NGC4474,NSCs,187.4731,14.068672,-11.7,2.20E+07,2.8,
NGC4379,NSCs,186.311387,15.607497,-13.2,8.43E+07,12.9,
NGC4387,NSCs,186.423812,12.810358,-13,6.32E+07,16.7,
NGC4476,NSCs,187.496171,12.348669,-11.8,2.03E+07,2.1,
NGC4551,NSCs,188.90825,12.264011,-14.2,2.07E+08,40.1,
NGC4458,NSCs,187.239717,13.241917,-16.1,8.91E+08,62.5,
NGC4623,NSCs,190.5446,7.676933,-14,1.63E+08,47.9,
NGC4452,NSCs,187.180454,11.755033,-10.9,3.95E+06,4.8,
NGC4479,NSCs,187.576429,13.577467,-10.9,9.10E+06,4.2,
NGC4482,NSCs,187.543075,10.779478,-11.9,1.35E+07,3.1,
NGC4352,NSCs,186.020921,11.218025,-11.5,1.09E+07,3.3,
IC3468,NSCs,188.059204,10.251542,-11.2,6.95E+06,2.9,
IC3773,NSCs,191.8136,10.203444,-10,2.01E+06,2.7,
IC3653,NSCs,190.315504,11.387181,-12.7,2.89E+07,9.3,
IC809,NSCs,190.536088,11.754433,-11.6,9.57E+06,3,
IC3328,NSCs,186.491517,10.053714,-12.4,1.89E+07,12.6,
IC3065,NSCs,183.802263,14.43285,-9.3,8.43E+05,2.1,
IC3442,NSCs,187.834129,14.115186,-10.3,2.38E+06,3.2,
IC3381,NSCs,187.061892,11.789914,-11.3,8.53E+06,2.2,
IC3652,NSCs,190.244108,11.184408,-11.3,5.98E+06,10.3,
UGC7436,NSCs,185.581375,14.760586,-8.9,1.05E+06,14.1,
IC3470,NSCs,188.097304,11.263211,-11.8,1.01E+07,18.9,
UGC7399A,NSCs,185.203154,17.487261,-11.4,6.32E+06,6.9,
IC3735,NSCs,191.3349,13.692706,-11.1,5.50E+06,2.6,
IC3032,NSCs,182.78235,14.275047,-9.2,7.76E+05,2.6,
VCC200,NSCs,184.140379,13.031244,-8.5,4.19E+05,3.6,
IC3509,NSCs,188.548188,12.048858,-9.5,1.13E+06,3.5,
NGC4467,NSCs,187.376113,7.99295,-12.3,1.88E+07,9.7,
IC3383,NSCs,187.051546,10.297692,-10.3,2.27E+06,3.2,
VCC1627,NSCs,188.905137,12.382067,-12.7,3.83E+07,15.8,
IC798,NSCs,188.139158,15.415494,-11.8,1.35E+07,4.8,
IC3103,NSCs,184.368552,9.360451,-11.1,5.28E+06,2.8,
IC3779,NSCs,191.834504,12.16655,-9,6.86E+05,5.6,
IC3292,NSCs,186.201538,18.195078,-10.2,2.18E+06,3.2,
IC3635,NSCs,190.055558,12.874994,-9.9,1.59E+06,4.7,
NGC4309A,NSCs,185.56125,7.167167,-10.1,2.30E+06,2.5,
IC3461,NSCs,188.011446,11.889767,-11,4.33E+06,10.9,
VCC1886,NSCs,190.414217,12.247397,-9.3,9.68E+05,3.1,
VCC1199,NSCs,187.395767,8.057947,-11.7,1.40E+07,5.5,
VCC1539,NSCs,188.528079,12.741597,-10.5,3.07E+06,19.9,
VCC1185,NSCs,187.348067,12.450561,-10.5,2.72E+06,4.3,
IC3490,NSCs,188.307925,10.928536,-9,6.24E+05,4.4,
VCC1661,NSCs,189.103254,10.384653,-11.1,5.08E+06,6.4,
UGC06983,NSCs,179.786392,52.707786,-10,1.60E+06,2.3,
ESO358-5,NSCs,51.819208,-33.486111,-10.5,2.48E+06,4.5,
NGC0300,NSCs,13.722829,-37.684381,-9.8,3.17E+06,2.9,
NGC0428,NSCs,18.232121,0.981581,-11.8,1.87E+07,3.4,
NGC0450,NSCs,18.876958,-0.860828,-12.4,7.76E+06,24.3,
NGC1493,NSCs,59.364092,-46.210739,-12.4,1.07E+07,2.6,
NGC2552,NSCs,124.831583,50.005778,-11.1,4.26E+06,2.2,
NGC2805,NSCs,140.085021,64.102767,-12.6,1.30E+07,7.6,
NGC3346,NSCs,160.912033,14.871983,-10.8,3.77E+06,1.8,
NGC3423,NSCs,162.809754,5.8401,-11.1,3.30E+06,4.2,
NGC3445,NSCs,163.647779,56.990686,-12.4,1.82E+07,3.7,
NGC4411b,NSCs,186.696733,8.884567,-12.4,8.47E+06,9,
NGC4625,NSCs,190.469587,41.273719,-10.8,1.85E+06,28.8,
NGC4701,NSCs,192.298171,3.388728,-13,1.59E+07,2.4,
NGC4775,NSCs,193.440446,-6.622147,-13.5,2.47E+07,4.2,
NGC5068,NSCs,199.728363,-21.0391,-10.3,5.12E+06,7.5,
NGC5585,NSCs,214.95085,56.72905,-10.8,2.24E+06,3.3,
NGC5668,NSCs,218.351379,4.450486,-12.3,1.05E+07,4.4,
NGC5964,NSCs,234.401583,5.973583,-11.5,1.02E+07,5,
NGC6509,NSCs,269.855287,6.287067,-11.9,1.60E+07,2.8,
UGC3574,NSCs,103.293571,57.177761,-11.1,3.74E+06,7.7,
UGC12732,NSCs,355.1665,26.236056,-10.1,3.38E+06,3.9,
NGC104,GCs,6.022329,-72.081444,-9.4,1.12E+06,4.1,11
NGC288,GCs,13.1885,-26.582611,-6.8,7.08E+04,5.7,2.9
NGC362,GCs,15.809417,-70.848778,-8.4,3.39E+05,2,6.4
NGC1261,GCs,48.067542,-55.216222,-7.8,1.59E+05,3.3,
Pal1,GCs,53.3335,79.581056,-2.5,4.68E+03,1.4,
AM1,GCs,58.76125,-49.614444,-4.7,1.10E+04,17.6,
Pal2,GCs,71.524625,31.3815,-8,7.08E+05,2.6,
NGC1851,GCs,78.528167,-40.046556,-8.3,3.09E+05,1.8,10.4
NGC1904,GCs,81.044125,-24.52425,-7.9,1.59E+05,2.4,5.3
NGC2298,GCs,102.247542,-36.005306,-6.3,3.09E+04,2.4,
NGC2419,GCs,114.535458,38.881917,-9.4,8.91E+05,19.9,4
NGC2808,GCs,138.012917,-64.8635,-9.4,8.51E+05,2.2,13.4
Pal3,GCs,151.379,0.070944,-5.7,4.47E+04,17.4,
NGC3201,GCs,154.403417,-46.412472,-7.4,1.10E+05,3.9,5
Pal4,GCs,172.32,28.973611,-3.1,3.80E+04,16.3,
NGC4147,GCs,182.525621,18.542161,-6.2,4.57E+04,2.7,2.6
NGC4590,GCs,189.866583,-26.744056,-7.4,9.12E+04,4.5,2.5
NGC5024,GCs,198.230208,18.168167,-8.7,4.47E+05,6.8,4.4
NGC5053,GCs,199.112875,17.70025,-6.8,6.31E+04,12.4,1.4
NGC5139,GCs,201.697,-47.479472,-10.3,2.34E+06,7.7,16.8
NGC5272,GCs,205.548417,28.377278,-8.9,3.80E+05,7,5.5
NGC5286,GCs,206.611708,-51.37425,-8.7,4.47E+05,2.3,8.1
NGC5466,GCs,211.363708,28.534444,-7,5.89E+04,10.6,1.7
NGC5634,GCs,217.405333,-5.976417,-7.7,1.38E+05,6.3,
NGC5694,GCs,219.902167,-26.538333,-7.8,2.14E+05,4,5.8
IC4499,GCs,225.077375,-82.213778,-7.3,1.26E+05,9.4,2.5
NGC5824,GCs,225.994217,-33.068528,-8.9,6.46E+05,4.2,11.6
Pal5,GCs,229.022083,-0.111389,-5.2,1.48E+04,18.4,1.1
NGC5897,GCs,229.351667,-21.010111,-7.2,1.02E+05,7.4,
NGC5904,GCs,229.638417,2.081028,-8.8,4.47E+05,3.9,5.5
NGC5986,GCs,236.5125,-37.786417,-8.4,2.82E+05,3,
Pal14,GCs,242.745833,14.961667,-4.8,1.23E+04,25.1,0.4
NGC6093,GCs,244.260042,-22.976083,-8.2,2.75E+05,1.8,12.4
NGC6121,GCs,245.89675,-26.52575,-7.2,1.12E+05,2.8,4
NGC6101,GCs,246.4505,-72.202194,-6.9,5.75E+04,4.7,
NGC6139,GCs,246.916613,-38.849175,-8.4,3.24E+05,2.5,
NGC6171,GCs,248.13275,-13.053778,-7.1,7.94E+04,3.2,4.1
NGC6205,GCs,250.423475,36.461319,-8.6,3.72E+05,3.8,7.1
NGC6229,GCs,251.744338,47.526772,-8.1,2.29E+05,3.2,
NGC6218,GCs,251.809083,-1.948528,-7.3,8.91E+04,2.5,4.5
NGC6235,GCs,253.355667,-22.177444,-6.3,6.92E+04,3.3,
NGC6254,GCs,254.287708,-4.100306,-7.5,1.51E+05,2.5,6.6
NGC6266,GCs,255.3025,-30.112361,-9.2,7.24E+05,1.8,14.3
NGC6273,GCs,255.657042,-26.267944,-9.1,6.92E+05,3.3,
NGC6287,GCs,256.289458,-22.707889,-7.4,1.15E+05,2,
NGC6316,GCs,259.155917,-28.14,-8.3,2.34E+05,2.1,
NGC6341,GCs,259.280792,43.135944,-8.2,2.69E+05,2.4,6
NGC6333,GCs,259.799083,-18.51625,-7.9,2.14E+05,2.2,
NGC6356,GCs,260.895792,-17.813028,-8.5,5.89E+05,3.6,
NGC6366,GCs,261.934333,-5.079861,-5.7,6.03E+04,3.1,1.3
NGC6362,GCs,262.979125,-67.048333,-6.9,1.07E+05,4.5,2.8
NGC6388,GCs,264.072754,-44.73565,-9.4,1.05E+06,1.5,18.9
NGC6402,GCs,264.400625,-3.245917,-9.1,6.31E+05,3.5,
NGC6440,GCs,267.219458,-20.359583,-8.8,5.89E+05,1.2,
NGC6441,GCs,267.554417,-37.051444,-9.6,1.45E+06,2,18
NGC6496,GCs,269.765333,-44.265944,-7.2,5.75E+04,3.4,
NGC6535,GCs,270.960458,-0.297639,-4.8,3.39E+03,1.7,2.4
NGC6528,GCs,271.206708,-30.055778,-6.6,1.20E+05,0.9,
NGC6539,GCs,271.20725,-7.585861,-8.3,3.02E+05,4.2,
NGC6541,GCs,272.009833,-43.714889,-8.5,2.09E+05,2.2,8.2
NGC6553,GCs,272.315333,-25.90775,-7.8,3.16E+05,1.8,
IC1276,GCs,272.684417,-7.207583,-6.7,1.26E+05,3.7,
NGC6569,GCs,273.412,-31.826444,-8.3,2.82E+05,2.5,
NGC6584,GCs,274.656667,-52.215778,-7.7,1.05E+05,2.8,
NGC6638,GCs,277.734375,-25.496417,-7.1,1.32E+05,1.4,
NGC6637,GCs,277.84625,-32.348083,-7.6,2.46E+05,2.2,
NGC6652,GCs,278.940125,-32.990722,-6.7,5.75E+04,1.4,
NGC6656,GCs,279.09975,-23.90475,-8.5,3.63E+05,3.1,7.8
NGC6712,GCs,283.268,-8.705972,-7.5,1.70E+05,2.7,4.3
NGC6715,GCs,283.763875,-30.479861,-10,1.95E+06,6.4,10.5
NGC6723,GCs,284.888125,-36.63225,-7.8,1.91E+05,3.9,
NGC6760,GCs,287.80025,1.030472,-7.8,2.75E+05,2.7,
NGC6779,GCs,289.148208,30.183472,-7.4,1.48E+05,3.2,4
Terzan7,GCs,289.433,-34.657722,-5,5.50E+04,5.2,
Pal10,GCs,289.50875,18.571667,-5.8,5.50E+05,4.2,
NGC6809,GCs,294.998792,-30.96475,-7.6,9.77E+04,4.4,4
Pal11,GCs,296.31,-8.007222,-6.9,5.01E+05,5.5,
NGC6864,GCs,301.520171,-21.922261,-8.6,4.47E+05,2.8,10.3
NGC6934,GCs,308.547375,7.404472,-7.4,1.59E+05,3.1,5.1
NGC6981,GCs,313.365417,-12.537306,-7,1.00E+05,4.6,
NGC7006,GCs,315.372771,16.187914,-7.7,1.59E+05,5.3,
NGC7089,GCs,323.362583,-0.82325,-9,6.92E+05,3.6,8.2
Pal12,GCs,326.661833,-21.252611,-4.5,5.62E+03,9.5,
NGC7492,GCs,347.111167,-15.611472,-5.8,2.75E+04,8.6,1.2
AU010,GCs,10.742179,41.281242,-7.6,1.24E+05,2,8
B005-G052,GCs,10.084663,40.732864,-9.3,1.15E+06,2.3,17.3
B006-G058,GCs,10.110367,41.457419,-9.4,1.18E+06,1.9,13.2
B008-G060,GCs,10.126204,41.269092,-8.6,3.10E+05,3.2,7.6
B010-G062,GCs,10.131525,41.239594,-8.4,2.70E+05,6.7,6.7
B012-G064,GCs,10.135275,41.362286,-9.8,1.00E+06,3.6,20.4
B013-G065,GCs,10.16015,41.423256,-7.8,2.05E+05,6.5,5
B017-G070,GCs,10.202983,41.202003,-9.9,1.32E+06,3.1,13.2
B019-G072,GCs,10.218871,41.314836,-10.2,1.91E+06,2.7,19.3
B020-G073,GCs,10.230254,41.69035,-9.7,1.63E+06,3.2,16.9
B020D-G089,GCs,10.321825,41.135886,-8.5,2.35E+05,2.8,7.6
B021-G075,GCs,10.245837,41.094189,-8.4,3.40E+05,2.9,5.7
B023-G078,GCs,10.254946,41.229386,-11.4,6.79E+06,3.5,33
B025-G084,GCs,10.302337,41.007828,-8.8,3.56E+05,1.7,10
B026-G086,GCs,10.310646,41.411164,-7.8,2.35E+05,2.4,5.4
B027-G087,GCs,10.310525,40.930814,-9.4,7.98E+05,3,13.6
B028-G088,GCs,10.318679,40.98425,-8.2,2.52E+05,2.4,6.7
B029-G090,GCs,10.324342,41.006344,-8.6,6.48E+05,5,7.1
B030-G091,GCs,10.328025,40.954342,-9.1,6.63E+05,2,8.9
B031-G092,GCs,10.337167,40.984508,-7.7,2.05E+05,1.8,6.4
B034-G096,GCs,10.367138,40.897117,-9.5,1.32E+06,2.2,14.3
B035,GCs,10.385775,41.642417,-7.6,1.83E+05,1.3,6.9
B036,GCs,10.3868,41.434775,-7.9,2.15E+05,1.9,6.6
B037-V327,GCs,10.395821,41.248661,-10.7,6.34E+06,4.1,21.2
B038-G098,GCs,10.399821,41.320808,-9.2,4.28E+05,1.9,12.9
B039-G101,GCs,10.407838,41.347261,-10.1,1.59E+06,2.8,15.4
B042-G104,GCs,10.423625,41.123969,-10.7,2.05E+06,2,24.9
B045-G108,GCs,10.429617,41.572219,-9.2,8.35E+05,2.9,10.6
B045D,GCs,10.541158,41.354033,-6.8,7.44E+04,1.2,2.6
B050-G113,GCs,10.442779,41.538467,-8.5,3.48E+05,1.7,8.9
B056-G117,GCs,10.46315,40.961128,-7.9,4.49E+05,1.9,6.9
B057-G118,GCs,10.470138,40.867981,-7.2,9.16E+04,2.7,6
B058-G119,GCs,10.470867,40.786014,-9.9,1.35E+06,2.3,23
B060-G121,GCs,10.487525,41.087333,-8.2,2.52E+05,1.8,8.2
B063-G124,GCs,10.503633,41.485981,-10.1,2.15E+06,2.4,18.2
B065-G126,GCs,10.508062,40.670278,-8.1,2.00E+05,2.7,6.5
B067-G129,GCs,10.513204,41.073228,-7.5,1.18E+05,3.5,8.2
B068-G130,GCs,10.513363,40.980592,-9.4,1.21E+06,2.6,11.7
B070-G133,GCs,10.528721,41.132336,-8.3,1.49E+05,2.5,10.6
B073-G134,GCs,10.530487,40.989211,-8.9,7.62E+05,1.4,12
B074-G135,GCs,10.533504,41.722672,-8.3,2.64E+05,2.9,7.1
B076-G138,GCs,10.542704,41.089458,-8.2,2.58E+05,2.1,9.3
B080-G141,GCs,10.551538,41.316914,-9,5.27E+05,3.7,7
B082-G144,GCs,10.565983,41.020633,-11.3,4.49E+06,2.8,28.2
B083-G146,GCs,10.5685,41.755767,-8.5,1.79E+05,5.6,4
B085-G147,GCs,10.576008,40.665872,-8.1,2.00E+05,2.5,7.5
B086-G148,GCs,10.577721,41.233925,-9.8,9.59E+05,3,20.8
B087D,GCs,10.745538,41.152453,-7.3,2.30E+05,2.1,6.6
B088-G150,GCs,10.587762,41.537278,-10.5,1.71E+06,3.9,17.1
B090,GCs,10.587983,41.04935,-6.2,1.03E+05,1.8,5.7
B091D-D058,GCs,10.756025,41.504764,-9.8,1.52E+06,1.3,20.9
B093-G155,GCs,10.596392,41.362103,-8.8,4.81E+05,2.7,8.5
B094-G156,GCs,10.604346,40.954892,-9.5,1.29E+06,1.9,12.9
B095-G157,GCs,10.60775,41.093408,-9.7,1.05E+06,3,10.5
B096-G158,GCs,10.608667,41.320775,-9.8,1.08E+06,1.6,13.7
B097-G159,GCs,10.614396,41.425606,-8.7,4.09E+05,1.9,9.3
B098,GCs,10.614146,40.993294,-8.8,5.03E+05,1.2,11.5
B103-G165,GCs,10.623879,41.299339,-10.4,2.20E+06,2.3,18
B104-NB5,GCs,10.624883,41.290433,-7.6,1.00E+05,4,6.7
B107-G169,GCs,10.630229,41.327464,-9.3,8.55E+05,2.8,19.1
B109-G170,GCs,10.634029,41.174408,-8.5,8.35E+05,2.3,9.5
B110-G172,GCs,10.637937,41.057878,-9.6,1.56E+06,2.2,21.2
B111-G173,GCs,10.638213,41.007317,-8.3,2.30E+05,1.9,10.2
B112-G174,GCs,10.638513,41.295106,-8.3,1.10E+06,2.2,11.4
B114-G175,GCs,10.642929,41.212514,-7.5,4.00E+05,1.6,3.9
B115-G177,GCs,10.64335,41.233853,-8.7,1.32E+06,1.8,13.6
B116-G178,GCs,10.643933,41.547547,-9.9,1.29E+06,1.8,16.8
B117-G176,GCs,10.6433,40.952514,-7.8,2.77E+05,3,10
B119-NB14,GCs,10.650338,41.293164,-7.6,2.64E+05,5.1,6.6
B123-G182,GCs,10.669446,41.175919,-7.3,1.87E+05,1.8,7.4
B124-NB10,GCs,10.672667,41.256572,-9.9,3.18E+06,1.6,27.4
B125-G183,GCs,10.676083,41.091931,-8.3,3.10E+05,3.8,9.5
B126-G184,GCs,10.682004,41.211861,-7.7,1.56E+05,2.3,8
B127-G185,GCs,10.685408,41.244836,-10.4,3.48E+06,2.6,24.2
B128-G187,GCs,10.69915,41.187153,-8.2,3.65E+05,1.8,9.3
B130-G188,GCs,10.703596,41.497903,-9,4.09E+05,2.9,10.6
B131-G189,GCs,10.711671,41.285422,-9.6,1.10E+06,1.8,19.2
B134-G190,GCs,10.715325,41.234283,-8.2,3.65E+05,6.3,8
B135-G192,GCs,10.716596,41.518878,-9.4,7.11E+05,2.4,16.8
B138,GCs,10.731729,41.309678,-8.2,4.00E+05,0.7,11.7
B140-G196,GCs,10.744796,41.147975,-7.2,2.25E+05,3.8,4.7
B141-G197,GCs,10.747013,41.546494,-8.6,3.03E+05,3.7,8.4
B143-G198,GCs,10.748546,41.322025,-8.9,8.75E+05,1.4,13.8
B144,GCs,10.749429,41.268208,-8.4,7.44E+05,1.4,10.9
B146,GCs,10.762171,41.256253,-8,3.65E+05,2.5,8.9
B147-G199,GCs,10.763779,41.355981,-8.9,1.13E+06,2.3,10.8
B148-G200,GCs,10.7661,41.301311,-9.6,6.95E+05,1.9,17
B149-G201,GCs,10.772792,41.574197,-8.6,3.82E+05,3.8,10.3
B150-G203,GCs,10.781317,41.33875,-8.4,6.34E+05,2.1,9.3
B151-G205,GCs,10.789821,41.358886,-10.8,4.00E+06,2.9,26.9
B152-G207,GCs,10.791733,41.304386,-8.9,7.62E+05,2.3,10.3
B153,GCs,10.794254,41.247586,-9,7.27E+05,1.4,16.3
B154-G208,GCs,10.801896,41.268022,-8.3,3.82E+05,3.2,7.3
B155-G210,GCs,10.805842,41.057839,-6.9,1.59E+05,1.1,6.5
B158-G213,GCs,10.810025,41.122578,-10.2,2.30E+06,2.2,25.5
B161-G215,GCs,10.814233,41.190319,-8.7,4.09E+05,2.2,11.1
B162-G216,GCs,10.818375,41.401236,-7.9,3.73E+05,2.5,5.8
B163-G217,GCs,10.8235,41.462475,-10.1,2.96E+06,2,21
B164-V253,GCs,10.825683,41.208153,-7.4,1.91E+05,1.7,6.3
B165-G218,GCs,10.8259,41.181878,-8.5,2.41E+05,3.3,8.4
B167,GCs,10.838017,41.235592,-7.7,1.52E+05,1.1,8.4
B168,GCs,10.843858,41.734878,-8.4,5.39E+05,2.2,10.1
B169,GCs,10.845837,41.257042,-8.5,3.56E+05,1.6,8
B170-G221,GCs,10.847867,40.844875,-7.7,1.79E+05,1.7,6
B171-G222,GCs,10.856687,41.260314,-9.8,1.83E+06,2.2,16.9
B174-G226,GCs,10.876262,41.648931,-9.9,1.42E+06,5.1,14.9
B176-G227,GCs,10.876992,40.819694,-8,2.64E+05,6,6.4
B177-G228,GCs,10.877129,41.095092,-6.7,7.11E+04,1.2,4.9
B179-G230,GCs,10.879629,41.304067,-9.4,9.16E+05,2.7,13.3
B180-G231,GCs,10.882221,41.129542,-8.8,5.39E+05,2.1,10.5
B181-G232,GCs,10.885233,41.485314,-7.9,3.48E+05,2.2,7.3
B182-G233,GCs,10.9028,41.136711,-10.1,1.35E+06,2.6,20
B183-G234,GCs,10.903908,41.033981,-9.1,8.35E+05,2.6,10.3
B185-G235,GCs,10.905358,41.245433,-9.5,1.10E+06,1.9,15.2
B187-G237,GCs,10.910938,41.496347,-8.3,2.90E+05,3.1,6.5
B190-G241,GCs,10.930779,41.568267,-8.3,2.70E+05,2.2,8.1
B193-G244,GCs,10.939596,41.615967,-9.8,1.87E+06,1.9,18.5
B194-G243,GCs,10.938304,41.102425,-7.8,1.42E+05,1.7,7.7
B196-G246,GCs,10.952388,40.710239,-7.8,1.45E+05,3.3,5
B199-G248,GCs,10.957604,40.970806,-7.3,1.03E+05,3.1,4.8
B201-G250,GCs,10.970179,41.166078,-8.6,5.15E+05,4.9,7.3
B202-G251,GCs,10.977767,41.008992,-7.3,9.81E+04,3,4.8
B203-G252,GCs,10.982646,41.543114,-8.3,3.03E+05,3.4,6.4
B206-G257,GCs,10.994242,41.504992,-9.7,1.26E+06,3.1,16
B208-G259,GCs,11.000279,41.386567,-7.1,1.71E+05,4.5,5.2
B209-G261,GCs,11.010958,41.424047,-8.3,2.70E+05,1.4,9.2
B211-G262,GCs,11.012187,41.334611,-8.1,2.58E+05,2.5,4.6
B212-G263,GCs,11.012829,41.082297,-9.6,6.95E+05,2.9,13.1
B213-G264,GCs,11.014633,41.510736,-8.1,3.56E+05,1.7,16.2
B215-G266,GCs,11.026667,41.528775,-7.7,2.70E+05,2.9,7.8
B217-G269,GCs,11.044162,41.397511,-8.3,4.19E+05,2.4,7.9
B218-G272,GCs,11.059696,41.322033,-10.2,2.30E+06,3.2,20
B219-G271,GCs,11.062688,40.946492,-8.6,4.70E+05,2.2,8.8
B220-G275,GCs,11.081125,41.509625,-8.3,2.47E+05,5.2,7.1
B221-G276,GCs,11.096096,41.551761,-8.5,3.56E+05,2.9,8
B224-G279,GCs,11.112792,41.480475,-9.6,7.62E+05,8.5,9.9
B225-G280,GCs,11.123167,41.359797,-10.8,4.70E+06,2.2,32
B230-G283,GCs,11.1466,40.953408,-8.8,3.56E+05,2.1,10.4
B231-G285,GCs,11.160617,41.463089,-7.5,1.49E+05,1.3,6.9
B232-G286,GCs,11.167625,41.250117,-9,6.05E+05,2.4,14.3
