objid,ra,dec,devrad_r,fracdev_r,exprad_r,redshift,modelmag_u,modelmag_g,modelmag_r,modelmag_i,modelmag_z,petrorad_r,petroR50_r,snMedian,clean,h_m_2mass,j_m_2mass,k_m_2mass,classification,w1mag,w2mag,w3mag,w4mag
1237650795678597304,135.860916780531,-0.313344417005932,0.05446524,0,0.06523947,0.0006775714,18.80514,17.8749,17.50428,17.35644,17.28571,1.17761,0.6108145,45.5627,1,16.218,16.586,16.622,6,15.965,16.258,11.483,8.791
1237664871899988012,149.015827171481,33.075458381447,0.007458091,0,0.05138254,0.0004967177,18.12628,17.11216,16.79437,16.69023,16.65346,1.126929,0.5792609,53.81377,1,15.535,15.77,15.506,6,15.565,15.606,11.798,8.238
1237665129067315268,148.752543187855,30.0154415154726,1.990698E-05,1,3.178861E-05,0.000483209,18.15259,17.25282,16.94254,16.81164,16.77572,1.332546,0.6730386,35.9127,1,15.463,15.934,15.583,6,15.353,15.385,11.836,8.128
1237660670892769303,157.506715287249,11.6523201049535,0,0,2.25101E-05,0.0004170213,17.75941,16.83626,16.49172,16.35407,16.31011,1.156754,0.5935983,48.08976,1,15.225,15.487,15.329,6,15.16,15.516,11.652,7.613
1237661069258588181,174.114016970811,14.3529591466874,0.0002317695,0,7.162397E-05,0.000917777,19.37298,18.3896,17.92134,17.78996,17.71461,1.050532,0.53271,31.74283,1,9999,9999,9999,6,15.734,16.004,12.007,8.281
1237671126974595141,173.377501358217,-7.89284325326948,0.1044232,1,0.1603605,0.0002724293,18.77377,17.17885,16.55512,16.33957,16.2072,1.343617,0.6803677,72.34404,1,14.688,15.301,14.598,6,14.589,14.845,11.87,8.029
1237674651002732762,180.685841625348,0.560133244006573,0.0004234082,0.1089248,0.004896335,0.0007793992,19.57532,18.40586,17.90433,17.69987,17.62041,1.233016,0.6403303,34.61228,1,16.25,16.262,15.246,6,15.669,15.191,12.043,8.239
1237671763172393017,191.720094809103,-8.13926900061269,0.01809913,1,0.01931932,0.0003793642,18.15133,17.00153,16.62313,16.47538,16.42911,1.16878,0.6120225,65.15101,1,15.362,15.495,15.232,6,15.003,15.189,11.957,8.627
1237671264419643427,192.423014147398,-7.63158667652933,0.03631514,1,0.03571267,0.001051308,18.18498,17.25348,16.83525,16.67178,16.5866,1.232289,0.6350694,42.52374,1,15.395,15.703,15.425,6,15.456,15.57,12.43,8.44
1237658492821438504,192.072488820105,10.091572985846,0.007803453,1,0.009527303,0.0003382644,17.05536,15.7236,15.19639,14.99902,14.92458,1.282584,0.6461923,48.17386,1,13.523,13.928,13.489,6,13.455,13.612,12.299,7.907
1237665428631257109,206.814417663138,28.0979168379002,9.886106E-06,0,0,0.0002534076,18.17318,16.79633,16.29245,16.13633,16.08662,1.242611,0.6358551,64.0815,1,14.833,15.187,14.726,6,14.696,14.747,12.408,8.658
1237664093429694695,116.967326613386,17.4437319816258,0.0274724,0,0.03113343,0.0002138247,16.8353,15.24758,14.63494,18.69806,14.32071,1.318797,0.6646702,58.32871,1,12.977,13.402,12.855,6,12.244,12.303,11.527,8.086
1237673808652992845,116.672616646571,17.5844727784128,0.0427332,1,0.03135188,0.0002581001,18.59546,17.43316,16.91673,16.70076,16.6188,1.231559,0.6309738,29.1719,1,15.264,15.655,14.995,6,14.736,14.672,11.614,8.441
1237674371824681274,116.956984298204,18.3234417817552,0.01238382,0,0.01775902,0.0003544075,16.49915,15.40421,15.1058,15.00552,14.99189,1.200338,0.6230907,56.70808,1,13.956,14.232,13.832,6,13.825,13.865,11.78,8.079
1237661086415651376,117.042014026622,18.6548923144634,0.009841434,0,0.01198614,0.0003651155,20.37044,18.79811,18.04964,17.73716,17.54513,1.124442,0.5705675,28.92498,1,16.207,16.53,15.729,6,15.905,15.6,12.242,8.576
1237667211041899029,125.76522147864,16.0335339829789,1.549839E-05,1,2.420979E-05,0.0004191505,20.10674,18.37956,17.65209,17.39833,17.26906,0.9732803,0.4991033,36.42252,1,15.899,16.234,15.756,6,15.286,15.265,11.352,8.112
1237667253454831972,126.376792149168,16.2295957904792,1.769466E-06,0.8877243,0.0015639,0.0004625563,19.38968,18.08978,17.53837,17.2625,17.13742,1.174529,0.5969245,44.07589,1,15.717,16.092,15.377,6,15.407,15.466,11.898,7.944
1237651273497903134,127.47950887108,53.2370250848871,3.265049E-06,1,0.005143117,0.0005953604,17.45465,16.44301,16.09295,15.96196,15.91229,1.332558,0.6814269,62.6516,1,14.843,15.063,14.832,6,14.839,15.049,12.122,8.757
1237667429551374760,128.383075326725,15.4299404878049,0.01246646,0,0.01575509,0.0004118687,20.61466,18.49595,17.63139,17.33045,17.18311,1.142384,0.5804225,36.39488,1,15.567,16.152,15.145,6,15.447,15.277,11.034,7.34
1237658297922158654,155.658034293319,5.29144481134626,1.488464E-05,1,0.0005233101,0.0005986904,17.90008,16.95005,16.68494,16.57493,16.56452,1.4707,0.7446579,32.86493,1,15.406,15.779,15.189,6,15.394,15.362,11.146,7.359
1237668495776940119,164.182046716276,16.5659244005802,0.001784966,0,0.002577474,0.000449061,18.62863,17.32633,16.77568,16.54938,16.46988,1.096726,0.5608717,47.05886,1,15.073,15.46,15.133,6,14.883,14.951,11.718,8.5
1237658611442188335,163.399668087025,46.7461069926588,0.06717408,0,0.08423371,0.0002517974,17.47337,16.61058,16.31298,16.20095,16.18523,1.854104,0.9122998,55.15635,1,15.22,15.427,15.481,6,15.097,15.237,12.111,8.635
1237658612515799079,162.656917123034,47.4029597684451,0.0932872,1,0.1456221,0.000613641,18.17967,17.1523,16.82134,16.7014,16.67983,1.56501,0.7793936,42.5671,1,15.553,15.946,15.485,6,15.402,15.766,12.181,8.328
1237664133169872923,171.049640248266,15.7809947904353,0.03270197,0,0.03749259,0.0006789831,17.20244,16.19508,15.79653,15.60787,15.52772,1.3673,0.6996859,59.35276,1,14.171,14.655,14.168,6,14.072,14.099,12.126,8.021
1237661352705654828,178.101665583918,57.0511673085512,0,1,1.31785E-05,0.0002903556,17.79423,16.57132,16.44309,16.45195,16.4591,1.628685,0.8095729,30.12338,1,15.583,15.706,15.749,6,15.535,15.222,11.97,8.204
1237664817677402170,184.567858939506,36.565441482557,0.09663308,1,0.1451553,0.0002417735,18.32906,17.43324,17.10136,16.97084,16.90955,1.468861,0.7415455,36.3693,1,15.902,16.092,15.851,6,15.655,15.991,12.215,8.825
1237648703510609973,200.017618283571,-0.791171645846082,0.00431551,0,0.006833427,0.001118318,17.30007,16.02926,16.2114,16.33109,16.42982,1.289762,0.6572382,64.46774,1,15.841,15.86,15.573,6,15.731,15.247,15.664,8.651
1237648703510216742,199.057656534819,-0.796737718692648,0.06756471,1,0.1233589,0.0002410603,19.27338,17.80709,17.20672,16.97673,16.84363,1.409353,0.7129101,35.83272,1,15.301,15.89,15.746,6,15.379,15.295,12.304,7.999
1237651203158311081,199.988912255436,-0.618828506320141,0.02772906,0,0.03236747,0.0003881718,19.07133,18.00956,17.58011,17.40458,17.31411,1.250378,0.6436521,36.7098,1,16.108,16.268,15.669,6,15.906,15.519,12.119,8.323
1237651204231659605,199.069924436066,0.271520577933622,0.08163622,1,0.1281516,0.0002420539,17.48614,16.42704,15.96724,15.78323,15.69105,1.435295,0.7202241,56.80867,1,14.424,14.89,14.552,6,14.332,14.488,12.236,8.636
1237668590265893033,199.344817881373,17.1676104590476,0,1,0.0001156342,0.0004502763,17.13013,16.24756,15.99078,15.90178,15.89458,1.044108,0.5431101,39.47294,1,14.823,15.05,14.769,6,14.73,14.735,12.495,8.629
1237662199355998319,224.71856305909,9.69996897780623,0.1226253,1,0.1712071,0.0002230638,18.51127,17.4778,17.02597,16.83069,16.72579,1.329348,0.6642991,43.14153,1,15.374,15.946,15.24,6,15.358,15.127,12.166,8.988
1237669518516879453,2.95026015304325,7.92290898466268,0.0006096835,1,0.0006336298,0.0002793744,19.02875,17.94768,17.43265,17.19431,17.11093,0.836014,0.4506659,45.68935,1,15.849,16.338,16.007,6,15.678,15.727,11.806,8.335
1237649962995613801,58.1816205827475,-5.66758175370165,0.06668753,1,0.1142936,0.0002491852,18.2808,16.94282,16.30038,16.03928,15.90615,1.318943,0.6794571,63.85054,1,14.402,14.931,14.313,6,14.05,13.997,10.954,8.338
1237649963532484638,58.0379448531159,-5.37045189280808,0.01672848,0,0.04550495,0.0003324884,20.53433,18.41195,17.47699,17.10276,16.90932,1.458537,0.7401617,38.86893,1,15.172,15.829,14.941,6,14.827,14.953,11.748,8.543
1237648721740956523,119.153559387324,0.257148928623297,0.0001227897,1,4.82121E-05,0.0002639198,20.0613,17.52849,16.37468,15.94831,15.7145,1.103588,0.5698545,48.56179,1,14.006,14.612,13.878,6,13.765,13.876,12.137,8.226
1237648722278089413,119.694352205305,0.643715367391842,0.03294852,0,0.04980111,0.0003538401,19.66591,18.02529,17.39885,17.17807,17.06162,1.228855,0.6279984,33.46059,1,15.603,16.041,15.194,6,15.394,15.388,12.147,8.384
1237648722277695706,118.803687173425,0.770273456655913,1.785332E-05,1,0.0001174321,0.0002838474,21.37421,18.90828,17.66009,17.16954,16.89185,1.145028,0.5909274,26.50578,1,15.078,15.81,15.193,6,14.692,14.642,11.575,8.251
1237671262803132547,119.235735620684,8.56633991149154,0.002714509,1,0.0002837495,0.0005229653,18.39879,17.43372,17.07801,16.95187,16.90763,1.502834,0.7575842,35.37331,1,15.806,16.089,15.648,6,15.348,15.396,12.061,7.794
1237670965376516118,119.754708690665,8.83918208131926,0.01242235,0.9047161,0.0001152101,0.0002483584,18.74587,16.33826,15.26576,14.89279,14.69396,1.096446,0.5640666,61.74527,1,13.002,13.623,12.906,6,12.88,12.918,11.546,8.472
1237670965913125147,119.074004822682,9.08900171955255,0.06978293,0.7969616,0.1082216,0.0002535956,18.35713,17.43594,17.17032,17.08414,17.04975,1.338086,0.686121,36.75639,1,15.983,16.223,15.343,6,15.377,15.192,12.07,8.163
1237667537456988497,119.768732942638,10.6355024377707,0,0,0,0.0002567969,18.49634,17.43372,17.16302,17.0997,17.09333,1.135325,0.5763685,36.91237,1,15.768,16.519,16.396,6,16.208,15.786,12.31,8.234
1237657117873209360,128.209475756418,37.5710807776502,0.02360446,1,0.02804293,0.0003118041,18.50178,16.79394,16.07928,15.79301,15.64049,1.237075,0.6244164,52.80732,1,14.078,14.642,14.004,6,13.791,13.871,11.621,7.923
1237658492799746269,141.941255635244,7.48648403573593,0.08155796,1,0.1240265,0.0002319717,20.79869,18.94636,18.18092,17.88055,17.76545,1.366629,0.6764619,30.10365,1,15.269,16.538,14.945,6,15.279,15.138,11.721,8.369
1237655107834282007,156.158140827282,56.224883646153,0.0490783,1,0.07182571,0.0006450212,18.63963,17.71284,17.36415,17.22477,17.16984,1.378569,0.7022879,38.95527,1,16.022,16.552,15.89,6,15.856,15.407,12.087,8.85
1237674649391726634,179.776086199431,-0.659010408942262,0.0254485,1,0.03200537,0.0006131381,18.56011,17.42082,16.89529,16.68256,16.60427,1.0734,0.5464325,34.65693,1,15.342,15.764,15.339,6,15.084,15.454,11.754,8.427
1237648722304368818,179.791397724795,0.706806144633959,0.0006404502,1,0.002107726,0.0006038875,20.469,17.99222,16.59624,15.99156,15.62904,1.158987,0.6013477,49.59253,1,13.888,14.476,13.626,6,13.58,13.425,12.071,8.156
1237662238006444094,192.328088690919,10.2797203644445,0.00874882,0,0.01178483,0.0004198315,17.0043,15.69929,15.19544,15.00356,14.92063,1.281068,0.6467555,49.78837,1,13.619,14.107,13.387,6,13.456,13.559,11.958,8.245
1237662236948365314,228.265732714257,6.89192058540405,0.006472111,0,0.001095634,0.0002779162,18.3816,17.12501,16.62177,16.44269,16.36219,1.092568,0.56678,31.00922,1,15.135,15.479,14.954,6,15.006,15.017,12.475,8.913
1237674285925597561,72.0534582647788,-4.82954778331821,0.01258223,1,0.01495681,0.0003745026,19.32272,17.97945,17.39974,17.16004,17.02963,1.080413,0.5634422,48.06483,1,15.606,15.999,15.326,6,15.348,15.118,12.084,8.541
1237674286462533883,71.8838737162664,-4.42467928668082,1.546046E-05,1,0.0001027482,0.0003592543,19.96066,18.46814,17.92236,17.74517,17.66633,1.209083,0.6385753,36.27594,1,16.036,16.75,17.074,6,16.27,15.272,11.953,8.471
1237676304020799913,71.1754052366663,-5.34906979164106,0.06617795,1,0.09950753,0.0004167231,19.90493,18.52379,17.90361,17.65914,17.52883,1.419341,0.7218934,33.90704,1,15.794,16.516,16.74,6,15.992,15.853,10.97,7.828
1237663531325194401,110.774195842745,37.8871801006348,0.02611221,0,0.03225799,0.0004337495,16.47758,15.52138,15.26537,15.16223,15.14179,1.051744,0.539086,57.94475,1,14.052,14.288,14.062,6,14.054,14.156,12.262,8.521
1237663531862065270,110.09461380677,38.0583483795436,1.848158E-05,1,0.0003269103,0.0002315778,18.86869,17.45543,16.88033,16.67923,16.56238,1.203006,0.6272165,32.90771,1,15.216,15.628,15.028,6,15.305,15.347,12.132,8.359
1237673808653124019,116.934569423126,17.604312316349,0.0001442555,0,0.0004834808,0.0002805114,20.01375,17.72663,16.66305,16.17686,15.86189,1.11377,0.5778443,48.36355,1,14.088,14.687,13.946,6,13.892,13.844,11.548,7.982
1237661086415585322,116.994476002485,18.4177878779148,0.03120211,0,0.03728345,0.0002412966,17.86207,16.76171,16.35373,16.22129,16.16747,1.147415,0.5866328,38.37589,1,15.108,15.299,14.932,6,14.905,15.52,12.14,8.099
1237667253991768238,126.405598982838,16.5899413863906,0.02633957,1,0.02861379,0.0002361735,18.61945,16.42257,15.56713,15.25897,15.11245,1.221255,0.6160568,55.19748,1,13.597,14.111,13.381,6,13.367,13.338,12.046,8.208
1237651274034250030,125.749424216238,52.6739216277535,0.1117812,1,0.1685113,0.0003259673,21.71168,19.23557,17.79665,17.06548,16.67487,1.649798,0.8237933,28.79941,1,14.838,15.489,14.671,6,14.479,14.474,12.242,8.24
1237651534945714192,127.369548014712,52.7031388593535,2.619286E-05,0,0,0.0002856222,21.7537,18.21178,17.36536,17.08748,16.97293,1.546275,0.7909356,46.77727,1,15.503,15.95,15.309,6,15.383,15.475,12.07,8.329
1237667291573649425,127.906483097081,14.6055509034521,0.325044,0.06180269,0.5259333,0.0003445245,17.90734,16.13948,15.49281,15.2549,15.26927,1.490438,0.7372915,56.2614,1,14.023,14.382,13.904,3,13.527,13.576,12.054,7.886
1237667430088114479,127.868533161668,15.687994445563,4.219593E-06,0,0,0.0005841453,19.26368,17.93225,17.31415,17.07331,16.93484,1.008872,0.5105605,46.16038,1,15.355,15.893,15.45,6,15.524,15.458,11.99,8.456
1237671123223314497,134.128164004674,10.5125263392771,0.01069908,0,0.01466726,0.0005510247,18.87224,17.24389,16.57433,16.29314,16.15729,1.318792,0.6600361,27.06127,1,14.577,15.35,14.479,6,14.443,14.616,11.621,8.296
1237664094514118726,139.145505800086,31.379439947451,0.01878607,0,0.02352779,0.0003507818,19.09105,18.20937,17.92989,17.8253,17.81388,1.254715,0.6329402,30.35908,1,16.276,16.766,15.786,6,16.878,15.969,12.147,9.264
1237660583904739382,146.185807542379,7.64983740080528,0.0003458144,0,0.0008088356,0.0002707119,19.21424,18.2886,17.96091,17.84039,17.77805,1.20956,0.6117907,25.06626,1,16.451,16.805,16.834,6,16.385,15.55,12.161,7.868
1237658297921699941,154.536143350724,5.31420749914685,0.05688173,1,0.07084238,0.0002954896,20.62543,17.97839,16.86346,16.42877,16.1494,1.380677,0.6977668,35.47552,1,14.263,14.895,14.104,6,14.082,14.115,11.554,8.201
1237658203431764001,164.541323418797,47.1074869182546,0.06400891,1,0.07438981,0.0004286639,17.94079,16.51371,15.8669,15.57922,15.41439,1.272805,0.6438257,61.52822,1,13.956,14.465,13.872,6,13.843,13.79,12.097,8.547
1237671165633888282,170.473038933707,-13.0548867299668,0.03440487,0.7142316,0.03426664,0.0002153293,18.42,16.86383,16.26929,16.06441,15.957,1.75217,0.8719986,43.14837,1,14.643,15.073,14.58,6,14.542,14.757,11.917,8.498
1237671166170628137,169.9584958058,-13.1074978303986,0.0695001,1,0.1181947,0.0002145591,18.33407,17.04691,16.51475,16.31005,16.2272,1.74764,0.8786283,39.50573,1,14.749,15.344,14.867,6,14.859,15.083,12.106,8.228
1237657611263738008,170.145324575012,55.9936537400347,2.576142E-05,1,6.617197E-07,0.0005792641,20.18114,17.45917,16.13551,15.69935,15.52399,1.554762,0.7734615,37.49551,1,13.771,14.408,13.633,6,13.489,13.584,12.407,8.847
1237668623018623000,199.651960617396,15.9793557102827,0.00169907,1,0.0003621921,0.0003804421,17.83379,16.76762,16.28238,16.10094,16.02699,1.042967,0.5346591,26.87901,1,14.847,15.197,14.813,6,14.548,14.42,12.127,8.726
1237648702978981963,211.998943389543,-1.11512883915014,0.0001343699,0,0,0.0006160369,18.23066,17.11651,17.03416,17.0365,17.03509,1.310477,0.6653616,32.39436,1,16.282,16.298,16.896,6,16.101,16.125,12.167,8.201
1237653441374912575,352.128077431133,-9.76942135665966,0,1,0.002650363,0.0002312077,17.6963,16.7584,16.41479,16.26674,16.21972,1.479993,0.7553043,77.05594,1,14.965,15.354,14.86,6,14.94,14.986,11.984,8.254
1237673756041216166,109.296908844265,30.4501214663742,0.0009722405,1,0.001801653,0.0002485079,17.96663,16.88744,16.40312,16.21579,16.1187,1.006047,0.5193231,95.96024,1,14.806,15.244,14.757,6,14.705,14.651,12.05,8.241
1237648720667607221,119.996615731466,-0.621612362720165,0,1,0.006104155,0.000297122,18.80296,16.90866,16.17834,15.97693,15.88236,1.520693,0.7651638,51.81718,1,14.441,14.81,14.468,6,14.403,14.524,12.276,8.44
1237667781733253407,120.146527458234,9.15516549426147,0.09584779,0,0.1573747,0.0006754628,17.85491,16.31632,15.64522,15.4259,15.30319,1.135968,0.592674,58.8053,1,13.798,14.297,13.781,6,13.665,13.617,11.822,8.373
1237667781733318725,120.19653461783,9.20493803993591,1.934758E-05,0,3.184731E-06,0.0002448455,16.60121,15.52062,15.25485,15.18038,15.21121,1.150094,0.5890575,84.39792,1,14.207,14.454,14.261,6,14.136,14.3,11.859,8.303
1237667536383181511,119.907195257396,9.74968092578973,4.453831E-05,0,7.249935E-06,0.0004582441,19.98353,18.63489,18.05749,17.83104,17.70324,1.219037,0.6186001,35.87611,1,16.275,16.645,16.037,6,15.867,15.525,11.966,8.516
1237667106886320243,119.61944416726,13.4304790853282,0.01366581,0,0.01770477,0.000248225,18.13836,16.63149,15.94257,15.69254,15.65074,1.069269,0.5592104,41.19995,1,14.29,14.691,14.173,6,13.812,13.852,12.053,8.35
1237664874577658383,119.076945070295,17.3448853792346,0.006057497,0,0.007042258,0.000244816,19.24832,17.85503,17.3917,17.24262,17.18953,1.237872,0.6329761,25.01256,1,15.778,16.488,16.048,6,15.868,15.319,12.11,8.183
1237664093435330788,128.31888113803,24.918012161391,3.276811E-07,1,1.034598E-06,0.0002036043,18.94186,17.56294,17.007,16.80689,16.6758,1.439336,0.7140283,32.1231,1,15.356,15.811,15.197,6,15.269,15.088,11.55,8.036
1237658492263137299,142.61055250135,7.0748166994494,0.001487015,0,0.001662569,0.0003267784,19.07977,17.93427,17.464,17.27419,17.17963,1.280437,0.6497893,40.74173,1,16.137,16.362,16.149,6,15.688,15.542,11.905,8.194
1237657243507884055,141.541233091505,46.6079386744966,0.1048689,1,0.1593914,0.0003701748,17.9115,16.9996,16.73343,16.62506,16.60843,1.894739,0.9177799,40.15329,1,15.536,15.817,15.589,6,15.228,15.423,11.519,8.191
1237658300603826279,149.338166615229,7.06040235542959,0.06554777,1,0.08174835,0.0003406607,17.90862,16.95746,16.65543,16.54543,16.51637,1.403792,0.7189387,38.15711,1,15.439,15.734,15.151,6,15.46,15.581,12.032,8.329
1237665099003527199,149.890008328168,30.4890164705952,7.547312E-07,1,0,0.0002915514,17.12982,15.90372,15.81622,15.83835,15.89436,1.352266,0.6862485,44.72586,1,14.971,15.279,15.143,6,15.08,14.88,12.442,8.458
1237664337712513092,166.604296654354,35.8209150760871,0.03302572,0,0.04334913,0.001134318,17.89139,17.04511,16.79903,16.71623,16.70213,1.35898,0.6874191,32.01569,1,15.842,16.07,15.329,6,15.427,15.421,12.344,8.684
1237661951323537418,173.746976869891,13.3163685382051,0.09009761,1,0.1380982,0.0002538963,18.68685,17.24918,16.6417,16.38266,16.25751,1.900501,0.9254788,59.93273,1,14.884,15.387,14.687,6,14.738,15.004,11.973,8.547
1237674651539537929,180.466587988482,0.885716714711228,0.07070182,0,0.1020877,0.0002700464,17.79472,16.76476,16.38839,16.25241,16.20364,1.292149,0.6769571,68.82682,1,14.881,15.349,15.017,6,14.959,15.018,11.63,8.214
1237674285925531986,71.839085720548,-4.77507074584331,0,1,8.744135E-05,0.0002859742,20.3593,18.5237,17.72766,17.40991,17.2343,1.156858,0.6082873,36.85886,1,15.49,16.173,15.542,6,15.715,15.661,11.682,8.292
1237674285925597331,71.9762075460953,-4.76733732470445,0.02414164,0,0.03010877,0.0003411414,18.91875,17.80636,17.31723,17.12316,17.03218,1.120436,0.5911361,50.22482,1,15.615,16.051,15.507,6,15.214,15.004,11.8,8.469
1237674284851593246,71.7922002184377,-5.81850658251558,0.04143105,1,0.04576178,0.0002067105,19.06544,17.18841,16.37343,15.98927,15.77317,1.135608,0.5849553,67.48067,1,14.153,14.715,14.009,6,13.924,14.11,11.172,7.102
1237673808653583039,118.056025109651,18.0395884074317,1.101833E-06,0.9974744,0.003214146,0.0002193417,19.44072,17.6582,16.98864,16.77074,16.70621,1.05852,0.5482396,33.00453,1,15.555,15.769,15.244,6,15.236,15.002,11.944,8.557
1237673705579151661,117.978684036341,41.7623578932137,0.0007495547,0,0,0.0002570765,19.11991,16.93624,16.0729,15.74065,15.56472,1.167262,0.5907113,96.4485,1,13.949,14.477,13.895,6,13.794,13.868,12.164,8.406
1237651495756300540,117.403752118015,42.4169800907602,0.009360641,1,1.183538E-05,0.0004315796,19.18789,17.8252,17.25442,17.02175,16.91997,1.16143,0.605431,70.41556,1,15.468,16.069,15.256,6,15.376,15.896,12.92,8.388
1237667292646146217,124.945683559765,14.284808653918,0.4039987,0.8738585,0.524024,0.0002951294,17.21618,16.11311,15.65955,15.56213,15.42376,1.939048,0.9335743,50.86293,1,14.285,14.609,14.248,6,14.281,14.306,11.813,8.38
1237667292646146220,124.980546676545,14.2323912485611,0.4345698,0.7503639,0.5155534,0.0002336314,18.76669,17.70273,17.29372,17.07098,16.92951,1.969461,0.9474481,26.90519,1,15.776,16.081,15.589,6,15.803,15.654,11.606,7.785
1237654386268373075,126.729044230454,44.7853485236281,0.03242457,0,0.03583725,0.0007983872,18.37762,17.44663,17.14337,17.03174,17.02263,1.323129,0.6705573,43.7628,1,15.6,16.224,15.742,6,16.167,15.223,12.182,8.173
1237667292647522491,127.96030001136,15.4821937455063,0.008514355,0,0.01102654,0.0002541021,18.26408,17.36356,17.10775,17.01454,16.98738,1.189255,0.6045694,44.06138,1,15.585,16.216,15.726,6,15.894,15.603,11.928,8.081
1237660937164685433,130.93269456681,55.9953389720763,0.02252111,1,0.02640441,0.0004284942,18.47758,17.38869,16.93019,16.73633,16.66808,1.209208,0.615959,40.0505,1,15.217,15.735,15.321,6,15.402,15.263,12.348,8.453
1237664870288392296,146.12870938025,32.4834885786686,0.0001000361,1,1.503295E-05,0.0008336013,18.49668,17.45756,17.15218,17.06667,17.04129,1.112679,0.5660045,25.94761,1,15.885,16.335,15.697,6,15.864,15.517,12.157,8.189
1237667549804167317,155.048214220529,21.4928698354474,8.37722E-05,0,2.442452E-05,0.0003015086,18.53984,17.66672,17.38058,17.24859,17.26424,0.890623,0.4692686,37.9383,1,15.877,16.374,16.001,6,15.943,16.037,11.933,8.532
1237667551418122381,162.961770166907,24.0516308357024,0.002730894,0,0.005144484,0.0006721429,18.93646,17.39009,16.76459,16.49537,16.37337,1.118426,0.578445,46.06672,1,14.843,15.449,14.956,6,14.839,14.629,11.495,8.342
1237658491747762195,192.177740904414,9.12506624429481,1.642629E-05,0.6691051,0.005547468,0.0005216048,17.78197,16.88363,16.66601,16.58712,16.61041,1.45875,0.7373991,37.76273,1,15.603,15.71,15.227,6,15.347,15.194,12.165,8.627
1237648703510216764,199.092886846906,-0.711272651422229,0.04758545,0.9741648,0.05539266,0.0002863149,17.32705,16.03811,15.51668,15.2844,15.16672,1.406193,0.7065098,34.16713,1,13.725,14.244,13.789,6,13.616,13.709,12.09,8.303
1237648722313084966,199.65232143959,0.705886383646,0.07411887,1,0.1076208,0.0004108775,19.25906,17.6674,16.97674,16.73013,16.51035,1.4677,0.7484435,45.22959,1,15.23,15.765,15.022,6,15.059,15.133,12.201,7.919
1237648705120895124,199.202489742639,0.523298806747607,0.5805859,0.7686489,0.9323333,0.0003752895,19.64899,17.89494,16.59595,16.92542,16.55623,2.219749,0.9780266,30.88155,1,14.919,15.406,14.777,6,14.824,14.769,12.091,8.672
1237648704052723785,212.045864730689,-0.273361242458709,0.02692395,0.9987944,0.02689975,0.0003947022,17.72441,16.83494,16.49445,16.36187,16.31086,1.279522,0.6511009,31.64414,1,15.223,15.478,15.167,6,14.791,14.825,12.28,8.222
1237673755504738460,110.434150592763,30.3879911420849,0.002154295,1,0.002110451,0.0005601558,17.30117,16.24048,15.95549,15.86396,15.86306,1.084075,0.5773245,46.67537,1,14.785,15.111,14.575,6,14.245,14.086,12.09,7.953
1237648722277761659,119.041262947275,0.648829895711024,3.407241E-05,0,0,0.0003039076,18.2879,16.63781,15.98199,15.75223,15.64084,1.124294,0.5810509,53.92564,1,14.291,14.691,14.111,6,14.178,14.475,11.897,8.29
1237664834848752053,119.810312351107,16.563406103597,0.0001396656,1,1.668452E-05,0.0002099108,21.25176,18.51246,17.36153,16.91687,16.65971,1.133179,0.5919707,31.38416,1,14.916,15.623,14.831,6,14.673,15.052,11.911,8.293
1237664667887206483,128.791621862837,24.4858720888595,0.07582596,1,0.112392,0.0006596546,18.51252,17.53896,17.27766,17.17557,17.14087,1.50672,0.75637,48.76151,1,15.825,16.264,16.001,6,16.09,16.247,11.798,8.427
1237664092898852871,129.322286012789,24.9079532344803,0.01700418,1,0.000302186,0.0009491437,19.05942,18.15764,17.92991,17.82535,17.80237,1.522167,0.7491786,38.50934,1,16.875,16.711,15.541,6,16.535,15.886,12.098,8.493
1237657242971078707,142.183627261094,46.3802071845675,0.494972,0.9321317,0.3860159,0.0002145022,18.70954,17.82465,17.50082,17.36504,17.27692,2.477377,1.107925,30.18668,1,15.977,16.786,15.432,3,14.871,14.421,11.054,8.032
1237661068177571846,157.072240493714,12.1199609857842,0.04330511,0.9308595,0.04453078,0.0004873423,17.38681,16.38579,16.06976,15.96712,15.94905,1.105118,0.560551,38.96861,1,14.841,15.182,14.714,6,14.813,15.285,11.826,7.965
1237661070869069898,173.735297822208,15.5875892268423,0.03288387,1,0.03905414,0.0002873652,17.11002,16.15648,15.8323,15.73019,15.67505,1.115454,0.5751607,42.29022,1,14.635,14.885,14.469,6,14.494,14.533,11.866,8.058
1237674649928466441,179.404501360527,-0.284932742802173,0.0144477,0,0.02158292,0.0008376488,16.80219,15.50412,14.95411,14.70687,14.59824,1.118384,0.5787678,57.44027,1,13.241,13.658,13.135,6,13.049,13.098,11.63,8.373
1237674649928597580,179.809706860404,-0.216392503503512,0.06585523,0,0.08397034,0.0002585,16.23054,14.86295,14.38044,14.74821,14.15236,1.060568,0.5504361,59.87648,1,12.929,13.304,12.914,6,12.796,12.883,11.464,8.156
1237674649928597570,179.793129178797,-0.367438689533839,0.007577604,1,0.008775244,0.00025943,18.9798,17.32817,16.70034,16.46512,16.32754,1.050538,0.5392843,58.89864,1,14.923,15.369,14.736,6,14.689,14.83,12.225,8.25
