objid,ra,dec,devrad_r,fracdev_r,exprad_r,redshift,modelmag_u,modelmag_g,modelmag_r,modelmag_i,modelmag_z,petrorad_r,petroR50_r,snMedian,clean,h_m_2mass,j_m_2mass,k_m_2mass,classification,w1mag,w2mag,w3mag,w4mag
1237674649928532193,179.648363767391,-0.348252980625031,0.01001197,1,0.01269258,0.0003238291,19.38956,18.31788,17.91341,17.76551,17.70085,1.031122,0.5284705,33.78882,1,16.312,16.699,16.31,6,16.515,15.853,11.552,8.237
1237674651539341437,180.09102477714,1.00004182726649,0.02529923,0,0.01990378,0.0005735099,20.71833,18.73901,17.90202,17.55853,17.40821,1.310519,0.6927424,31.57095,1,15.667,16.238,16.022,6,15.217,15.247,11.902,8.154
1237648722841567252,180.458697014947,1.14822814645712,1.606496E-05,0.9210206,0.02631188,0.0004534835,17.07371,15.60396,14.97959,14.73672,14.62084,1.287843,0.6743848,56.47248,1,13.146,13.661,13.118,6,13,13.066,11.932,8.465
1237648722841567402,180.559727569887,1.18176306300939,0.06234546,0,0.09982239,0.0003415425,20.05632,18.29031,17.51226,17.19546,17.00456,1.317176,0.6886835,40.47874,1,15.485,15.935,15.281,6,15.421,15.357,13.414,8.346
1237662238543380510,192.454660065188,10.5526600029863,0.03835633,1,0.03563556,0.0006688641,17.85311,16.11421,15.40325,15.10866,14.93991,1.317421,0.6636717,49.18076,1,13.341,13.87,13.21,6,13.2,13.292,12.087,8.182
1237662263242981458,214.840762502847,8.42194488769816,0.02010915,1,0.02400766,0.0003798873,18.63926,17.30982,16.742,16.5001,16.37051,1.031045,0.5261179,41.67911,1,14.904,15.471,14.736,6,14.755,14.902,12.697,8.935
1237662263779524653,214.063685770558,8.81647743243343,0.02485012,1,0.02885636,0.0002082749,17.81934,16.74424,16.36147,16.22318,16.18722,1.014983,0.5161508,49.33906,1,15.081,15.323,15.193,6,15.134,15.067,12.31,8.815
1237659162817069620,251.97730854837,31.8804971143605,0.0002658919,1,0.0002325552,0.0003198437,19.17742,17.94338,17.41594,17.1757,17.06546,1.010191,0.5222253,43.71256,1,15.851,16.4,15.213,6,15.489,15.721,12.455,8.687
1237678622777147480,29.5961569331443,4.42379406281867,0.01499719,1,0.01958654,0.0003331558,19.17955,18.21734,17.86057,17.71623,17.69506,1.245291,0.6240958,35.04489,1,16.247,16.762,16.12,6,16.273,15.532,12.439,8.739
1237663531324866699,110.334654140985,37.1740896106999,0.03784621,1,0.04137308,0.0005584877,16.95738,15.98196,15.55623,15.38492,15.32267,1.155622,0.5901181,52.61292,1,14.132,14.452,14,6,13.798,13.932,11.979,7.898
1237673808653189663,117.092489328414,17.7027254236419,0.003027482,1,0.004452328,0.0003295626,19.58064,17.93671,17.24124,16.97261,16.83653,1.084755,0.5625823,26.12775,1,15.347,15.792,15.461,6,15.144,15.62,11.645,8.277
1237673808653189623,117.117736903296,17.6020597316609,0.0075873,1,0.00986296,0.0004429524,19.71783,18.22396,17.6315,17.41119,17.27992,1.085613,0.5580415,30.67318,1,15.842,16.108,15.62,6,15.733,15.268,11.508,8.532
1237673808653517299,117.757305491175,18.0552017748301,0.1232215,1,0.1631182,0.0002312911,19.81854,18.39168,17.81319,17.59564,17.49416,1.138021,0.587457,35.97417,1,14.942,15.443,14.826,6,14.093,13.923,11.643,8.085
1237673706116022567,117.830948319448,42.2222333099434,0.001098584,0,5.116439E-06,0.0002029059,19.36819,17.92945,17.36762,17.1382,17.05375,1.150525,0.5721154,67.82999,1,15.942,16.19,15.399,6,15.662,15.334,12.094,8.454
1237651496293171305,116.957128853819,42.6831023334871,0.04036134,0.8178554,0.0481507,0.000269414,18.94424,17.43282,16.79754,16.51703,16.35593,1.114798,0.5812376,82.0609,1,14.898,15.428,14.685,6,14.666,14.818,12.084,8.587
1237667292110913775,128.674200081676,15.2308554252333,0.06654958,0,0.09045062,0.0008004946,19.14928,17.78743,17.23269,17.0024,16.87009,1.209991,0.6134051,40.96999,1,15.483,15.742,15.216,6,15.313,15.064,11.146,7.806
1237667430088245370,128.110782334954,15.7985672848044,0.0005254969,0,0.00442407,0.0003105774,18.32416,16.94027,16.37255,16.16431,16.06613,1.064764,0.538435,70.38558,1,14.704,15.095,14.546,6,14.581,14.313,11.607,8.063
1237661069257080894,170.592107377717,14.185684513789,0.0001417692,0,0,0.0003275389,17.12244,16.1945,15.88821,15.77546,15.7573,0.8396301,0.4457701,49.92213,1,14.716,14.889,14.571,6,14.367,14.467,11.753,8.386
1237658491747565684,191.793360500919,9.22209263739484,0.4546459,0,0.676997,0.000345767,17.91889,16.85942,16.51216,16.39682,16.36675,1.842587,0.8959501,34.7865,1,15.291,15.664,15.233,3,15.085,15.024,12.002,8.163
1237651203694985271,199.5260719246,-0.0464071608021821,0.01371692,0,0.01715223,0.0007145123,19.21001,18.08131,17.64653,17.45514,17.4009,1.23724,0.6363683,35.5901,1,16.016,16.573,15.655,6,15.877,15.745,11.793,8.344
1237656568648172062,310.822356041731,0.203820363076022,0,1,0,0.0002034924,18.59814,17.08697,16.4956,16.29638,16.17405,0.9392918,0.4905436,36.68908,1,14.861,15.206,14.645,6,14.118,14.151,11.875,8.236
1237673474177433905,70.1701007601705,11.1091755464543,0.1326184,1,0.1869545,0.0002457354,19.58253,17.47695,16.36757,15.87738,15.56173,1.152249,0.5930135,37.3143,1,13.687,14.35,13.535,6,13.364,13.533,11.196,7.356
1237648722277761826,118.924902824691,0.752367661661683,0.05674362,1,0.08086684,0.0004592437,19.44146,17.29194,16.43066,16.13226,15.94712,1.173764,0.6031395,48.21065,1,14.378,14.945,14.37,6,14.176,14.201,11.877,8.305
1237646798136738370,119.385577663865,0.970555749746854,0.01018041,1,0.007958658,0.0002273817,17.83919,16.54843,16.17553,16.04845,16.02618,1.290269,0.665871,53.09471,1,14.883,15.128,14.692,6,14.819,14.949,11.942,8.365
1237648722814894268,119.572258083409,1.24937572198078,7.075194E-05,1,0.0004435866,0.000305012,20.95914,18.49756,17.41356,16.96276,16.66585,1.36419,0.702023,33.48813,1,15.011,15.536,14.852,6,14.629,14.483,11.423,8.291
1237670965376450975,119.733594980409,8.83576544292735,0,1,8.019986E-05,0.001202746,18.26915,17.37458,17.13816,17.06351,17.05917,1.110481,0.5631749,34.93362,1,15.911,16.289,15.353,6,16.422,15.819,11.74,8.212
1237667782269600013,118.763634231942,9.20197871802675,0.0006325881,0.8542621,0.0001473308,0.000201293,18.15597,17.20289,16.89511,16.7907,16.77869,1.088886,0.5571863,41.33796,1,15.679,16.096,15.517,6,15.525,16.051,13.677,8.214
1237667730193252591,120.12226568328,9.45009926422919,0.04904215,0.9332885,0.05868791,0.0008691486,18.57178,17.62804,17.33863,17.20696,17.16421,1.380793,0.6907463,28.89784,1,16.023,16.485,15.539,6,15.877,15.524,12.19,8.204
1237667782806602573,118.972038605944,9.62036858691565,0.005946363,0,0.007767324,0.0002687305,20.09653,18.53228,17.84125,17.56173,17.42636,1.053697,0.5410547,36.23278,1,15.795,16.468,15.676,6,15.156,14.738,12.269,8.419
1237667109037277307,126.109495093222,18.7079452732292,0.0002769655,0,3.738593E-05,0.001145838,18.67123,17.41335,17.18519,17.11439,17.09268,1.010704,0.5231843,34.0268,1,16.015,16.138,15.617,6,15.74,15.187,11.924,7.963
1237664668423946556,128.40397440146,24.5820119367224,0.007370136,1,0.009254184,0.0003754168,19.11952,17.26738,16.5455,16.29064,16.17229,1.372107,0.6893581,36.74133,1,14.743,15.272,14.804,6,14.586,14.562,11.828,7.816
1237658492799811852,142.107723657026,7.48838969136832,0.000296644,0,0,0.000591585,18.91492,17.35691,16.66599,16.38255,16.24063,1.306178,0.659176,35.68049,1,14.732,15.299,14.739,6,14.191,14.257,11.686,7.999
1237660412651438109,141.316397714169,7.58424263600383,0,1,0,0.0004800652,18.6045,17.65214,17.28471,17.11769,17.08799,0.9345492,0.4869298,29.10145,1,15.866,16.075,15.597,6,15.625,15.954,11.768,7.87
1237664871900053542,149.233201908983,33.1663127890975,1.409721E-05,1,0.0004167949,0.0003517787,17.956,16.99084,16.70569,16.58707,16.57708,1.134872,0.5833859,36.70027,1,15.542,15.847,15.379,6,15.48,15.962,11.901,8.53
1237657590853206059,158.206830368928,52.1273438872774,0.007874352,1,0.01258628,0.0002356881,19.05713,18.1196,17.76884,17.66409,17.65015,1.209055,0.604791,28.29563,1,16.368,16.639,15.944,6,16.885,15.902,12.114,8.678
1237664130483421248,166.326604563755,13.2245700010713,0.01923805,1,0.02244666,0.0007989361,18.91595,18.00282,17.73293,17.636,17.65663,1.328862,0.670106,29.1514,1,15.878,16.603,16.181,6,16.616,16.007,12.256,8.588
1237661813880848434,174.079088393799,13.1218912953116,0,0.9540887,5.540388E-05,0.0002788305,19.17567,17.73846,17.14705,16.9056,16.7598,1.482181,0.7344546,48.81681,1,15.307,15.799,15.083,6,15.029,14.937,12.076,8.541
1237671127511662707,173.14135082311,-7.29359575411426,5.198295E-06,1,7.81346E-05,0.0004843122,19.34743,18.10733,17.60092,17.39776,17.29375,1.235249,0.6305621,48.78936,1,15.638,16.089,14.774,6,15.586,15.409,12.253,8.176
1237648720693690487,179.650077422057,-0.454883028809621,0.0008744256,0,0.00471922,0.0006023061,17.81089,16.87986,16.58187,16.47909,16.45047,1.228521,0.6267146,54.98935,1,15.349,15.53,15.213,6,15.234,15.295,11.897,8.135
1237674651002732679,180.721240354465,0.603488856864786,0.05483485,1,0.0534523,0.0003038922,18.1002,16.97623,16.49247,16.30756,16.19891,1.274585,0.6590942,41.7796,1,14.866,15.241,14.657,6,14.762,15.176,11.675,8.056
1237671763172327494,191.749781153573,-8.26023002204533,0.0828469,1,0.1282632,0.0005524835,20.08738,18.71786,18.09522,17.83317,17.68202,1.211825,0.6263748,30.05517,1,16.186,16.705,16.162,6,15.346,15.56,12.288,8.604
1237671265493451047,191.569707180724,-7.41703452145229,0.03619691,0,0.04395598,0.0003424734,19.47984,18.09708,17.47578,17.16477,17.0674,1.137889,0.585735,30.80344,1,15.462,15.958,15.606,6,15.16,15.165,12.057,8.314
1237671763172720717,191.609382634642,-7.39322452440953,0.01292378,0,0.01600774,0.0002513588,18.38642,17.21527,16.70694,16.498,16.36725,1.13106,0.5909578,43.66068,1,14.967,15.422,15.086,6,15.029,15.488,12.255,8.199
1237671763172851750,191.787120560894,-7.08663462597559,0.0156637,0,0.01969144,0.0004621111,17.99695,17.02115,16.75846,16.65009,16.65578,1.175879,0.6177604,45.9068,1,15.474,15.98,15.302,6,15.607,15.46,11.86,7.882
1237662264853332036,214.330505489365,9.61237060373597,0,1,0.0004197689,0.0007877915,17.81898,16.73141,16.27768,16.06523,15.98752,0.9740128,0.5024748,50.11822,1,14.526,15.061,14.566,6,14.447,14.366,12.645,8.79
1237662263785816197,228.538005019249,7.42199584900046,0.01052359,0,0.01328303,0.0003274622,18.71275,17.39722,16.85716,16.64549,16.52393,0.9787633,0.5023732,48.9654,1,15.255,15.72,15.129,6,14.893,15.265,12.291,8.798
1237664834847834444,118.151658754303,15.3602284554787,0.04675057,0,0.07466505,0.001036878,17.55373,16.40532,16.58203,16.74588,16.87638,1.27823,0.6602678,40.11228,1,16.18,16.224,16.69,6,16.486,15.329,12.191,8.306
1237673809189994739,116.826343900332,18.0002269242755,1.020071E-05,0,1.374167E-05,0.0003701988,18.51527,17.34677,16.84529,16.62394,16.51796,1.157286,0.6019669,39.87961,1,15.243,15.625,15.23,6,14.927,14.956,12.169,8.242
1237673808653255112,117.231491342361,17.7943471190783,1.58239E-06,0,2.334698E-05,0.0008162215,19.17682,17.81306,17.22359,16.98632,16.85001,1.069317,0.5537546,41.11706,1,15.484,15.993,15.472,6,15.355,15.021,11.983,8.309
1237673808653451482,117.726465181371,17.9080399586359,0.00297126,0,0.001702438,0.0008998593,16.94382,16.04723,16.27681,16.48792,16.60294,1.078827,0.5608054,48.63769,1,16.378,16.307,15.793,6,15.962,14.929,12.046,8.313
1237673809727193368,117.392021869589,18.690645072443,0.007552586,0,0.01153983,0.001021986,18.2603,17.32005,17.01115,16.89986,16.86148,1.215883,0.6476123,40.4357,1,15.709,16.087,15.566,6,16.354,15.266,12.228,7.875
1237651252553842703,117.916200480359,42.0534916324264,0.000151985,0,0.001462991,0.0006491083,18.27343,17.08465,16.63658,16.45059,16.37781,1.284391,0.6596075,87.58578,1,15.024,15.462,15.251,6,14.999,15.085,12.218,8.138
1237667292111044875,128.93709923231,15.3383710730037,0.02511769,1,0.04487963,0.0002059366,20.13774,18.50379,17.84655,17.5822,17.44399,1.231623,0.6246527,29.94427,1,15.903,16.477,15.349,6,15.893,15.517,11.288,8.169
1237671261735551196,133.350537261846,11.3537884521061,0.01134363,1,0.01395833,0.00049952,18.61119,17.04829,16.43813,16.22568,16.12407,1.079381,0.5507193,26.93045,1,14.675,15.219,14.641,6,14.753,14.772,12.106,8.322
1237654382517485734,146.03021379519,56.3828062432586,0.01700369,0.762125,0.004042572,0.0002029484,19.52419,18.59694,18.27746,18.13927,18.07383,1.472279,0.7393233,25.76609,1,16.201,16.98,17.427,6,16.82,16.382,12.576,8.368
1237667539086475301,162.826681118191,24.2233679895399,8.043645E-06,1,0.00017632,0.0006194737,18.59674,17.13532,16.52155,16.25704,16.09727,1.012339,0.5182825,49.60832,1,14.654,15.198,14.66,6,14.496,14.374,11.589,8.448
1237658203431698438,164.250038626281,47.1045920854782,0.00368998,1,0.0009051201,0.0006088151,17.71928,16.77423,16.4754,16.38372,16.36287,1.126036,0.5751117,47.46047,1,15.262,15.54,15.434,6,15.062,14.748,12.578,8.838
1237664133169741835,170.6902200169,15.67533969776,2.025724E-05,0,2.756145E-05,0.001240657,18.27192,17.39584,17.0579,16.93468,16.88564,1.526696,0.7691761,40.8742,1,15.725,16.007,15.808,6,15.47,15.456,11.767,8.523
1237665024365625402,177.89674080588,34.3693062710616,1.680486E-05,0,3.411889E-05,0.000553845,17.17708,16.20899,15.99726,15.9353,15.94228,1.265599,0.6509309,40.19687,1,14.973,15.118,14.903,6,14.914,15.01,12.425,7.925
1237662236932571338,192.026595544941,9.37707123346429,0.07971969,0,0.1283857,0.0002203181,19.15505,17.80279,17.2733,17.06091,16.92333,1.497729,0.7453035,25.58323,1,15.624,16.198,14.976,6,15.438,15.985,12.647,8.02
1237667910059229207,192.073245669905,23.7318313699666,2.953555E-06,1,8.1616E-05,0.0004945148,18.95565,18.06105,17.7425,17.61059,17.56153,1.117902,0.5577371,29.49556,1,16.637,16.634,16.128,6,16.647,16.13,12.372,8.587
1237648722312953956,199.439922471264,0.68714271484586,0.03925451,0.3268163,0.05430282,0.0004833167,18.58443,17.36835,16.83023,16.59588,16.49873,1.498876,0.7653145,50.62635,1,15.192,15.715,15.234,6,15.055,15.202,12.295,8.081
1237668310015082580,231.306772526126,13.4153975666122,9.496837E-05,1,0.0005161016,0.0002143757,18.62394,17.57856,17.25959,17.13407,17.10896,1.153465,0.5902596,27.9345,1,15.504,16.235,15.642,6,15.306,15.622,12.107,8.302
1237649963532550385,58.3268652078109,-5.35062774347589,0.06325425,0.99383,0.07447886,0.0002021987,18.99486,17.85383,17.42572,17.2548,17.19567,1.336729,0.6876976,43.45324,1,16.109,16.412,15.979,6,16.347,16.26,12.064,8.19
1237646797063127734,119.573917132212,0.00398955017303018,0.0001021701,1,0.000338218,0.0002342881,21.93441,19.08529,17.95551,17.53521,17.32456,1.185288,0.6028201,26.43127,1,15.376,16.038,15.153,6,15.203,15.394,10.945,7.902
1237667781733253394,120.150932505489,9.12813243383778,0.02931872,1,0.03624738,0.000413282,15.81378,14.74203,14.48245,14.41586,14.44773,1.136614,0.5848953,72.39966,1,13.449,13.711,13.434,6,13.334,13.468,11.394,8.293
1237667782806537066,118.776489460519,9.66482083628663,0.000348015,0.9274417,0.001531719,0.0002958449,19.96285,18.37546,17.72219,17.39744,17.31043,1.060928,0.5437313,39.6198,1,15.785,16.418,16.074,6,15.796,15.704,12.286,8.512
1237667537456791730,119.276242709885,10.5448097468377,0.02519095,0,0.0191824,0.0002203805,18.43078,16.99178,16.4829,16.31363,16.24907,1.182189,0.6067971,49.85239,1,14.933,15.423,14.954,6,14.327,14.34,11.473,8.464
1237660962397683847,126.910913724008,28.3601050066627,0.006304494,0,0.007730691,0.0007840327,16.76185,15.84408,15.50651,15.37047,15.33671,1.470002,0.7301707,51.09042,1,14.162,14.493,14.031,6,14.12,14.285,12.236,8.606
1237664092898721964,129.169980115667,24.7809028717244,0.03939853,0.1799686,0.05109377,0.000314333,17.40472,16.24921,15.7272,15.48151,15.38069,1.352363,0.6737706,46.16225,1,13.973,14.444,14.014,6,13.891,14.051,11.755,7.859
1237664668424142985,128.81513971671,24.786335633015,0.07267272,0,0.1166697,0.0004718727,17.67181,16.22522,15.67452,15.48354,15.40244,1.508762,0.7553048,47.01567,1,14.05,14.523,14.012,6,13.938,14.087,12.091,8.162
1237658492262613120,141.503769924622,6.99214965633043,0.06800089,0.9518877,0.0867867,0.0002729212,18.88404,17.17919,16.55297,16.32536,16.21825,1.299342,0.6536599,35.51618,1,14.814,15.261,14.673,6,14.809,14.924,11.746,8.402
1237660412114894896,142.127639667603,7.27804828226333,0.0001898444,0,0.0001908677,0.0002201854,18.01723,16.67293,16.13864,15.94114,15.86739,1.129643,0.5738257,43.01537,1,14.559,14.917,14.351,6,14.489,14.614,11.577,8.411
1237658492800008354,142.597864467358,7.49276397757299,0.02949458,0,0.0342248,0.0006274944,20.16311,18.79939,18.22654,18.00136,17.95346,1.217794,0.6180402,27.77298,1,16.26,16.634,16.87,6,15.779,15.494,12.199,8.304
1237660412651831348,142.201229530317,7.72224308468552,0.006642329,1,0.001002041,0.0007010169,16.49921,15.54725,15.22671,15.10351,15.06584,1.094683,0.556135,51.65871,1,13.966,14.175,13.938,6,13.788,13.794,12.057,8.353
1237665097389768718,142.64077628786,26.8346015074512,0.02855667,1,0.0346246,0.0005418744,18.73838,17.74234,17.47221,17.34516,17.31655,1.222638,0.623545,25.68688,1,16.471,16.654,16.146,6,15.996,15.834,12.022,8.635
1237660635996094544,158.658648660245,44.8041831129258,0.08269829,1,0.1293131,0.000386016,16.03936,15.10033,14.80571,14.72327,14.67945,1.560994,0.7685696,50.95742,1,13.588,13.873,13.566,6,13.416,13.44,11.798,8.301
1237661950786601127,173.673107363595,13.0780002855368,0.02695144,0,0.09680125,0.0003667674,19.15817,18.23007,17.95637,17.82481,17.82625,1.791446,0.8660608,31.91077,1,16.133,16.806,16.446,6,16.566,15.6,12.058,8.478
1237674649928400996,179.373469831624,-0.297230050232399,0.01916626,0,0.02222483,0.0002214295,19.03613,17.96351,17.50604,17.3454,17.27677,1.156705,0.5957918,29.53083,1,16.266,16.544,15.591,6,16.046,15.532,12.087,7.86
1237651753473736755,180.662534552046,2.11096385660556,0.0731022,0,0.1138031,0.0006322833,18.64387,17.74368,17.48125,17.39401,17.35992,1.377152,0.7027455,34.05841,1,16.442,16.508,15.655,6,16.418,15.793,12.987,8.272
1237671763172786226,191.617581107978,-7.26839702237062,0.01485226,1,0.01755436,0.0005541465,17.3149,16.13832,16.25563,16.42389,16.54955,1.132607,0.5920905,55.16871,1,15.754,15.881,15.806,6,15.713,15.442,12.228,8.314
1237662263242981511,214.751736893891,8.47757932351847,0,1,3.509999E-06,0.0005403245,19.45506,18.26792,17.73963,17.52957,17.41573,0.9784776,0.5006489,30.24842,1,15.815,16.483,15.713,6,15.939,15.911,12.39,8.651
1237662663206699017,215.064859866003,36.3608305927832,0.02591187,1,0.03097968,0.0002008378,18.33138,17.25192,16.79951,16.62771,16.57226,1.188057,0.6044676,41.51128,1,15.255,15.749,15.36,6,14.892,14.911,14.251,8.688
1237668571470495998,252.84672473219,11.2577202431671,0.0002932757,1,0.0003604169,0.0003329889,17.88096,16.34759,15.67062,15.37012,15.2191,1.621686,0.8107533,44.46937,1,13.624,14.214,13.644,6,13.453,13.489,12.137,8.546
1237670014581145679,29.0888208282443,5.83403566204091,0,0,4.955537E-05,0.0002460307,18.77047,17.80314,17.47875,17.36464,17.3141,0.953619,0.4905661,38.36148,1,16.321,16.426,17.035,6,16.282,15.897,12.202,8.9
1237664093429629358,116.854351268661,17.4590846899756,0.04760628,1,0.05505484,0.0003371957,17.62162,16.22912,15.72287,15.54568,15.48006,1.277949,0.64357,43.57951,1,14.226,14.654,14.054,6,14.179,14.333,12.191,8.343
1237664093967024537,117.450091140135,18.4967779838555,0.05445535,0,0.1095653,0.0002889172,20.16627,18.50412,17.73674,17.42423,17.27828,1.126089,0.5788644,33.14798,1,15.602,16.367,15.776,6,15.92,15.532,12.165,8.472
1237673809190584741,118.053498608442,18.5406889697121,0.06132097,0,0.07760537,0.0003528832,20.03167,18.5555,17.92529,17.65642,17.49899,1.16116,0.6017139,31.84707,1,15.819,16.491,16.188,6,15.39,15.087,11.898,8.059
1237667253454504029,125.622080608716,15.9083149994569,0.03581794,0,0.01120178,0.000913351,16.1864,14.91919,14.73407,14.67779,14.67708,1.174717,0.5910369,50.05753,1,13.638,14.004,13.534,6,13.649,13.632,11.847,7.918
1237667211042160979,126.241775210027,16.3496441559086,9.499035E-05,1,0.0004646473,0.0002146911,20.05438,18.29093,17.55901,17.25714,17.06774,0.9407457,0.4850111,38.87992,1,15.82,16.118,15.519,6,15.482,15.393,12.09,8.018
1237667538535055691,128.845835935469,15.0274560365587,5.047892E-05,0,4.513166E-05,0.0009776998,19.50108,18.07031,17.44382,17.17386,17.06149,1.281562,0.6457869,34.92653,0,15.529,15.993,15.664,6,15.165,14.612,12.273,8.282
1237667292111044922,128.989408983089,15.3868107212471,5.457568E-07,1,0,0.0008988981,20.01251,18.53811,17.90038,17.63768,17.50156,1.200501,0.615187,29.00747,1,15.905,16.764,15.627,6,15.862,14.692,11.811,7.718
1237671260125134984,134.066072594611,10.169164301441,0.1099496,0,0.1704873,0.000568581,18.11307,16.82453,16.30564,16.12793,16.04077,1.167032,0.6006604,29.08069,1,15.082,15.192,14.504,6,14.51,14.405,11.699,8.303
1237664093977575639,140.114996549225,31.4124002340872,0.006674481,0,0.009315887,0.001090703,21.22265,18.89743,17.83611,17.40511,17.1603,1.115716,0.5636549,29.68928,1,15.593,16.11,15.003,6,15.24,15.652,12.167,8.494
1237667539086803025,163.679409736029,24.4868714318337,0.05978793,0,0.08643959,0.0002485585,17.63328,16.68825,16.37287,16.28116,16.24833,1.355322,0.6854712,38.04419,1,15.144,15.438,15.16,6,15.143,15.139,11.913,7.638
1237665330917933117,163.138460089875,31.0314665025107,0.06088053,0.9588386,0.08427777,0.0002836953,17.70103,16.7377,16.39313,16.26926,16.20416,1.399876,0.7137794,38.97618,1,15.28,15.438,14.964,6,15.153,15.03,12.19,8.427
1237662236395372595,191.257816248459,8.95134744251403,0.005290762,0,0.04094012,0.0002577023,17.9358,16.75013,16.64999,16.63167,16.65436,1.460313,0.7384621,41.41687,1,15.773,15.779,15.801,6,15.497,15.145,11.823,7.675
1237648704584417285,200.08238114814,0.103338216827438,0.03686202,0,0.04126149,0.0003473945,18.56956,17.62317,17.24394,17.10026,17.01949,1.265414,0.6429419,46.20428,1,15.739,16.264,15.425,6,15.967,15.522,12.256,8.058
1237648722850152475,200.060059434781,1.12255391192537,0.00617064,0,0.007396847,0.0002106816,18.73392,17.83223,17.51128,17.39259,17.35727,1.66519,0.85818,37.42036,1,16.031,16.612,15.898,6,16.001,16.104,12.125,11.006
1237652900236427544,58.1407638812389,-6.28958101615433,0.0488569,0.916876,0.05889229,0.000203068,20.24013,18.66732,18.0322,17.75356,17.63159,1.228598,0.621172,26.61296,1,16.008,16.416,16.912,6,15.255,15.22,12.071,8.364
1237673738862133578,109.233069666827,30.2519467843686,0.006181043,0,0.003162519,0.0002312565,17.18413,16.01242,15.69436,15.59751,15.58106,1.568625,0.7940156,112.5638,1,14.513,14.855,14.462,6,14.416,14.55,11.816,8.223
1237651191883366794,110.388860808865,30.6379579412119,0.02172931,0,0.03098524,0.0002199421,19.91517,18.09179,17.40121,17.13459,17.02529,1.154352,0.5894466,25.63188,1,15.899,16.022,15.739,6,14.766,14.769,12.033,8.358
1237648720667672745,120.145776559908,-0.561127076812409,0,1,0.0001223708,0.000288107,17.74584,16.6305,16.31359,16.20614,16.18355,1.416594,0.7126867,52.01003,1,15.081,15.302,14.928,6,14.929,15.137,12.32,8.583
1237646795989320497,119.483903841111,-0.704075014192794,0.003522179,1,0.002458742,0.0002396724,20.26224,18.67944,18.01723,17.7809,17.69372,1.298922,0.6698759,25.88106,1,15.933,16.673,16.543,6,16.057,15.353,11.441,8.325
1237646797600129311,119.992114357687,0.465007957130949,0.002690288,1,0.003673425,0.0002342275,20.11819,18.46737,17.7702,17.50961,17.39934,1.166734,0.5965406,31.8179,1,15.737,16.337,15.822,6,15.458,15.986,12.067,8.317
1237648721741349766,120.052512526648,0.378493570660848,0.03287743,0.9734425,0.04312517,0.0004123647,20.94947,18.78646,17.92915,17.65106,17.47617,1.407729,0.7029133,26.54359,1,15.624,16.423,15.664,6,16.078,15.995,11.968,8.254
1237646798136935493,119.869816270451,0.859945101888172,0.02002992,1,0.0246167,0.0002516339,20.06825,18.36334,17.71365,17.46056,17.34055,1.253531,0.6422909,28.55384,1,15.891,16.574,15.792,6,15.956,15.615,12.293,8.722
1237646798136673334,119.236368729988,0.853392327763879,0.007827885,0.7902684,0.01397123,0.0002057627,20.06942,17.51101,16.5006,16.17901,15.99408,1.224467,0.6303014,46.49658,1,14.369,14.876,14.411,6,14.264,14.191,12.061,8.318
1237667108500471828,126.38987110399,18.3752545135537,0.01112927,0,0.01387135,0.000803293,17.19529,16.30357,15.99768,15.85472,15.81916,0.9610284,0.5004084,57.23159,1,14.706,15.048,14.661,6,14.585,14.552,11.701,8.298
1237660412114960407,142.269029374278,7.17410183635552,0.03709009,1,0.03427503,0.0003445964,19.1686,17.89638,17.33662,17.12831,17.04639,1.155793,0.5887626,44.21106,1,15.866,16.151,15.535,6,15.767,15.858,12.002,8.46
1237657222559236110,158.233966453826,55.4951759160745,0.04193101,1,0.01729844,0.0004632832,18.87162,17.98211,17.65905,17.51922,17.47412,1.196208,0.6129285,27.61976,1,16.493,16.745,17.4,6,16.054,15.8,11.935,8.442
1237658206114086956,157.041241475172,47.7509651079675,0.01015517,1,0.01274661,0.0003652064,18.35517,17.17008,16.75167,16.56751,16.49332,1.131626,0.5827424,30.84365,1,15.188,15.708,14.965,6,14.922,15.004,12.425,9.124
1237664132630708242,165.683137433807,15.0327874250829,0.05205892,0.9084683,0.09000383,0.0002336633,16.87844,15.95443,15.75602,15.67715,15.67775,1.246332,0.6364734,50.72731,1,14.677,14.898,14.639,6,14.572,14.734,12.004,8.331
1237664130483028009,165.334209443961,13.3051425727267,0.02544891,0.006890605,0.03309717,0.0005232794,18.07894,17.17275,16.89866,16.79269,16.73925,1.274145,0.646253,42.8219,1,15.543,15.973,15.656,6,15.643,15.495,11.659,8.226
1237664819281723495,166.639045735871,36.4101189174959,0.0001915018,0,0.0001524241,0.0003044653,18.59084,17.74263,17.44978,17.34665,17.31538,1.258743,0.6370014,35.99377,1,16.257,16.435,16.022,6,16.008,15.726,12.124,8.602
1237655369285566547,172.934258075953,61.5202823236428,0.05891673,0,0.1128582,0.0002986084,18.85752,17.77033,17.29622,17.08584,17.00714,1.506154,0.7570781,40.92044,1,15.501,15.907,15.506,6,15.666,15.796,12.083,9.011
1237664289386725475,173.664976696605,13.8127456242018,0.02224686,1,0.0267353,0.0002116761,19.44334,18.13985,17.62326,17.43045,17.3552,1.194046,0.6026264,38.65186,1,15.968,16.517,15.795,6,16.047,15.521,11.798,8.12
