objid,ra,dec,devrad_r,fracdev_r,exprad_r,redshift,modelmag_u,modelmag_g,modelmag_r,modelmag_i,modelmag_z,petrorad_r,petroR50_r,theta,effective50_radius,Surface_area_logged,veldisp,vdisp_median,vdisp_median1,Ports_passive_mass,GranadaFSPS_mass,WiscBC03_mass,Wiscm11_mass,Flux_OIII_5006,Flux_Hb_4861,Flux_NII_6583,Flux_Ha_6562,Flux_SII_6716,Flux_SII_6730,Flux_OI_6300,snMedian,bpt,clean
1237667782846447918,213.659087034207,20.0682897107861,13.64778,0.4131511,4.846305,0.02870148,18.59942,17.2603,16.73266,16.48195,16.29942,11.48415,5.01073,8.482643,5.386406,1.95974802079189,39.90414,99.1250610351563,90.9096693992615,9.26,9.03159636391089,9.76048253284534,9.62683243252104,10.56025,11.89137,11.67676,24.06748,8.899653,4.517154,4.116189,8.710791,Composite,1
1237661950268211418,216.834672918063,11.0147336745481,12.05988,0,4.546168,0.02751523,18.41874,17.19116,16.64715,16.3667,16.12363,9.111062,4.348027,4.546168,2.767466,1.381314316963,40.86589,105.513949394226,102.527556419373,9.5,9.3964754308829,9.49956357204792,9.49465784041968,12.23259,29.71235,29.22201,64.58791,18.63849,11.33205,6.246741,9.287632,Star Forming,0
1237665429172519034,217.944821669146,26.2734353082579,1.890367,0.8616718,1.513931,0.01551864,18.15621,16.57253,15.8623,15.53292,15.28679,3.424897,1.599726,1.838295,0.6311499,0.0974148833900952,51.94577,89.5549011230469,68.0108094215393,9.27,9.30540371003636,9.40596260620077,9.43919359342544,118.8559,59.22823,69.34253,140.0163,52.14915,39.82586,12.74821,34.57297,Composite,1
1237661385996304558,219.746453984008,51.1206771241138,29.66833,0.1881839,18.28177,0.007347414,16.39025,14.9985,14.26302,13.86847,13.59931,27.3927,11.60217,20.42454,3.320095,1.5394506951355,66.10178,96.7391204833984,76.2070608139038,9.29,9.64167805906313,9.49289656207111,9.54868237415212,94.70596,117.7386,108.8525,247.1592,62.74657,54.09372,16.76181,17.18731,Star Forming,1
1237667967493406774,220.719934042807,20.9143530096157,0.5986332,1,0.6427085,0.04266471,18.54709,17.7704,17.56908,17.37352,17.23614,2.262308,1.060563,0.5986332,0.5650583,0.00133628554086468,50.13657,116.750569343567,77.6204299926758,9.5,9.05750900403494,8.81650764174992,8.97024849581067,771.2392,233.0509,262.4177,782.5939,203.5805,150.1624,84.97628,19.77986,Composite,1
1237662264320655497,223.827126797456,8.26845081760539,1.705711,0.3095034,1.183488,0.03611261,19.79531,18.27082,17.64303,17.35048,17.12843,2.648434,1.287529,1.345117,1.074689,0.559715318104209,31.25612,86.6789031028748,74.571852684021,9.37,9.20011732161455,9.3456577459001,9.32994352555761,42.43979,51.13104,80.57266,162.8958,41.06411,28.12291,14.85484,16.49358,Composite,1
1237662262175334433,228.595382961967,6.05230556351962,2.593641,0.5431277,1.880039,0.02383734,18.30533,16.94386,16.2076,15.85316,15.56459,3.94243,1.780632,2.267616,1.195889,0.652531781650173,67.8961,99.0988969802856,74.1233229637146,9.62,9.85997393228003,9.77737836632878,9.75879355635698,379.8817,502.3748,785.4565,1585.734,278.0949,203.0173,32.42678,30.85347,Composite,1
1237662198821028115,229.036713310415,8.75888743143585,2.065089,0.6438226,1.514328,0.03503228,19.46845,17.9274,17.17037,16.77803,16.49946,3.058297,1.416057,1.868921,1.448515,0.818995524669119,59.74921,97.7773427963257,74.3182730674744,9.48,9.80948070931668,9.83824860221648,9.83209732652176,80.64498,136.9521,189.4332,349.0548,74.46651,58.42556,9.473736,17.63753,Composite,1
1237662263787192621,231.655679773531,6.99491070064415,0.7767634,1,0.663905,0.03842279,18.83412,17.97412,17.47618,17.17453,16.9997,2.232144,0.9937705,0.7767634,0.6603001,0.136632476871948,74.97192,221.87032699585,105.147008895874,9.5,9.54276932956555,9.53577349726402,9.48365957797796,835.1291,433.8267,254.0025,1100.872,49.84936,42.43721,30.1561,18.208,Star Forming,1
1237661949738090680,232.306111894857,8.50297679300358,1.400819,1,0.8328534,0.04299966,17.92785,17.26369,16.89639,16.64285,16.42956,4.500817,1.699711,1.400819,1.332633,0.746571154496647,48.84642,89.3236517906189,69.9723267555237,9.84,9.64565742441048,10.0099245061574,9.90322875675338,334.7288,209.2238,317.5612,622.6091,106.1197,93.59348,15.86504,14.33909,Composite,1
1237668270837727265,232.631024341349,12.7817609192501,1.241283,0.9029202,0.9747495,0.05288796,18.60772,17.43348,17.04237,16.76553,16.62657,2.810099,1.251346,1.215408,1.422141,0.80303514265858,76.60895,136.120662689209,86.2155532836914,9.93,9.63152810387437,9.54763834390906,9.61609918803879,619.2974,370.0651,381.7906,1256.615,255.9963,173.0891,48.9725,25.79343,Star Forming,1
1237662340546232466,232.736892868919,31.6137451785888,0.9077887,1,0.7660074,0.03652966,18.34911,17.20011,16.74232,16.46205,16.25157,2.62342,1.15425,0.9077887,0.7336587,0.228137962892474,51.59597,129.504342079163,92.6818752288818,9.73,9.58975569066411,9.55859898295603,9.55212269947515,2376.308,717.1953,565.0065,2456.713,207.1812,232.1601,70.2645,26.65998,Composite,1
1237655742948901172,233.606621477085,4.13517499382785,3.716511,0.6525709,1.980876,0.03951654,18.96622,18.28563,17.8134,17.53422,17.34678,4.96672,2.213,3.113501,2.722022,1.36693298621372,768.6835,369.968070983887,227.04174041748,9.34,9.32381154656088,8.59031403792142,9.1014415772479,122.7444,205.3242,75.5752,442.9874,19.65206,12.99557,6.453692,7.759151,Star Forming,1
1237662336790495457,236.763365885316,34.2220647849571,0.9064071,0.8824413,0.8523952,0.03954303,19.11534,17.61949,16.91035,16.53479,16.25756,2.488981,1.188356,0.9000576,0.7874154,0.289557574706287,43.11515,96.1433792114258,75.8473443984985,9.74,9.95851603871857,9.8325584356935,9.88189663534286,186.4864,215.6352,352.1163,708.8198,111.1596,84.40993,26.2253,24.91716,Composite,1
1237668367998583142,240.628232786045,14.4869977451967,7.539165,0,2.928662,0.03363502,19.39025,18.07047,17.53382,17.27551,17.13326,5.672703,2.727715,2.928662,2.179338,1.17379914674555,70.22962,119.558477401733,105.69522857666,9.31,9.05176788867335,9.46069307081052,9.36122307681217,22.9656,22.60914,32.22302,68.29706,19.46857,9.461197,3.080376,9.015596,Composite,1
1237665442071839293,241.382704771934,17.8072680170561,2.036589,0.3156793,1.479292,0.03167688,20.05427,18.65379,17.915,17.54266,17.24977,3.211861,1.494521,1.655219,1.16001,0.626073144513485,14.28907,93.4612846374512,82.4229574203491,9.16,9.44803765701263,9.49194642083603,9.41569670931494,115.4965,129.2944,94.14555,330.5793,27.1516,30.70974,16.5154,11.76214,Star Forming,1
1237662637449805932,241.435722673512,8.84553491693376,6.373086,0.269013,3.708103,0.01542375,18.46338,16.81567,15.96381,15.57005,15.43799,6.175783,2.706566,4.425018,1.509972,0.855087351128706,53.56229,86.7169451713562,69.5797944068909,9.28,9.64050614631106,9.52339236505941,9.48644973096089,237.2338,178.9928,115.4548,251.5344,49.38954,45.13106,0,25.1256,Composite,0
1237654950524879054,242.494511832777,53.836513228301,10.43674,0.4982685,3.757022,0.01764042,18.60134,17.33069,16.91532,16.75556,16.71435,14.64886,4.902798,7.085315,2.765234,1.38061348166232,286.8582,252.428245544434,180.69938659668,8.69,8.38358149168926,8.6347377563543,8.60317321484763,43.07715,21.07435,7.029872,51.22256,6.283323,12.97312,0,6.759721,Star Forming,1
1237659325491773711,245.267280182386,40.3895654032022,1.210802,0.8795862,0.878744,0.03331295,19.67518,18.11089,17.3926,17.03079,16.78531,2.620057,1.221394,1.170817,0.8629106,0.369081418643789,42.65723,90.0446271896362,68.268176317215,9.32,9.41873332787773,9.4327557629731,9.51654437812977,51.56656,81.03334,72.31642,148.1641,32.23333,23.52156,3.868496,14.30605,Composite,1
1237654953202155805,246.311069310297,48.7213283607165,1.232873,1,0.9789451,0.0207404,19.17659,17.70294,16.97683,16.62895,16.35367,2.929095,1.331583,1.232873,0.5657167,0.00234784775497432,65.1116,92.2831511497498,70.5652332305908,9.09,9.41264341343137,9.33488793725701,9.32840639326241,100.423,101.3265,70.01971,161.6821,34.30328,37.50835,15.72375,21.82355,Composite,1
1237662474770055356,248.045293429022,29.0251621557334,1.626525,1,1.231639,0.03695696,18.9795,17.82527,17.35048,17.05917,16.89761,4.164933,1.812014,1.626525,1.329905,0.744791275191278,0,95.5584573745728,76.7726993560791,9.51,9.40652692628689,9.37662201748753,9.33074245594253,276.9427,105.4766,80.06026,330.3885,68.61388,49.01809,7.121854,14.84715,Star Forming,1
1237659119877095475,255.268712025002,25.8688822983892,0.7877481,1,0.7642875,0.03861924,17.94956,16.94177,16.59443,16.34242,16.15208,2.789098,1.335635,0.7877481,0.6730615,0.153259344539984,44.21163,257.986965179443,101.904826164246,9.86,9.63815831400113,9.49718234447209,9.49345700349659,995.3242,787.0021,897.2635,2567.118,338.0397,290.9113,60.88971,29.74361,Star Forming,1
1237656530529550679,263.012362756078,59.9818857435365,2.818113,0.9643148,1.277837,0.02914416,18.49737,17.23936,16.82228,16.59689,16.41748,20.82616,6.83587,2.763148,1.781638,0.998788496776168,56.79109,89.5257878303528,73.4330773353577,9.48,9.17019059544799,9.11434225833727,9.13600195391336,126.2964,55.17352,82.38182,182.2311,33.15424,23.38954,22.49789,14.70472,Composite,1
1237663783660093638,359.038117201306,-0.407943287842989,15.34465,0.1637428,5.947432,0.02559372,18.48721,17.23717,16.94343,16.71437,16.56559,12.65606,5.488819,7.486158,4.238929,1.75166212283012,20.68397,135.834131240845,132.501306533813,9.36,8.99349250127061,8.9312420564529,8.93904634274077,93.73138,31.37569,22.56164,139.6181,27.16828,21.50396,4.225154,4.066886,Star Forming,0
