hard_hm_lolim,var_intra_index_w,hard_ms_lolim,hard_hm,var_intra_index_b,extent_flag,flux_aper_hilim_b,flux_aper_lolim_w,flux_aper_hilim_w,flux_aper_lolim_b,sat_src_flag,conf_flag,significance,hard_hm_hilim,ra,hard_ms,err_ellipse_r0,dec,name,var_inter_index_b,hard_ms_hilim,flux_aper_b,var_inter_index_w,flux_aper_w
-0.10040200000000001,-32768,-0.17857999999999999,0.0066755900000000003,0,False,4.3924000000000001e-15,nan,nan,3.1677200000000001e-15,False,False,6.5811299999999999,0.11566800000000001,184.84628072000001,-0.062389199999999999,0.61548000000000003,5.7948056399999999,CXO J121923.1+054741,-32768,0.050476500000000001,3.7769800000000001e-15,-32768,nan
