ra,dec,hard_hm,hard_ms
14.447865,30.356997,0.020880800000000001,0.082099699999999998
14.449831,30.354861,0.105349,-0.36118899999999998
14.450265999999999,30.355383,-0.262706,0.16811100000000001
14.451335,30.354438999999999,0.051990399999999999,-0.23830799999999999
14.45174637,30.35231108,0.058197699999999998,-0.83223800000000003
14.451805,30.351123000000001,0.044459600000000002,-0.62907800000000003
14.452181420000001,30.353610440000001,-0.115761,-0.36142099999999999
14.45283467,30.350552489999998,0.037150000000000002,-0.62846800000000003
14.45372551,30.352446,0.194939,-0.144146
14.45437091,30.35433338,-0.029026900000000001,-0.62137500000000001
14.455537209999999,30.353265140000001,0.023237299999999999,-0.84024600000000005
14.45764731,30.35545218,-0.39156099999999999,0.248664
28.24741921,-13.732620329999998,-0.075373099999999998,-0.121098
28.2514152,-13.73739234,-0.037875199999999998,-0.218274
28.252077060000001,-13.73865305,0.180288,-0.47315699999999999
28.254628269999998,-13.73872385,0.39574900000000002,-0.12271
40.270045450000005,-8.2557409400000026,0.58887199999999995,-0.0425146
55.049289700000003,-18.580869229999998,-0.115164,-0.55676599999999998
74.233262679999996,-4.8665904400000004,0.012712599999999999,-0.16112799999999999
74.234639869999995,-4.8657737399999998,-0.037073200000000001,-0.66100800000000004
167.49017506999999,-37.539154740000001,-0.013171,-0.51735399999999998
195.03394141000001,27.97693048,-0.0039936299999999997,-0.38210100000000002
350.05742958999997,8.2105752600000006,-0.057655600000000001,-0.48994799999999999
350.06054885999998,8.2062459699999977,-0.11389199999999999,-0.67958099999999999
350.06346819999999,8.2096611399999979,-0.026261300000000001,-0.63600500000000004
350.17220083000001,8.2160431500000026,0.12817799999999999,-0.13611599999999999
350.17711098000001,8.2169699099999995,0.0234754,-0.64120500000000002
350.17948803000002,8.22037175,0.31112299999999998,-0.15762200000000001
204.15920837000002,-33.965328569999997,0.14299899999999999,-0.40876600000000002
204.16264684999996,-33.965819359999998,0.096178899999999998,-0.49028699999999997
187.37628681000004,7.9927413999999999,-0.039697400000000001,-0.049914199999999999
130.90871630999999,50.205658419999999,0.020308,-0.63900100000000004
130.91533555000001,50.201096410000005,0.075490000000000002,0.024151800000000001
151.30471388000001,-7.7135628399999998,-0.10778600000000001,-0.078358200000000003
151.30522647000001,-7.7194435199999996,0.15745799999999999,0.0030489599999999999
151.30559987999999,-7.7200253099999996,0.20787600000000001,-0.088152900000000006
151.30742835999999,-7.7169256300000004,0.18965199999999999,-0.068786100000000003
151.30747215,-7.7128940199999985,0.21558099999999999,0.040266700000000002
151.30751982000001,-7.7191609499999991,0.066291900000000001,-0.167186
151.30805136000001,-7.7186104700000007,0.13262399999999999,-0.22332399999999999
151.30812415,-7.7178182799999986,0.122684,-0.186671
151.30850543,-7.7190373700000006,-0.25867000000000001,-0.028017899999999998
151.30874650000001,-7.7159273099999997,0.18762799999999999,-0.043404100000000001
151.30934275000001,-7.7157408699999994,0.14847099999999999,-0.140653
