1,2,hard_hm_lolim,var_intra_index_w,hard_ms_lolim,hard_hm,var_intra_index_b,extent_flag,flux_aper_hilim_b,flux_aper_lolim_w,flux_aper_hilim_w,flux_aper_lolim_b,sat_src_flag,conf_flag,significance,hard_hm_hilim,ra,hard_ms,err_ellipse_r0,dec,name,var_inter_index_b,hard_ms_hilim,flux_aper_b,var_inter_index_w,flux_aper_w
EsS0s,EsS0s,0.18496599999999999,-32768,-0.15326600000000001,0.194939,0,True,9.3240900000000009e-13,nan,nan,9.0909300000000003e-13,False,True,77.808499999999995,0.204848,14.45372551,-0.144146,0.39781,30.352446,CXO J005748.8+302108,-32768,-0.135016,9.206929999999999e-13,-32768,nan
