ra,dec,hard_hm,hard_ms
14.45372551,30.352446,0.194939,-0.144146
28.252077060000001,-13.73865305,0.180288,-0.47315699999999999
40.270045450000005,-8.2557409400000026,0.58887199999999995,-0.0425146
74.234639869999995,-4.8657737399999998,-0.037073200000000001,-0.66100800000000004
167.49017506999999,-37.539154740000001,-0.013171,-0.51735399999999998
195.03394141000001,27.97693048,-0.0039936299999999997,-0.38210100000000002
350.06054885999998,8.2062459699999977,-0.11389199999999999,-0.67958099999999999
350.17711098000001,8.2169699099999995,0.0234754,-0.64120500000000002
204.16264684999996,-33.965819359999998,0.096178899999999998,-0.49028699999999997
187.37628681000004,7.9927413999999999,-0.039697400000000001,-0.049914199999999999
130.90871630999999,50.205658419999999,0.020308,-0.63900100000000004
151.30805136000001,-7.7186104700000007,0.13262399999999999,-0.22332399999999999
189.99761308999999,-11.62311381,0.15206800000000001,0.00682651
20.027877709999995,3.4153986199999995,0.199654,-0.50282899999999997
32.087936840174059,10.994836376401487,0.067191000000000001,-0.29058499999999998
40.10004217907759,39.06328532907856,-0.0096602900000000002,-0.202904
137.90587131000001,60.037503639999997,0.153701,-0.046027400000000003
156.82661490000001,28.507440500000005,0.036343899999999998,-0.24237300000000001
161.9263814,13.985916359999999,0.033444099999999997,-0.210226
161.95661550852799,12.581623965724768,-0.0076161099999999997,-0.27081899999999998
168.86231483,18.110386259999999,0.028963300000000001,-0.402416
169.22771546999999,18.05143404,-0.046827800000000003,-0.52131099999999997
169.24557582,18.148501540000002,-0.094973199999999994,-0.28545300000000001
169.60535048,58.78631415000001,0.056689900000000001,-0.24356900000000001
171.18196886000001,38.762853409999998,0.16333600000000001,-0.187055
171.61119309520907,57.047842941989899,0.0105056,-0.70009100000000002
179.48398334999999,55.453635499999997,nan,nan
181.76305209210693,43.065720240543172,0.066445299999999999,-0.65051499999999995
184.53437096000002,28.175392330000001,-0.142956,-0.30668600000000001
184.84677855999999,5.8249198700000004,0.119759,-0.56264700000000001
184.93848210000002,12.798283359999997,-0.19927900000000001,-0.0152715
185.02845625833692,29.280759878158364,0.038683500000000003,-0.28223500000000001
185.08686396888405,29.310942186560798,0.108556,-0.057489499999999999
185.91253909,7.0539696000000003,0.106129,-0.16215499999999999
185.99111066,16.693413979999995,0.32577499999999998,-0.054925399999999999
186.11785184351291,7.3176729402946608,-0.03279,-0.123877
186.35045074999999,18.191487250000002,-0.070444000000000007,-0.21907499999999999
186.54965523000001,12.94579601,-0.042943700000000001,-0.58500399999999997
186.91877949727174,13.078996670063681,0.31674200000000002,-0.25460500000000003
187.25003704,13.978372630000003,0.0057727999999999998,-0.42688599999999999
187.45364678999999,13.429145619999998,0.017554500000000001,-0.289634
187.50915895,13.63660439,0.090452500000000005,-0.169546
187.74067293000002,12.270833860000002,-0.058343899999999997,-0.247805
187.85043299,25.775252210000001,0.084384600000000004,-0.29849999999999999
188.52527323999996,11.321157960000003,0.24093899999999999,-0.31309300000000001
188.87760115227357,12.220833388233721,0.078568799999999994,-0.38486199999999998
189.11242773999999,11.439283229999999,0.048549299999999997,-0.23411499999999999
190.50934828999999,11.647027060000001,0.0750532,-0.19012899999999999
190.69744269089909,11.442684210814553,-0.095621700000000004,-0.35571700000000001
191.13326615,11.190532599999999,-0.11716699999999999,-0.17452100000000001
192.14949138997068,-5.8007416349268315,0.061680800000000001,-0.092563999999999994
205.53489265000002,35.654247740000002,0.68278499999999998,-0.075983999999999996
208.36112452,40.283024599999997,0.029159000000000001,-0.78576599999999996
210.17516370378803,55.164476401357895,0.117502,-0.24407100000000001
213.33254629999999,-3.1486630199999999,-0.120051,-0.28911999999999999
226.50338245,1.6338039600000001,0.0024690900000000002,-0.165074
226.62302867,55.763189410000003,0.47899000000000003,-0.170046
345.24972582999999,30.144940750000004,0.023948000000000001,-0.217969
345.50403262999998,15.96478078,0.54522099999999996,0.11552900000000001
188.87760115227357,12.220833388233721,0.078568799999999994,-0.38486199999999998
187.37628681000004,7.9927413999999999,-0.039697400000000001,-0.049914199999999999
186.20187759000001,18.194944679999999,-0.101839,-0.17179900000000001
59.364290250000018,-46.210701700000008,-0.084905900000000006,-0.16642199999999999
78.527988539999996,-40.046211710000001,0.0463697,0.21585499999999999
78.528412770000003,-40.046721460000001,-0.14959900000000001,-0.42172900000000002
225.99431473000001,-33.068132179999999,0.230908,-0.16161200000000001
244.26003949000003,-22.97608619,0.0287853,-0.114777
264.07214542999998,-44.735501240000005,-0.028945599999999998,-0.093606300000000003
267.21945205999998,-20.359454190000001,0.22089200000000001,0.099463399999999993
267.55437800999999,-37.051325329999997,nan,nan
272.00986906999998,-43.714522789999997,0.25338899999999998,-0.145145
277.73445343999998,-25.49594227,0.33675100000000002,0.19509499999999999
278.94019788000003,-32.990582400000001,-0.104079,-0.48909200000000003
283.76443692999999,-30.47989901,0.052012999999999997,-0.184862
10.08409241,40.73301275,nan,nan
10.084933530000001,40.732871580000001,nan,nan
10.47091985386932,40.78615277151475,0.22852900000000001,0.27317200000000003
10.566047360000001,41.020660939999999,0.304006,0.123195
10.57773838,41.23385871,0.162242,-0.0358686
10.756122420000001,41.50466746,0.30644399999999999,-0.023383399999999999
10.604345886210639,40.95526264712462,0.11453199999999999,-0.029994699999999999
10.608624799999999,41.32077614,-0.052557600000000003,-0.040118800000000003
10.614202880000002,40.9932917,-0.041572499999999998,-0.37565399999999999
10.630287450000001,41.327435940000001,0.13500499999999999,0.018284700000000001
10.637906709999999,41.05782258,-0.097508499999999998,0.049393899999999998
10.643251665513587,40.952511530139518,-0.20719899999999999,-0.057668700000000003
10.669404419999999,41.175928329999998,nan,nan
10.67267564,41.256628739999996,0.071887999999999994,-0.076403100000000002
10.716798600000001,41.518749249999999,0.190723,0.016364199999999999
10.73174695,41.309747829999999,0.028048799999999999,-0.22351499999999999
10.74857725,41.322007769999999,0.074265200000000003,-0.090277999999999997
10.749454099999999,41.268268059999997,0.177644,-0.077255099999999993
10.76222458,41.256290759999999,-0.0292099,-0.26209300000000002
10.763775750000001,41.355964589999999,0.077549400000000004,-0.19217799999999999
10.76608306,41.301347880000002,0.00049573300000000005,-0.123002
10.781299389999999,41.338777489999998,0.066677100000000003,-0.072918899999999995
10.79423287,41.247605100000001,0.12670600000000001,-0.14607600000000001
